nsim,int_2,suma,Type
10,6,0.059059397721388934,Posterior max
10,5,0.06361709607817125,Posterior max
10,4,0.07663240783134198,Posterior max
10,3,0.10307301629540284,Posterior max
10,2,0.14913970921047626,Posterior max
10,1,0.22298226983173672,Posterior max
10,0,0.3254961030314818,Posterior max
11,6,0.11468884956358569,Posterior max
11,5,0.096318591105326,Posterior max
11,4,0.09935153438964713,Posterior max
11,3,0.11485231819524933,Posterior max
11,2,0.14436323171980797,Posterior max
11,1,0.19216967486381176,Posterior max
11,0,0.23825580016257186,Posterior max
12,6,0.08104239255951318,Posterior max
12,5,0.07715049952883285,Posterior max
12,4,0.09425199261631118,Posterior max
12,3,0.11735303067286076,Posterior max
12,2,0.15162633083645413,Posterior max
12,1,0.20446673900074025,Posterior max
12,0,0.27410901478528743,Posterior max
13,6,0.10338871938779375,Posterior max
13,5,0.10000412137587131,Posterior max
13,4,0.10471714307445096,Posterior max
13,3,0.11870825730770221,Posterior max
13,2,0.1455242082610468,Posterior max
13,1,0.18996026292102217,Posterior max
13,0,0.23769728767211257,Posterior max
14,6,0.06477357561530489,Posterior max
14,5,0.07075437200806513,Posterior max
14,4,0.0838924579710964,Posterior max
14,3,0.10940094123102409,Posterior max
14,2,0.14942393260154302,Posterior max
14,1,0.21170432768102632,Posterior max
14,0,0.3100503928919399,Posterior max
15,6,0.07394342568133153,Posterior max
15,5,0.06987058854547586,Posterior max
15,4,0.07700726323319036,Posterior max
15,3,0.10086278594380607,Posterior max
15,2,0.14635767668760308,Posterior max
15,1,0.22259426912508,Posterior max
15,0,0.30936399078351284,Posterior max
16,6,0.14199900914935581,Posterior max
16,5,0.10314045837567201,Posterior max
16,4,0.10516569103118496,Posterior max
16,3,0.11650276283267617,Posterior max
16,2,0.13860682450223466,Posterior max
16,1,0.17469477953693122,Posterior max
16,0,0.21989047457194494,Posterior max
17,6,0.07838766544226812,Posterior max
17,5,0.07501587696036746,Posterior max
17,4,0.08905256367452354,Posterior max
17,3,0.11525885400761653,Posterior max
17,2,0.15859790095213527,Posterior max
17,1,0.21915790552862402,Posterior max
17,0,0.26452923343446483,Posterior max
18,6,0.14782047908128443,Posterior max
18,5,0.13019589228251696,Posterior max
18,4,0.11497389993475661,Posterior max
18,3,0.1144355868608452,Posterior max
18,2,0.12802826976177747,Posterior max
18,1,0.1596048326326044,Posterior max
18,0,0.20494103944621467,Posterior max
19,6,0.08427525665455898,Posterior max
19,5,0.07576651742096592,Posterior max
19,4,0.09287178385267016,Posterior max
19,3,0.11776051651199392,Posterior max
19,2,0.15277949819078934,Posterior max
19,1,0.20600830413296817,Posterior max
19,0,0.27053812323605325,Posterior max
20,6,0.060330703741779505,Posterior max
20,5,0.07283235989010912,Posterior max
20,4,0.08829915756755133,Posterior max
20,3,0.11128124720327069,Posterior max
20,2,0.15113060608560525,Posterior max
20,1,0.21797148002509648,Posterior max
20,0,0.29815444548658737,Posterior max
21,6,0.08043406002457401,Posterior max
21,5,0.06188957286066915,Posterior max
21,4,0.07411886335612757,Posterior max
21,3,0.10084484914519093,Posterior max
21,2,0.14700263555913273,Posterior max
21,1,0.2230736464316406,Posterior max
21,0,0.3126363726226648,Posterior max
22,6,0.08995962692748935,Posterior max
22,5,0.07470595437761815,Posterior max
22,4,0.08866087740972285,Posterior max
22,3,0.11183370552144593,Posterior max
22,2,0.14775317496188192,Posterior max
22,1,0.20486839031837648,Posterior max
22,0,0.28221827048346504,Posterior max
23,6,0.10158657748640554,Posterior max
23,5,0.08924957365966035,Posterior max
23,4,0.09953787079457975,Posterior max
23,3,0.1164034980830212,Posterior max
23,2,0.14360559982246535,Posterior max
23,1,0.19121350958290095,Posterior max
23,0,0.25840337057096663,Posterior max
24,6,0.061081618745134306,Posterior max
24,5,0.08924831359364792,Posterior max
24,4,0.11105457231105749,Posterior max
24,3,0.13500343953601593,Posterior max
24,2,0.16312171735404749,Posterior max
24,1,0.19958066378841047,Posterior max
24,0,0.24090967467168617,Posterior max
25,6,0.0923145474168985,Posterior max
25,5,0.07733281845965895,Posterior max
25,4,0.08751652904309305,Posterior max
25,3,0.10871178412117387,Posterior max
25,2,0.14541388342360356,Posterior max
25,1,0.20518091811731032,Posterior max
25,0,0.28352951941826154,Posterior max
26,6,0.11873027106848363,Posterior max
26,5,0.09247886915917036,Posterior max
26,4,0.10148387056411935,Posterior max
26,3,0.11782013957962927,Posterior max
26,2,0.14496336312671176,Posterior max
26,1,0.18812121166681792,Posterior max
26,0,0.23640227483506746,Posterior max
27,6,0.10743025115100371,Posterior max
27,5,0.0800010646325292,Posterior max
27,4,0.08481034954561317,Posterior max
27,3,0.10416723018362493,Posterior max
27,2,0.14279059575918443,Posterior max
27,1,0.20647708938025885,Posterior max
27,0,0.2743234193477854,Posterior max
28,6,0.06976865965213111,Posterior max
28,5,0.07552598188613263,Posterior max
28,4,0.08267048122887222,Posterior max
28,3,0.1012497881990833,Posterior max
28,2,0.14029148309778117,Posterior max
28,1,0.2147871100213661,Posterior max
28,0,0.31570649591463323,Posterior max
29,6,0.08933189398022129,Posterior max
29,5,0.08297248218852554,Posterior max
29,4,0.08841219182745981,Posterior max
29,3,0.1048681365027468,Posterior max
29,2,0.13985289524293867,Posterior max
29,1,0.20363428542902134,Posterior max
29,0,0.29092811482908626,Posterior max
