tree,len
"(n3:27581.78364492985565448,(n2:7215.54609433049699874,(n0:4620.22619284728170896,n1:4620.22619284728170896):2595.31990148321528977):20366.23755059935865575);",8149.0
"(n3:27581.78364492985565448,(n2:7215.54609433049699874,(n0:4213.31467129459997523,n1:4213.31467129459997523):3002.23142303589702351):20366.23755059935865575);",1158.0
"(n3:26158.06166278029195382,(n2:7215.54609433049699874,(n0:4213.31467129459997523,n1:4213.31467129459997523):3002.23142303589702351):18942.51556844979495509);",4417.0
"(n3:25364.55066492105106590,(n2:7215.54609433049699874,(n0:4213.31467129459997523,n1:4213.31467129459997523):3002.23142303589702351):18149.00457059055406717);",36369.0
"(n3:29419.67934347006303142,(n2:7215.54609433049699874,(n0:4213.31467129459997523,n1:4213.31467129459997523):3002.23142303589702351):22204.13324913956603268);",5873.0
"(n3:25230.25981664698338136,(n2:7215.54609433049699874,(n0:4213.31467129459997523,n1:4213.31467129459997523):3002.23142303589702351):18014.71372231648638262);",2022.0
"(n3:25230.25981664698338136,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):18014.71372231648638262);",5964.0
"(n3:29419.67934347006303142,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):22204.13324913956603268);",65699.0
"(n3:29419.67934347006303142,(n0:7215.54609433049699874,(n1:5263.41955429514018761,n2:5263.41955429514109710):1952.12654003535590164):22204.13324913956603268);",6902.0
"(n3:26774.59099892883750726,(n0:7215.54609433049699874,(n1:5263.41955429514018761,n2:5263.41955429514109710):1952.12654003535590164):19559.04490459834050853);",15631.0
"(n3:26774.59099892883750726,(n0:6090.70006564035793417,(n1:5263.41955429514018761,n2:5263.41955429514109710):827.28051134521774657):20683.89093328847957309);",12424.0
"(n3:26774.59099892883750726,(n0:7215.54609433049699874,(n1:5263.41955429514018761,n2:5263.41955429514109710):1952.12654003535590164):19559.04490459834050853);",10812.0
"(n3:29419.67934347006303142,(n0:7215.54609433049699874,(n1:5263.41955429514018761,n2:5263.41955429514109710):1952.12654003535590164):22204.13324913956603268);",12908.0
"(n3:27822.21481023599699256,(n0:7215.54609433049699874,(n1:5263.41955429514018761,n2:5263.41955429514109710):1952.12654003535590164):20606.66871590549999382);",681.0
"(n3:29419.67934347006303142,(n0:7215.54609433049699874,(n1:5263.41955429514018761,n2:5263.41955429514109710):1952.12654003535590164):22204.13324913956603268);",5287.0
"(n3:29419.67934347006303142,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):22204.13324913956603268);",6608.0
"(n3:27762.00825583916594042,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):20546.46216150866894168);",39412.0
"(n3:29419.67934347006303142,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):22204.13324913956603268);",12632.0
"(n3:27458.00215518673576298,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):20242.45606085623876425);",24985.0
"(n3:25642.07061303695081733,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):18426.52451870645381860);",83627.0
"(n3:30350.54305724064033711,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):23134.99696291014333838);",1001.0
"(n3:27834.75439588147128234,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):20619.20830155097428360);",30732.0
"(n3:30350.54305724064033711,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):23134.99696291014333838);",1578.0
"(n3:30350.54305724064033711,(n0:6844.22221316751529230,(n1:5380.93834237414921517,n2:5380.93834237414921517):1463.28387079336607712):23506.32084407312504482);",25677.0
"(n3:30350.54305724064033711,(n0:7215.54609433049699874,(n1:5380.93834237414921517,n2:5380.93834237414921517):1834.60775195634778356):23134.99696291014333838);",8106.0
"(n3:30350.54305724064033711,(n0:9014.88975087708786305,(n1:5380.93834237414921517,n2:5380.93834237414921517):3633.95140850293864787):21335.65330636355065508);",12506.0
"(n3:30350.54305724064033711,(n1:9014.88975087708786305,(n0:6009.76970597905892646,n2:6009.76970597905983595):3005.12004489802802709):21335.65330636355065508);",5517.0
"(n3:39157.10978907506796531,(n1:9014.88975087708786305,(n0:6009.76970597905892646,n2:6009.76970597905983595):3005.12004489802802709):30142.22003819797828328);",13114.0
"(n3:36543.84185420784342568,(n1:9014.88975087708786305,(n0:6009.76970597905892646,n2:6009.76970597905983595):3005.12004489802802709):27528.95210333075374365);",9588.0
"(n3:36543.84185420784342568,(n1:9331.68387984922810574,(n0:6009.76970597905892646,n2:6009.76970597905983595):3321.91417387016826979):27212.15797435861531994);",22152.0
"(n3:33845.31135980810358888,(n1:9331.68387984922810574,(n0:6009.76970597905892646,n2:6009.76970597905983595):3321.91417387016826979):24513.62747995887548313);",1413.0
