tree,len
"(n3:25720.20143766457113088,(n2:5408.66335044387778908,(n0:4011.85111267772299470,n1:4011.85111267772299470):1396.81223776615433962):20311.53808722069516080);",35443.0
"(n3:25232.40177209198736819,(n2:5408.66335044387778908,(n0:4011.85111267772299470,n1:4011.85111267772299470):1396.81223776615433962):19823.73842164810776012);",19391.0
"(n3:25720.20143766457113088,(n2:5408.66335044387778908,(n0:4011.85111267772299470,n1:4011.85111267772299470):1396.81223776615433962):20311.53808722069516080);",2552.0
"(n3:25720.20143766457113088,(n1:5909.02487912495234923,(n2:5408.66335044387778908,n0:5408.66335044387778908):500.36152868107546965):19811.17655853961696266);",5294.0
"(n3:25198.58390000416693510,(n1:5909.02487912495234923,(n2:5408.66335044387778908,n0:5408.66335044387778908):500.36152868107546965):19289.55902087921276689);",34009.0
"(n3:25198.58390000416693510,(n2:7730.20786962920010410,(n1:5909.02487912495234923,n0:5909.02487912495234923):1821.18299050424684538):17468.37603037496592151);",2761.0
"(n3:25198.58390000416693510,(n0:5909.02487912495234923,(n1:5571.78847254592437821,n2:5571.78847254592437821):337.23640657902888051):19289.55902087921276689);",20592.0
"(n3:25198.58390000416693510,(n2:7730.20786962920010410,(n0:5909.02487912495234923,n1:5909.02487912495234923):1821.18299050424684538):17468.37603037496592151);",34430.0
"(n3:25198.58390000416693510,(n2:6051.31282935687886493,(n0:5909.02487912495234923,n1:5909.02487912495234923):142.28795023192560620):19147.27107064728625119);",14061.0
"(n3:25198.58390000416693510,(n2:6051.31282935687886493,(n0:4561.47214617445570184,n1:4561.47214617445570184):1489.84068318242316309):19147.27107064728625119);",1214.0
"(n3:25198.58390000416693510,(n2:6051.31282935687886493,(n0:5909.02487912495234923,n1:5909.02487912495234923):142.28795023192560620):19147.27107064728625119);",2250.0
"(n3:25720.20143766457113088,(n2:6051.31282935687886493,(n0:5909.02487912495234923,n1:5909.02487912495234923):142.28795023192560620):19668.88860830769408494);",7715.0
"(n3:25720.20143766457113088,(n2:6051.31282935687886493,(n0:4554.12343614472047193,n1:4554.12343614472047193):1497.18939321215839300):19668.88860830769408494);",3130.0
"(n3:25720.20143766457113088,(n2:6051.31282935687886493,(n0:5909.02487912495234923,n1:5909.02487912495234923):142.28795023192560620):19668.88860830769408494);",24820.0
"(n3:25720.20143766457113088,(n2:6051.31282935687886493,(n0:5571.78847254592437821,n1:5571.78847254592437821):479.52435681095448672):19668.88860830769408494);",2256.0
"(n3:25227.43194785985178896,(n2:6051.31282935687886493,(n0:5571.78847254592437821,n1:5571.78847254592437821):479.52435681095448672):19176.11911850297474302);",9859.0
"(n3:25227.43194785985178896,(n2:7730.20786962920010410,(n0:5571.78847254592437821,n1:5571.78847254592437821):2158.41939708327572589):17497.22407823065077537);",19290.0
"(n3:25227.43194785985178896,(n2:5787.77040129026227078,(n0:5571.78847254592437821,n1:5571.78847254592437821):215.98192874433789257):19439.66154656959042768);",30553.0
"(n3:25227.43194785985178896,(n0:7730.20786962919919461,(n2:5787.77040129026227078,n1:5787.77040129026136128):1942.43746833893783332):17497.22407823065077537);",26660.0
"(n3:25720.20143766457113088,(n0:7730.20786962919919461,(n2:5787.77040129026227078,n1:5787.77040129026136128):1942.43746833893783332):17989.99356803537011729);",8335.0
"(n3:25720.20143766457113088,(n0:7983.26958291875780560,(n2:5787.77040129026227078,n1:5787.77040129026136128):2195.49918162849553482):17736.93185474581332528);",117.0
"(n3:25720.20143766457113088,(n2:5787.77040129026227078,(n0:5571.78847254592437821,n1:5571.78847254592437821):215.98192874433789257):19932.43103637430976960);",5912.0
