tree,len
"(n3:26080.63813245113124140,(n0:6433.73063492610526737,(n1:5199.44253606247184507,n2:5199.44253606247184507):1234.28809886363433179):19646.90749752502597403);",4523.0
"(n3:26080.63813245113124140,(n2:5199.44253606247184507,(n0:4215.73152692435724020,n1:4215.73152692435724020):983.71100913811460487):20881.19559638865757734);",6118.0
"(n3:27614.85863392117971671,(n2:5199.44253606247184507,(n0:4215.73152692435724020,n1:4215.73152692435724020):983.71100913811460487):22415.41609785870969063);",5404.0
"(n3:27614.85863392117971671,(n0:6433.73063492610526737,(n2:5199.44253606247184507,n1:5199.44253606247184507):1234.28809886363433179):21181.12799899507444934);",5010.0
"(n3:27614.85863392117971671,(n0:6630.80865275012365601,(n2:5199.44253606247184507,n1:5199.44253606247184507):1431.36611668765181093):20984.04998117105424171);",57762.0
"(n3:26080.63813245113124140,(n0:6630.80865275012365601,(n2:5199.44253606247184507,n1:5199.44253606247184507):1431.36611668765181093):19449.82947970100940438);",10336.0
"(n3:26080.63813245113124140,(n0:6433.73063492610526737,(n2:5199.44253606247184507,n1:5199.44253606247184507):1234.28809886363433179):19646.90749752502597403);",15497.0
"(n3:26080.63813245113124140,(n0:6433.73063492610526737,(n1:5364.25376569960826600,n2:5364.25376569960826600):1069.47686922649791086):19646.90749752502597403);",53951.0
"(n3:26080.63813245113124140,(n2:6433.73063492610617686,(n0:4041.23776747610645543,n1:4041.23776747610645543):2392.49286744999926668):19646.90749752502597403);",2480.0
"(n3:26049.20402685623412253,(n2:6433.73063492610617686,(n0:4041.23776747610645543,n1:4041.23776747610645543):2392.49286744999926668):19615.47339193012885517);",6389.0
"(n3:26049.20402685623412253,(n2:6257.11769213663501432,(n0:4041.23776747610645543,n1:4041.23776747610645543):2215.87992466052810414):19792.08633471959910821);",14013.0
"(n3:26049.20402685623412253,(n0:6257.11769213663501432,(n1:5364.25376569960826600,n2:5364.25376569960826600):892.86392643702674832):19792.08633471959910821);",34157.0
"(n3:26049.20402685623412253,(n0:5657.08226399757404579,(n1:5364.25376569960826600,n2:5364.25376569960826600):292.82849829796577978):20392.12176285866007674);",45204.0
"(n3:26049.20402685623412253,(n2:6630.80865275012365601,(n0:5657.08226399757404579,n1:5657.08226399757404579):973.72638875254961022):19418.39537410611228552);",15025.0
"(n3:26049.20402685623412253,(n2:6630.80865275012365601,(n0:5078.70345162615740264,n1:5078.70345162615740264):1552.10520112396534387):19418.39537410611228552);",12123.0
"(n3:26049.20402685623412253,(n2:5421.28884433179791813,(n0:5078.70345162615740264,n1:5078.70345162615740264):342.58539270563960599):20627.91518252443711390);",316.0
"(n3:25629.77273184427031083,(n2:5421.28884433179791813,(n0:5078.70345162615740264,n1:5078.70345162615740264):342.58539270563960599):20208.48388751247330219);",16132.0
"(n3:25629.77273184427031083,(n2:5421.28884433179791813,(n0:5364.25376569960826600,n1:5364.25376569960826600):57.03507863218965213):20208.48388751247330219);",10686.0
