tree,len
"(n3:26694.03966537308588158,(n2:5886.25830071543896338,(n0:5256.26238908720188192,n1:5256.26238908720188192):629.99591162823617196):20807.78136465764691820);",8108.0
"(n3:25454.13975567163288360,(n2:5886.25830071543896338,(n0:5256.26238908720188192,n1:5256.26238908720188192):629.99591162823617196):19567.88145495619392022);",50134.0
"(n3:25454.13975567163288360,(n2:7059.14279939726657176,(n0:5256.26238908720188192,n1:5256.26238908720188192):1802.88041031006378034):18394.99695627436449286);",16438.0
"(n3:25454.13975567163288360,(n2:6122.40371986863283382,(n0:5256.26238908720188192,n1:5256.26238908720188192):866.14133078143004241):19331.73603580299823079);",1115.0
"(n3:25454.13975567163288360,(n2:6122.40371986863283382,(n0:4219.60224756552270264,n1:4219.60224756552270264):1902.80147230310922168):19331.73603580299823079);",32297.0
"(n3:26694.03966537308588158,(n2:6122.40371986863283382,(n0:4219.60224756552270264,n1:4219.60224756552270264):1902.80147230310922168):20571.63594550445122877);",10657.0
"(n3:26694.03966537308588158,(n2:8974.50193313720774313,(n0:4219.60224756552270264,n1:4219.60224756552270264):4754.89968557168413099):17719.53773223587631946);",46.0
"(n3:26694.03966537308588158,(n2:8974.50193313720774313,(n0:4273.69528491986966401,n1:4273.69528491986966401):4700.80664821733807912):17719.53773223587631946);",10960.0
"(n3:26694.03966537308588158,(n2:6038.60802536851770128,(n0:4273.69528491986966401,n1:4273.69528491986966401):1764.91274044864803727):20655.43164000456818030);",18260.0
"(n3:26488.18616326360643143,(n2:6038.60802536851770128,(n0:4273.69528491986966401,n1:4273.69528491986966401):1764.91274044864803727):20449.57813789508873015);",35906.0
"(n3:26694.03966537308588158,(n2:6038.60802536851770128,(n0:4273.69528491986966401,n1:4273.69528491986966401):1764.91274044864803727):20655.43164000456818030);",12446.0
"(n3:25469.95111388833538513,(n2:6038.60802536851770128,(n0:4273.69528491986966401,n1:4273.69528491986966401):1764.91274044864803727):19431.34308851981768385);",30470.0
"(n3:25469.95111388833538513,(n2:7548.80854517744592158,(n0:4273.69528491986966401,n1:4273.69528491986966401):3275.11326025757625757):17921.14256871088946355);",28785.0
"(n3:25469.95111388833538513,(n2:7548.80854517744592158,(n0:4315.38632201457949122,n1:4315.38632201457949122):3233.42222316286552086):17921.14256871088946355);",6624.0
"(n3:25469.95111388833538513,(n2:5497.01732895400073176,(n0:4315.38632201457949122,n1:4315.38632201457949122):1181.63100693942033104):19972.93378493433556287);",1736.0
"(n3:27142.38619415782159194,(n2:5497.01732895400073176,(n0:4315.38632201457949122,n1:4315.38632201457949122):1181.63100693942033104):21645.36886520382176968);",6396.0
"(n3:27142.38619415782159194,(n2:5497.01732895400073176,(n0:4540.85445721822361520,n1:4540.85445721822361520):956.16287173577620706):21645.36886520382176968);",2791.0
"(n3:28831.13576673303396092,(n2:5497.01732895400073176,(n0:4540.85445721822361520,n1:4540.85445721822361520):956.16287173577620706):23334.11843777903413866);",4677.0
"(n3:31043.70045816019774065,(n2:5497.01732895400073176,(n0:4540.85445721822361520,n1:4540.85445721822361520):956.16287173577620706):25546.68312920619791839);",15892.0
"(n3:28439.73014754792893655,(n2:5497.01732895400073176,(n0:4540.85445721822361520,n1:4540.85445721822361520):956.16287173577620706):22942.71281859392911429);",22502.0
"(n3:28439.73014754792893655,(n2:5497.01732895400073176,(n0:4163.78710735417189426,n1:4163.78710735417189426):1333.23022159982883750):22942.71281859392911429);",6489.0
"(n3:28439.73014754792893655,(n2:5497.01732895400073176,(n0:4540.85445721822361520,n1:4540.85445721822361520):956.16287173577620706):22942.71281859392911429);",14900.0
"(n3:28439.73014754792893655,(n2:6222.80237206610581779,(n0:4540.85445721822361520,n1:4540.85445721822361520):1681.94791484788129310):22216.92777548182493774);",11630.0
"(n3:26131.70450600237018079,(n2:6222.80237206610581779,(n0:4540.85445721822361520,n1:4540.85445721822361520):1681.94791484788129310):19908.90213393626618199);",16921.0
"(n3:26131.70450600237018079,(n2:7548.80854517744592158,(n0:4540.85445721822361520,n1:4540.85445721822361520):3007.95408795922139689):18582.89596082492425921);",13063.0
"(n3:26131.70450600237018079,(n2:11630.24379164250240137,(n0:4540.85445721822361520,n1:4540.85445721822361520):7089.38933442427787668):14501.46071435986777942);",275.0
"(n3:26131.70450600237018079,(n2:11630.24379164250240137,(n0:4116.53811071366362739,n1:4116.53811071366362739):7513.70568092883786449):14501.46071435986777942);",46035.0
"(n3:26131.70450600237018079,(n2:11630.24379164250240137,(n0:4315.38632201457949122,n1:4315.38632201457949122):7314.85746962792200065):14501.46071435986777942);",80909.0
"(n3:26131.70450600237018079,(n2:11630.24379164250240137,(n0:5256.26238908720188192,n1:5256.26238908720188192):6373.98140255529960996):14501.46071435986777942);",593.0
"(n3:26131.70450600237018079,(n2:10912.24440475683149998,(n0:5256.26238908720188192,n1:5256.26238908720188192):5655.98201566962870857):15219.46010124553868081);",13002.0
"(n3:26131.70450600237018079,(n2:10912.24440475683149998,(n0:5756.61377769993850961,n1:5756.61377769993850961):5155.63062705689208087):15219.46010124553868081);",8205.0
"(n3:26131.70450600237018079,(n2:10206.08932734083828109,(n0:5756.61377769993850961,n1:5756.61377769993850961):4449.47554964089886198):15925.61517866153189971);",3036.0
"(n3:26131.70450600237018079,(n1:10206.08932734083828109,(n0:6038.60802536851770128,n2:6038.60802536851770128):4167.48130197232057981):15925.61517866153189971);",36191.0
"(n3:25883.64392129489351646,(n1:10206.08932734083828109,(n0:6038.60802536851770128,n2:6038.60802536851770128):4167.48130197232057981):15677.55459395405523537);",12258.0
"(n3:25883.64392129489351646,(n1:7938.13716884539280727,(n0:6038.60802536851770128,n2:6038.60802536851770128):1899.52914347687510599):17945.50675244950252818);",7348.0
"(n3:25883.64392129489351646,(n1:7938.13716884539280727,(n0:5781.54833942725053930,n2:5781.54833942725144880):2156.58882941814135847):17945.50675244950252818);",2134.0
"(n3:25883.64392129489351646,(n1:6038.60802536851770128,(n0:5781.54833942725053930,n2:5781.54833942725144880):257.05968594126625248):19845.03589592637581518);",33892.0
"(n3:25183.30457870024110889,(n1:6038.60802536851770128,(n0:5781.54833942725053930,n2:5781.54833942725144880):257.05968594126625248):19144.69655333172340761);",29205.0
"(n3:25183.30457870024110889,(n2:5781.54833942725144880,(n0:4116.53811071366362739,n1:4116.53811071366362739):1665.01022871358691191):19401.75623927298875060);",318.0
"(n3:25883.64392129489351646,(n2:5781.54833942725144880,(n0:4116.53811071366362739,n1:4116.53811071366362739):1665.01022871358691191):20102.09558186764115817);",36383.0
"(n3:25883.64392129489351646,(n2:5781.54833942725144880,(n0:4331.08139933734855731,n1:4331.08139933734855731):1450.46694008990289149):20102.09558186764115817);",15186.0
"(n3:25183.30457870024110889,(n2:5781.54833942725144880,(n0:4331.08139933734855731,n1:4331.08139933734855731):1450.46694008990289149):19401.75623927298875060);",41019.0
"(n3:25183.30457870024110889,(n2:5781.54833942725144880,(n0:4116.53811071366362739,n1:4116.53811071366362739):1665.01022871358691191):19401.75623927298875060);",29793.0
"(n3:25183.30457870024110889,(n2:5781.54833942725144880,(n0:4829.14018613453481521,n1:4829.14018613453481521):952.40815329271663359):19401.75623927298875060);",7067.0
"(n3:25183.30457870024110889,(n2:5781.54833942725144880,(n0:4164.95744770647615951,n1:4164.95744770647615951):1616.59089172077437979):19401.75623927298875060);",11075.0
"(n3:26422.79611776264209766,(n2:5781.54833942725144880,(n0:4164.95744770647615951,n1:4164.95744770647615951):1616.59089172077437979):20641.24777833538973937);",17713.0
"(n3:26422.79611776264209766,(n2:5781.54833942725144880,(n0:4415.87585551280426444,n1:4415.87585551280426444):1365.67248391444718436):20641.24777833538973937);",23796.0
"(n3:26422.79611776264209766,(n0:7548.80854517744592158,(n2:5781.54833942725144880,n1:5781.54833942725053930):1767.26020575019447278):18873.98757258519617608);",4819.0
"(n3:26422.79611776264209766,(n0:7821.81569779431993084,(n2:5781.54833942725144880,n1:5781.54833942725053930):2040.26735836706848204):18600.98041996832034783);",38081.0
"(n3:27257.91170010059431661,(n0:7821.81569779431993084,(n2:5781.54833942725144880,n1:5781.54833942725053930):2040.26735836706848204):19436.09600230627256678);",11799.0
"(n3:27257.91170010059431661,(n0:7821.81569779431993084,(n1:6063.70915630719537148,n2:6063.70915630719628098):1758.10654148712364986):19436.09600230627256678);",20502.0
"(n3:27257.91170010059431661,(n2:7821.81569779431993084,(n0:6100.26111386313095863,n1:6100.26111386313095863):1721.55458393118897220):19436.09600230627256678);",37300.0
"(n3:27257.91170010059431661,(n2:7078.39730552034598077,(n0:6100.26111386313095863,n1:6100.26111386313095863):978.13619165721502213):20179.51439458024833584);",1446.0
"(n3:27257.91170010059431661,(n0:7078.39730552034598077,(n1:6063.70915630719537148,n2:6063.70915630719628098):1014.68814921314969979):20179.51439458024833584);",3828.0
"(n3:27257.91170010059431661,(n0:7078.39730552034598077,(n1:5509.52174787529474997,n2:5509.52174787529565947):1568.87555764505032130):20179.51439458024833584);",372.0
"(n3:25691.58966855482140090,(n0:7078.39730552034598077,(n1:5509.52174787529474997,n2:5509.52174787529565947):1568.87555764505032130):18613.19236303447542014);",69363.0
"(n3:25691.58966855482140090,(n0:6142.65176454739230394,(n1:5509.52174787529474997,n2:5509.52174787529565947):633.13001667209664447):19548.93790400742727797);",30143.0
"(n3:25691.58966855482140090,(n0:5936.28529588733181299,(n1:5509.52174787529474997,n2:5509.52174787529565947):426.76354801203706302):19755.30437266748776892);",6493.0
"(n3:27257.91170010059431661,(n0:5936.28529588733181299,(n1:5509.52174787529474997,n2:5509.52174787529565947):426.76354801203706302):21321.62640421326068463);",33986.0
"(n3:27257.91170010059431661,(n1:6973.96088641191090574,(n0:5936.28529588733181299,n2:5936.28529588733272249):1037.67559052457818325):20283.95081368868341087);",12157.0
"(n3:27257.91170010059431661,(n1:6973.96088641191090574,(n0:5569.53089928570443590,n2:5569.53089928570534539):1404.42998712620556034):20283.95081368868341087);",5618.0
"(n3:26961.28638794197831885,(n1:6973.96088641191090574,(n0:5569.53089928570443590,n2:5569.53089928570534539):1404.42998712620556034):19987.32550153006741311);",8287.0
"(n3:26961.28638794197831885,(n1:7019.06610535332947620,(n0:5569.53089928570443590,n2:5569.53089928570534539):1449.53520606762413081):19942.22028258864884265);",4675.0
"(n3:26961.28638794197831885,(n2:5569.53089928570534539,(n0:5102.02928853093362704,n1:5102.02928853093362704):467.50161075477171835):21391.75548865627206396);",14841.0
"(n3:25291.38122798641052213,(n2:5569.53089928570534539,(n0:5102.02928853093362704,n1:5102.02928853093362704):467.50161075477171835):19721.85032870070426725);",13110.0
"(n3:25291.38122798641052213,(n2:5569.53089928570534539,(n0:4968.74487407324522792,n1:4968.74487407324522792):600.78602521245920798):19721.85032870070426725);",29975.0
"(n3:25291.38122798641052213,(n2:5569.53089928570534539,(n0:4415.87585551280426444,n1:4415.87585551280426444):1153.65504377290108096):19721.85032870070426725);",13463.0
"(n3:25291.38122798641052213,(n2:5569.53089928570534539,(n0:4271.11137376350052364,n1:4271.11137376350052364):1298.41952552220391226):19721.85032870070426725);",108419.0
"(n3:25291.38122798641052213,(n2:5569.53089928570534539,(n0:4968.74487407324522792,n1:4968.74487407324522792):600.78602521245920798):19721.85032870070426725);",16640.0
"(n3:25291.38122798641052213,(n2:5569.53089928570534539,(n0:5292.13114832862083858,n1:5292.13114832862083858):277.39975095708359731):19721.85032870070426725);",2362.0
"(n3:25709.87458562754545710,(n2:5569.53089928570534539,(n0:5292.13114832862083858,n1:5292.13114832862083858):277.39975095708359731):20140.34368634183920221);",51861.0
"(n3:25709.87458562754545710,(n2:7380.88680347487661493,(n0:5292.13114832862083858,n1:5292.13114832862083858):2088.75565514625486685):18328.98778215266793268);",2930.0
"(n3:25709.87458562754545710,(n1:7380.88680347487570543,(n0:5614.93093674780720903,n2:5614.93093674780720903):1765.95586672706940590):18328.98778215266793268);",9158.0
"(n3:29143.75563926211179933,(n1:7380.88680347487570543,(n0:5614.93093674780720903,n2:5614.93093674780720903):1765.95586672706940590):21762.86883578723427490);",25434.0
"(n3:28165.92429732494565542,(n1:7380.88680347487570543,(n0:5614.93093674780720903,n2:5614.93093674780720903):1765.95586672706940590):20785.03749385006813100);",9023.0
"(n3:25291.38122798641052213,(n1:7380.88680347487570543,(n0:5614.93093674780720903,n2:5614.93093674780720903):1765.95586672706940590):17910.49442451153299771);",14542.0
"(n3:25291.38122798641052213,(n2:7380.88680347487661493,(n0:4271.11137376350052364,n1:4271.11137376350052364):3109.77542971137518180):17910.49442451153299771);",1288.0
"(n3:25291.38122798641052213,(n2:5322.66340434453923081,(n0:4271.11137376350052364,n1:4271.11137376350052364):1051.55203058103779767):19968.71782364186947234);",1860.0
"(n3:25291.38122798641052213,(n2:7380.88680347487661493,(n0:4271.11137376350052364,n1:4271.11137376350052364):3109.77542971137518180):17910.49442451153299771);",23111.0
"(n3:25291.38122798641052213,(n2:7380.88680347487661493,(n0:4045.94637226106397065,n1:4045.94637226106397065):3334.94043121381218953):17910.49442451153299771);",31696.0
"(n3:25291.38122798641052213,(n2:8410.30611815630436467,(n0:4045.94637226106397065,n1:4045.94637226106397065):4364.35974589523993927):16881.07510983010433847);",9876.0
"(n3:25291.38122798641052213,(n2:7078.39730552034598077,(n0:4045.94637226106397065,n1:4045.94637226106397065):3032.45093325928155537):18212.98392246606454137);",119083.0
"(n3:27261.39033164029024192,(n2:7078.39730552034598077,(n0:4045.94637226106397065,n1:4045.94637226106397065):3032.45093325928155537):20182.99302611994426115);",12234.0
"(n3:25564.93351065810566070,(n2:7078.39730552034598077,(n0:4045.94637226106397065,n1:4045.94637226106397065):3032.45093325928155537):18486.53620513775967993);",28502.0
"(n3:25564.93351065810566070,(n2:7078.39730552034598077,(n0:5141.44807166452847014,n1:5141.44807166452847014):1936.94923385581660114):18486.53620513775967993);",36291.0
"(n3:26110.14167894538695691,(n2:7078.39730552034598077,(n0:5141.44807166452847014,n1:5141.44807166452847014):1936.94923385581660114):19031.74437342504097614);",48085.0
"(n3:26110.14167894538695691,(n2:9936.53515091274311999,(n0:5141.44807166452847014,n1:5141.44807166452847014):4795.08707924821374036):16173.60652803264383692);",3870.0
