tree,len
"(n3:26231.19408147915237350,(n2:8780.35447832964200643,(n0:4178.97999178938334808,n1:4178.97999178938334808):4601.37448654025774886):17450.83960314951036707);",87666.0
"(n3:26231.19408147915237350,(n2:8780.35447832964200643,(n0:4742.18844508952315664,n1:4742.18844508952315664):4038.16603324011794030):17450.83960314951036707);",6125.0
"(n3:26231.19408147915237350,(n2:6459.03674360534841981,(n0:4742.18844508952315664,n1:4742.18844508952315664):1716.84829851582435367):19772.15733787380304420);",38277.0
"(n3:26231.19408147915237350,(n2:6459.03674360534841981,(n0:4178.97999178938334808,n1:4178.97999178938334808):2280.05675181596416223):19772.15733787380304420);",2825.0
"(n3:25782.35965375967134605,(n2:6459.03674360534841981,(n0:4178.97999178938334808,n1:4178.97999178938334808):2280.05675181596416223):19323.32291015432201675);",3367.0
"(n3:26231.19408147915237350,(n2:6459.03674360534841981,(n0:4178.97999178938334808,n1:4178.97999178938334808):2280.05675181596416223):19772.15733787380304420);",3749.0
"(n3:25222.71900377300698892,(n2:6459.03674360534841981,(n0:4178.97999178938334808,n1:4178.97999178938334808):2280.05675181596416223):18763.68226016765765962);",9825.0
"(n3:25222.71900377300698892,(n2:6459.03674360534841981,(n0:4147.44155848893933580,n1:4147.44155848893933580):2311.59518511640908400):18763.68226016765765962);",8145.0
"(n3:25222.71900377300698892,(n2:5960.13051364392322284,(n0:4147.44155848893933580,n1:4147.44155848893933580):1812.68895515498388704):19262.58849012908467557);",42702.0
"(n3:25222.71900377300698892,(n2:5960.13051364392322284,(n0:4427.13028124557786214,n1:4427.13028124557786214):1533.00023239834536071):19262.58849012908467557);",30848.0
"(n3:27808.74250754390595830,(n2:5960.13051364392322284,(n0:4427.13028124557786214,n1:4427.13028124557786214):1533.00023239834536071):21848.61199389998364495);",17279.0
"(n3:25504.13455384685585159,(n2:5960.13051364392322284,(n0:4427.13028124557786214,n1:4427.13028124557786214):1533.00023239834536071):19544.00404020293353824);",22670.0
"(n3:25504.13455384685585159,(n2:5960.13051364392322284,(n0:4178.97999178938334808,n1:4178.97999178938334808):1781.15052185453896527):19544.00404020293353824);",6086.0
"(n3:26534.82148535820670077,(n2:5960.13051364392322284,(n0:4178.97999178938334808,n1:4178.97999178938334808):1781.15052185453896527):20574.69097171428438742);",37344.0
"(n3:26534.82148535820670077,(n2:5974.00410445826310024,(n0:4178.97999178938334808,n1:4178.97999178938334808):1795.02411266887884267):20560.81738089994178154);",5639.0
"(n3:26534.82148535820670077,(n2:7934.35962881292198290,(n0:4178.97999178938334808,n1:4178.97999178938334808):3755.37963702353772533):18600.46185654528380837);",84468.0
"(n3:26534.82148535820670077,(n2:7934.35962881292198290,(n0:4342.20179804133113066,n1:4342.20179804133113066):3592.15783077158994274):18600.46185654528380837);",3291.0
"(n3:27034.87913274336824543,(n2:7934.35962881292198290,(n0:4342.20179804133113066,n1:4342.20179804133113066):3592.15783077158994274):19100.51950393044535303);",412.0
"(n3:27034.87913274336824543,(n2:7921.56296153768471413,(n0:4342.20179804133113066,n1:4342.20179804133113066):3579.36116349635267397):19113.31617120568262180);",13681.0
"(n3:27034.87913274336824543,(n2:7631.15700489528626349,(n0:4342.20179804133113066,n1:4342.20179804133113066):3288.95520685395422333):19403.72212784808289143);",5895.0
"(n3:27034.87913274336824543,(n2:5647.23038510788319400,(n0:4342.20179804133113066,n1:4342.20179804133113066):1305.02858706655115384):21387.64874763548505143);",46702.0
"(n3:25472.92545735895691905,(n2:5647.23038510788319400,(n0:4342.20179804133113066,n1:4342.20179804133113066):1305.02858706655115384):19825.69507225107372506);",20782.0
"(n3:25472.92545735895691905,(n2:5715.52130277327523800,(n0:4342.20179804133113066,n1:4342.20179804133113066):1373.31950473194319784):19757.40415458568168106);",47668.0
"(n3:26534.82148535820670077,(n2:5715.52130277327523800,(n0:4342.20179804133113066,n1:4342.20179804133113066):1373.31950473194319784):20819.30018258493146277);",15731.0
"(n3:25504.13455384685585159,(n2:5715.52130277327523800,(n0:4342.20179804133113066,n1:4342.20179804133113066):1373.31950473194319784):19788.61325107358061359);",5975.0
"(n3:26534.82148535820670077,(n2:5715.52130277327523800,(n0:4342.20179804133113066,n1:4342.20179804133113066):1373.31950473194319784):20819.30018258493146277);",28520.0
"(n3:26534.82148535820670077,(n1:5859.06465532901893312,(n2:5715.52130277327523800,n0:5715.52130277327523800):143.54335255574460462):20675.75683002918594866);",5121.0
"(n3:26534.82148535820670077,(n1:8761.78172058164091140,(n2:5715.52130277327523800,n0:5715.52130277327523800):3046.26041780836567341):17773.03976477656397037);",44538.0
"(n3:26534.82148535820670077,(n1:8801.51160462987900246,(n2:5715.52130277327523800,n0:5715.52130277327523800):3085.99030185660376446):17733.30988072832769831);",6534.0
"(n3:26534.82148535820670077,(n1:8801.51160462987900246,(n0:5612.08547704221018648,n2:5612.08547704221109598):3189.42612758766790648):17733.30988072832769831);",9634.0
"(n3:26534.82148535820670077,(n1:5715.52130277327523800,(n0:5612.08547704221018648,n2:5612.08547704221109598):103.43582573106414202):20819.30018258493146277);",6586.0
"(n3:25785.57647958558663959,(n1:5715.52130277327523800,(n0:5612.08547704221018648,n2:5612.08547704221109598):103.43582573106414202):20070.05517681231140159);",49190.0
"(n3:25785.57647958558663959,(n2:5612.08547704221109598,(n0:5542.88017949651839444,n1:5542.88017949651839444):69.20529754569179204):20173.49100254337463412);",97714.0
"(n3:25785.57647958558663959,(n1:5977.07180777243956982,(n2:5612.08547704221109598,n0:5612.08547704221018648):364.98633073022938333):19808.50467181314525078);",20302.0
"(n3:25785.57647958558663959,(n1:5977.07180777243956982,(n0:5715.52130277327523800,n2:5715.52130277327523800):261.55050499916524132):19808.50467181314525078);",12888.0
"(n3:25504.13455384685585159,(n1:5977.07180777243956982,(n0:5715.52130277327523800,n2:5715.52130277327523800):261.55050499916524132):19527.06274607441446278);",15556.0
"(n3:25504.13455384685585159,(n2:5715.52130277327523800,(n0:5348.64078851187696273,n1:5348.64078851187696273):366.88051426139827527):19788.61325107358061359);",28598.0
"(n3:27227.57730282121701748,(n2:5715.52130277327523800,(n0:5348.64078851187696273,n1:5348.64078851187696273):366.88051426139827527):21512.05600004794177948);",112254.0
"(n3:27227.57730282121701748,(n2:5647.23038510788319400,(n0:5348.64078851187696273,n1:5348.64078851187696273):298.58959659600623127):21580.34691771333382349);",16514.0
"(n3:27227.57730282121701748,(n2:5647.23038510788319400,(n0:4306.53186407532302837,n1:4306.53186407532302837):1340.69852103256016562):21580.34691771333382349);",527.0
"(n3:27227.57730282121701748,(n2:5647.23038510788319400,(n0:4367.43321216128060769,n1:4367.43321216128060769):1279.79717294660167681):21580.34691771333382349);",28909.0
"(n3:25761.80096145779680228,(n2:5647.23038510788319400,(n0:4367.43321216128060769,n1:4367.43321216128060769):1279.79717294660167681):20114.57057634991360828);",14077.0
"(n3:25761.80096145779680228,(n0:5893.33966331761985202,(n2:5647.23038510788319400,n1:5647.23038510788319400):246.10927820973756752):19868.46129814017695026);",8672.0
"(n3:27227.57730282121701748,(n0:5893.33966331761985202,(n2:5647.23038510788319400,n1:5647.23038510788319400):246.10927820973756752):21334.23763950359716546);",10175.0
"(n3:27227.57730282121701748,(n2:5977.07180777244047931,(n0:5893.33966331761985202,n1:5893.33966331761985202):83.73214445481971779):21250.50549504877562867);",14698.0
"(n3:27227.57730282121701748,(n2:5977.07180777244047931,(n0:5974.00410445826310024,n1:5974.00410445826310024):3.06770331417737907):21250.50549504877562867);",7491.0
"(n3:27227.57730282121701748,(n1:8130.34276623700679920,(n2:5977.07180777244047931,n0:5977.07180777243956982):2153.27095846456722938):19097.23453658420839929);",11068.0
"(n3:27227.57730282121701748,(n1:8130.34276623700679920,(n0:5740.28583965845609782,n2:5740.28583965845700732):2390.05692657855070138):19097.23453658420839929);",22082.0
"(n3:32173.12125551254575839,(n1:8130.34276623700679920,(n0:5740.28583965845609782,n2:5740.28583965845700732):2390.05692657855070138):24042.77848927553714020);",23292.0
"(n3:32173.12125551254575839,(n0:5740.28583965845609782,(n1:5279.45986376438850129,n2:5279.45986376438850129):460.82597589406850602):26432.83541585408966057);",13373.0
"(n3:31150.52405355265727849,(n0:5740.28583965845609782,(n1:5279.45986376438850129,n2:5279.45986376438850129):460.82597589406850602):25410.23821389420118066);",9069.0
"(n3:25699.35742630518507212,(n0:5740.28583965845609782,(n1:5279.45986376438850129,n2:5279.45986376438850129):460.82597589406850602):19959.07158664672897430);",6581.0
"(n3:25699.35742630518507212,(n2:5740.28583965845700732,(n0:4147.44155848893933580,n1:4147.44155848893933580):1592.84428116951767151):19959.07158664672897430);",19985.0
"(n3:25699.35742630518507212,(n2:5771.31017403269834176,(n0:4147.44155848893933580,n1:4147.44155848893933580):1623.86861554375900596):19928.04725227248854935);",80260.0
"(n3:30967.15820355717369239,(n2:5771.31017403269834176,(n0:4147.44155848893933580,n1:4147.44155848893933580):1623.86861554375900596):25195.84802952447353164);",5474.0
"(n3:30967.15820355717369239,(n2:8130.34276623700770870,(n0:4147.44155848893933580,n1:4147.44155848893933580):3982.90120774806837289):22836.81543732016507420);",3395.0
"(n3:31526.05599715198331978,(n2:8130.34276623700770870,(n0:4147.44155848893933580,n1:4147.44155848893933580):3982.90120774806837289):23395.71323091497470159);",22258.0
"(n3:31526.05599715198331978,(n2:8130.34276623700770870,(n0:4480.05195354841998778,n1:4480.05195354841998778):3650.29081268858681142):23395.71323091497470159);",18222.0
"(n3:31526.05599715198331978,(n2:6617.68626670800313150,(n0:4480.05195354841998778,n1:4480.05195354841998778):2137.63431315958223422):24908.36973044398109778);",2795.0
"(n3:31526.05599715198331978,(n2:6617.68626670800313150,(n0:5715.52130277327523800,n1:5715.52130277327523800):902.16496393472789350):24908.36973044398109778);",14968.0
"(n3:26734.31613774757715873,(n2:6617.68626670800313150,(n0:5715.52130277327523800,n1:5715.52130277327523800):902.16496393472789350):20116.62987103957493673);",15058.0
"(n3:26734.31613774757715873,(n2:6617.68626670800313150,(n0:4480.05195354841998778,n1:4480.05195354841998778):2137.63431315958223422):20116.62987103957493673);",1016.0
"(n3:26734.31613774757715873,(n2:5715.52130277327523800,(n0:4480.05195354841998778,n1:4480.05195354841998778):1235.46934922485434072):21018.79483497430192074);",3891.0
"(n3:26734.31613774757715873,(n2:6617.68626670800313150,(n0:4480.05195354841998778,n1:4480.05195354841998778):2137.63431315958223422):20116.62987103957493673);",4168.0
"(n3:25181.64839914744516136,(n2:6617.68626670800313150,(n0:4480.05195354841998778,n1:4480.05195354841998778):2137.63431315958223422):18563.96213243944293936);",22553.0
"(n3:25181.64839914744516136,(n2:7779.68396951231534331,(n0:4480.05195354841998778,n1:4480.05195354841998778):3299.63201596389444603):17401.96442963512890856);",22836.0
"(n3:25181.64839914744516136,(n2:7779.68396951231534331,(n0:5715.52130277327523800,n1:5715.52130277327523800):2064.16266673904010531):17401.96442963512890856);",21704.0
"(n3:25181.64839914744516136,(n2:7779.68396951231534331,(n0:5542.88017949651839444,n1:5542.88017949651839444):2236.80379001579603937):17401.96442963512890856);",25886.0
"(n3:26734.31613774757715873,(n2:7779.68396951231534331,(n0:5542.88017949651839444,n1:5542.88017949651839444):2236.80379001579603937):18954.63216823526090593);",1613.0
"(n3:26734.31613774757715873,(n2:6753.61766875390912901,(n0:5542.88017949651839444,n1:5542.88017949651839444):1210.73748925738982507):19980.69846899366893922);",1671.0
"(n3:28422.47445817396146595,(n2:6753.61766875390912901,(n0:5542.88017949651839444,n1:5542.88017949651839444):1210.73748925738982507):21668.85678942005324643);",13386.0
"(n3:28422.47445817396146595,(n2:6753.61766875390912901,(n0:5715.52130277327523800,n1:5715.52130277327523800):1038.09636598063389101):21668.85678942005324643);",26887.0
"(n3:27936.12062276146752993,(n2:6753.61766875390912901,(n0:5715.52130277327523800,n1:5715.52130277327523800):1038.09636598063389101):21182.50295400755931041);",4870.0
"(n3:31115.22265126491038245,(n2:6753.61766875390912901,(n0:5715.52130277327523800,n1:5715.52130277327523800):1038.09636598063389101):24361.60498251100216294);",16923.0
"(n3:31115.22265126491038245,(n2:6753.61766875390912901,(n0:5727.69951416175354098,n1:5727.69951416175354098):1025.91815459215467854):24361.60498251100216294);",249.0
"(n3:29493.80566282493236940,(n2:6753.61766875390912901,(n0:5727.69951416175354098,n1:5727.69951416175354098):1025.91815459215467854):22740.18799407102414989);",668.0
"(n3:27227.57730282121701748,(n2:6753.61766875390912901,(n0:5727.69951416175354098,n1:5727.69951416175354098):1025.91815459215467854):20473.95963406730879797);",14491.0
"(n3:27227.57730282121701748,(n1:6753.61766875390821951,(n0:5279.45986376438850129,n2:5279.45986376438850129):1474.15780498952062771):20473.95963406730879797);",6680.0
"(n3:26551.58315749378380133,(n1:6753.61766875390821951,(n0:5279.45986376438850129,n2:5279.45986376438850129):1474.15780498952062771):19797.96548873987558181);",2926.0
"(n3:27227.57730282121701748,(n1:6753.61766875390821951,(n0:5279.45986376438850129,n2:5279.45986376438850129):1474.15780498952062771):20473.95963406730879797);",2664.0
"(n3:27227.57730282121701748,(n2:6753.61766875390912901,(n0:5727.69951416175354098,n1:5727.69951416175354098):1025.91815459215467854):20473.95963406730879797);",11986.0
"(n3:27736.88683483769273153,(n2:6753.61766875390912901,(n0:5727.69951416175354098,n1:5727.69951416175354098):1025.91815459215467854):20983.26916608378451201);",7159.0
"(n3:27736.88683483769273153,(n2:7844.85235787181318301,(n0:5727.69951416175354098,n1:5727.69951416175354098):2117.15284371005873254):19892.03447696588045801);",2720.0
"(n3:28470.12000065322354203,(n2:7844.85235787181318301,(n0:5727.69951416175354098,n1:5727.69951416175354098):2117.15284371005873254):20625.26764278141126852);",24338.0
"(n3:28470.12000065322354203,(n1:7844.85235787181227352,(n0:5279.45986376438850129,n2:5279.45986376438850129):2565.39249410742468172):20625.26764278141126852);",2576.0
