tree,len
"(n3:25665.09231218897548388,(n2:5297.08843805263586546,(n0:4665.72046470147870423,n1:4665.72046470147870423):631.36797335115716123):20368.00387413633870892);",3840.0
"(n3:25665.09231218897548388,(n2:6021.95046760789409745,(n0:4665.72046470147870423,n1:4665.72046470147870423):1356.23000290641539323):19643.14184458108138642);",14047.0
"(n3:25665.09231218897548388,(n2:6021.95046760789409745,(n0:5411.66884343665515189,n1:5411.66884343665515189):610.28162417123803607):19643.14184458108138642);",24209.0
"(n3:25665.09231218897548388,(n2:6021.95046760789409745,(n0:4021.85792363702466901,n1:4021.85792363702466901):2000.09254397086897370):19643.14184458108138642);",34414.0
"(n3:25665.09231218897548388,(n2:5892.21370248453422391,(n0:4021.85792363702466901,n1:4021.85792363702466901):1870.35577884750910016):19772.87860970444307895);",19470.0
"(n3:27566.21496785642011673,(n2:5892.21370248453422391,(n0:4021.85792363702466901,n1:4021.85792363702466901):1870.35577884750910016):21674.00126537188771181);",32266.0
"(n3:27566.21496785642011673,(n0:5892.21370248453422391,(n1:5411.66884343665515189,n2:5411.66884343665606139):480.54485904787816253):21674.00126537188771181);",10900.0
"(n3:27566.21496785642011673,(n0:5892.21370248453422391,(n1:5756.18890897616620350,n2:5756.18890897616711300):136.02479350836711092):21674.00126537188771181);",2393.0
"(n3:27566.21496785642011673,(n2:5756.18890897616711300,(n0:4294.35146306595197530,n1:4294.35146306595197530):1461.83744591021422821):21810.02605888025209424);",8778.0
"(n3:27566.21496785642011673,(n2:6021.95046760789409745,(n0:4294.35146306595197530,n1:4294.35146306595197530):1727.59900454194121266):21544.26450024852601928);",11825.0
"(n3:28361.94720222585601732,(n2:6021.95046760789409745,(n0:4294.35146306595197530,n1:4294.35146306595197530):1727.59900454194121266):22339.99673461796191987);",7481.0
"(n3:26151.19259588733257260,(n2:6021.95046760789409745,(n0:4294.35146306595197530,n1:4294.35146306595197530):1727.59900454194121266):20129.24212827943847515);",730.0
"(n3:26151.19259588733257260,(n2:6021.95046760789409745,(n0:4345.64121514284306613,n1:4345.64121514284306613):1676.30925246505012183):20129.24212827943847515);",42822.0
"(n3:26151.19259588733257260,(n2:6021.95046760789409745,(n0:5892.21370248453422391,n1:5892.21370248453422391):129.73676512335987354):20129.24212827943847515);",5420.0
"(n3:28361.94720222585601732,(n2:6021.95046760789409745,(n0:5892.21370248453422391,n1:5892.21370248453422391):129.73676512335987354):22339.99673461796191987);",6841.0
"(n3:28361.94720222585601732,(n2:6021.95046760789409745,(n0:5856.77093538960616570,n1:5856.77093538960616570):165.17953221828702226):22339.99673461796191987);",13517.0
"(n3:28361.94720222585601732,(n1:9239.15270967551805370,(n2:6021.95046760789409745,n0:6021.95046760789409745):3217.20224206762395625):19122.79449255033978261);",13791.0
"(n3:28361.94720222585601732,(n2:9239.15270967551805370,(n0:4382.71029648039257154,n1:4382.71029648039257154):4856.44241319512457267):19122.79449255033978261);",2165.0
