tree,len
"(n3:31873.35240800941755879,(n0:6924.31609491848030302,(n1:5530.82700860800832743,n2:5530.82700860800832743):1393.48908631047288509):24949.03631309093543678);",40171.0
"(n3:25829.68680069573383662,(n0:6924.31609491848030302,(n1:5530.82700860800832743,n2:5530.82700860800832743):1393.48908631047288509):18905.37070577725171461);",8504.0
"(n3:25829.68680069573383662,(n1:6924.31609491848030302,(n0:5692.07038695557821484,n2:5692.07038695557821484):1232.24570796290299768):18905.37070577725171461);",3248.0
"(n3:30404.11974568280857056,(n1:6924.31609491848030302,(n0:5692.07038695557821484,n2:5692.07038695557821484):1232.24570796290299768):23479.80365076432644855);",11549.0
"(n3:30404.11974568280857056,(n0:6924.31609491848030302,(n1:5530.82700860800832743,n2:5530.82700860800832743):1393.48908631047288509):23479.80365076432644855);",10685.0
"(n3:31704.44752971271736897,(n0:6924.31609491848030302,(n1:5530.82700860800832743,n2:5530.82700860800832743):1393.48908631047288509):24780.13143479423524695);",33535.0
"(n3:31704.44752971271736897,(n0:6924.31609491848030302,(n1:5210.12023792864783900,n2:5210.12023792864783900):1714.19585698983337352):24780.13143479423524695);",3718.0
"(n3:31704.44752971271736897,(n0:6924.31609491848030302,(n1:5442.57475443133807858,n2:5442.57475443133807858):1481.74134048714313394):24780.13143479423524695);",9523.0
"(n3:25361.49589392437701463,(n0:6924.31609491848030302,(n1:5442.57475443133807858,n2:5442.57475443133807858):1481.74134048714313394):18437.17979900589489262);",11616.0
"(n3:25361.49589392437701463,(n0:6924.31609491848030302,(n1:5210.12023792864783900,n2:5210.12023792864783900):1714.19585698983337352):18437.17979900589489262);",5030.0
"(n3:25361.49589392437701463,(n0:8062.59968974583898671,(n1:5210.12023792864783900,n2:5210.12023792864783900):2852.47945181719205721):17298.89620417853802792);",22805.0
"(n3:25361.49589392437701463,(n0:7654.76074521376722259,(n1:5210.12023792864783900,n2:5210.12023792864783900):2444.64050728511938360):17706.73514871060979203);",4204.0
"(n3:25361.49589392437701463,(n0:7107.11985390062909573,(n1:5210.12023792864783900,n2:5210.12023792864783900):1896.99961597198216623):18254.37604002374791889);",9824.0
"(n3:25829.68680069573383662,(n0:7107.11985390062909573,(n1:5210.12023792864783900,n2:5210.12023792864783900):1896.99961597198216623):18722.56694679510474089);",8609.0
"(n3:32028.94114400317994296,(n0:7107.11985390062909573,(n1:5210.12023792864783900,n2:5210.12023792864783900):1896.99961597198216623):24921.82129010255084722);",8659.0
"(n3:26496.45991945206333185,(n0:7107.11985390062909573,(n1:5210.12023792864783900,n2:5210.12023792864783900):1896.99961597198216623):19389.34006555143423611);",20547.0
"(n3:26496.45991945206333185,(n0:7513.75860526034011855,(n1:5210.12023792864783900,n2:5210.12023792864783900):2303.63836733169318904):18982.70131419172321330);",7159.0
"(n3:25361.49589392437701463,(n0:7513.75860526034011855,(n1:5210.12023792864783900,n2:5210.12023792864783900):2303.63836733169318904):17847.73728866403689608);",34128.0
"(n3:25361.49589392437701463,(n0:6874.98705007968783320,(n1:5210.12023792864783900,n2:5210.12023792864783900):1664.86681215104090370):18486.50884384468736243);",16066.0
"(n3:26496.45991945206333185,(n0:6874.98705007968783320,(n1:5210.12023792864783900,n2:5210.12023792864783900):1664.86681215104090370):19621.47286937237367965);",12211.0
