tree,len
"(n3:25215.16398657669560635,(n2:5347.05797815416372032,(n0:4154.67173100383479323,n1:4154.67173100383479323):1192.38624715032892709):19868.10600842253188603);",5652.0
"(n3:25763.54576257720327703,(n2:5347.05797815416372032,(n0:4154.67173100383479323,n1:4154.67173100383479323):1192.38624715032892709):20416.48778442303955671);",40754.0
"(n3:25763.54576257720327703,(n2:6964.44499030081351520,(n0:4154.67173100383479323,n1:4154.67173100383479323):2809.77325929697872198):18799.10077227638976183);",5404.0
"(n3:25763.54576257720327703,(n2:5347.05797815416372032,(n0:4154.67173100383479323,n1:4154.67173100383479323):1192.38624715032892709):20416.48778442303955671);",39775.0
"(n3:25763.54576257720327703,(n0:6964.44499030081351520,(n2:5347.05797815416372032,n1:5347.05797815416372032):1617.38701214664979489):18799.10077227638976183);",5306.0
"(n3:25763.54576257720327703,(n0:6964.44499030081351520,(n1:5438.68463337642788247,n2:5438.68463337642879196):1525.76035692438472324):18799.10077227638976183);",12027.0
"(n3:25763.54576257720327703,(n0:6336.88747964630238130,(n1:5438.68463337642788247,n2:5438.68463337642879196):898.20284626987449883):19426.65828293090089574);",13637.0
"(n3:25763.54576257720327703,(n0:6964.44499030081351520,(n1:5438.68463337642788247,n2:5438.68463337642879196):1525.76035692438472324):18799.10077227638976183);",17985.0
"(n3:25763.54576257720327703,(n2:6964.44499030081351520,(n0:5597.33769729716732400,n1:5597.33769729716732400):1367.10729300364619121):18799.10077227638976183);",7033.0
"(n3:25763.54576257720327703,(n0:5597.33769729716732400,(n1:5493.85093661747487204,n2:5493.85093661747578153):103.48676067969154246):20166.20806528003595304);",6931.0
"(n3:25763.54576257720327703,(n1:5493.85093661747487204,(n0:5257.24895972570811864,n2:5257.24895972570902813):236.60197689176675340):20269.69482595972658601);",1797.0
"(n3:25763.54576257720327703,(n2:5257.24895972570902813,(n0:4547.29303864671237534,n1:4547.29303864671237534):709.95592107899574330):20506.29680285149515839);",20178.0
"(n3:25763.54576257720327703,(n1:5597.33769729716732400,(n2:5257.24895972570902813,n0:5257.24895972570811864):340.08873757145829586):20166.20806528003595304);",2443.0
