tree,len
"(n3:27698.89943633058283012,(n2:5795.49087997212518530,(n0:4010.43838574123537910,n1:4010.43838574123537910):1785.05249423088935146):21903.40855635845946381);",24408.0
"(n3:27698.89943633058283012,(n2:5795.49087997212518530,(n0:4286.56514520742712193,n1:4286.56514520742712193):1508.92573476469715388):21903.40855635845946381);",25983.0
"(n3:27698.89943633058283012,(n2:5795.49087997212518530,(n0:4752.35135756618365122,n1:4752.35135756618365122):1043.13952240594062459):21903.40855635845946381);",3055.0
"(n3:27087.97201847682299558,(n2:5795.49087997212518530,(n0:4752.35135756618365122,n1:4752.35135756618365122):1043.13952240594062459):21292.48113850469962927);",1349.0
"(n3:27087.97201847682299558,(n0:6721.47955415953765623,(n2:5795.49087997212518530,n1:5795.49087997212518530):925.98867418741247093):20366.49246431728533935);",24522.0
"(n3:27698.89943633058283012,(n0:6721.47955415953765623,(n2:5795.49087997212518530,n1:5795.49087997212518530):925.98867418741247093):20977.41988217104517389);",15180.0
"(n3:27698.89943633058283012,(n0:6070.04099949271949299,(n2:5795.49087997212518530,n1:5795.49087997212518530):274.55011952059521718):21628.85843683786151814);",11431.0
"(n3:28991.51356030240276596,(n0:6070.04099949271949299,(n2:5795.49087997212518530,n1:5795.49087997212518530):274.55011952059521718):22921.47256080968145397);",4976.0
"(n3:28991.51356030240276596,(n0:6240.23273609149873664,(n2:5795.49087997212518530,n1:5795.49087997212518530):444.74185611937355134):22751.28082421090221033);",29070.0
"(n3:28991.51356030240276596,(n0:6240.23273609149873664,(n1:5350.14434834410712938,n2:5350.14434834410803887):890.08838774739069777):22751.28082421090221033);",568.0
"(n3:28532.29605651122255949,(n0:6240.23273609149873664,(n1:5350.14434834410712938,n2:5350.14434834410803887):890.08838774739069777):22292.06332041972200386);",9746.0
"(n3:28532.29605651122255949,(n0:6721.47955415953765623,(n1:5350.14434834410712938,n2:5350.14434834410803887):1371.33520581542961736):21810.81650235168490326);",14357.0
"(n3:28532.29605651122255949,(n2:6721.47955415953765623,(n0:5264.22734667762961180,n1:5264.22734667762961180):1457.25220748190713493):21810.81650235168490326);",8534.0
"(n3:28532.29605651122255949,(n2:6721.47955415953765623,(n0:4286.56514520742712193,n1:4286.56514520742712193):2434.91440895210962481):21810.81650235168490326);",162.0
"(n3:28532.29605651122255949,(n2:6464.40897694130489981,(n0:4286.56514520742712193,n1:4286.56514520742712193):2177.84383173387686838):22067.88707956991856918);",49135.0
