tree,len
"(n3:25641.45820077761527500,(n2:5483.45764829010568064,(n0:4903.19553132721739530,n1:4903.19553132721739530):580.26211696288828534):20158.00055248750868486);",2483.0
"(n3:25641.45820077761527500,(n2:5483.45764829010568064,(n0:4059.53421844469312418,n1:4059.53421844469312418):1423.92342984541210171):20158.00055248750868486);",39332.0
"(n3:26311.14393831329653040,(n2:5483.45764829010568064,(n0:4059.53421844469312418,n1:4059.53421844469312418):1423.92342984541210171):20827.68629002318994026);",6507.0
"(n3:26311.14393831329653040,(n2:6961.58410095329600153,(n0:4059.53421844469312418,n1:4059.53421844469312418):2902.04988250860242260):19349.55983736000052886);",6769.0
"(n3:25641.45820077761527500,(n2:6961.58410095329600153,(n0:4059.53421844469312418,n1:4059.53421844469312418):2902.04988250860242260):18679.87409982431927347);",533.0
"(n3:25641.45820077761527500,(n2:6824.93344685912688874,(n0:4059.53421844469312418,n1:4059.53421844469312418):2765.39922841443330981):18816.52475391848929576);",8084.0
"(n3:25641.45820077761527500,(n2:7092.43246009418271569,(n0:4059.53421844469312418,n1:4059.53421844469312418):3032.89824164948913676):18549.02574068343164981);",6159.0
"(n3:26311.14393831329653040,(n2:7092.43246009418271569,(n0:4059.53421844469312418,n1:4059.53421844469312418):3032.89824164948913676):19218.71147821911290521);",10939.0
"(n3:26311.14393831329653040,(n2:5887.26148522500261606,(n0:4059.53421844469312418,n1:4059.53421844469312418):1827.72726678030903713):20423.88245308829209534);",43852.0
"(n3:25564.72238486841524718,(n2:5887.26148522500261606,(n0:4059.53421844469312418,n1:4059.53421844469312418):1827.72726678030903713):19677.46089964341081213);",10432.0
"(n3:27117.75702096794339013,(n2:5887.26148522500261606,(n0:4059.53421844469312418,n1:4059.53421844469312418):1827.72726678030903713):21230.49553574294259306);",6304.0
"(n3:27117.75702096794339013,(n2:5887.26148522500261606,(n0:5692.81280174288258422,n1:5692.81280174288258422):194.44868348212003184):21230.49553574294259306);",42715.0
"(n3:27117.75702096794339013,(n2:7092.43246009418271569,(n0:5692.81280174288258422,n1:5692.81280174288258422):1399.61965835130013147):20025.32456087375976495);",1672.0
"(n3:27117.75702096794339013,(n2:6250.04643489013324142,(n0:5692.81280174288258422,n1:5692.81280174288258422):557.23363314725065720):20867.71058607781014871);",40221.0
"(n3:27117.75702096794339013,(n1:5692.81280174288258422,(n0:5497.38414661325623456,n2:5497.38414661325714405):195.42865512962544017):21424.94421922506080591);",1814.0
"(n3:25632.23561958065329236,(n1:5692.81280174288258422,(n0:5497.38414661325623456,n2:5497.38414661325714405):195.42865512962544017):19939.42281783777070814);",50317.0
"(n3:25632.23561958065329236,(n1:6250.04643489013324142,(n0:5497.38414661325623456,n2:5497.38414661325714405):752.66228827687609737):19382.18918469052005094);",4413.0
"(n3:25463.86040917554782936,(n1:6250.04643489013324142,(n0:5497.38414661325623456,n2:5497.38414661325714405):752.66228827687609737):19213.81397428541458794);",34150.0
"(n3:25463.86040917554782936,(n2:5497.38414661325714405,(n0:4209.43445744907330663,n1:4209.43445744907330663):1287.94968916418383742):19966.47626256228977581);",22729.0
"(n3:25463.86040917554782936,(n0:6250.04643489013324142,(n2:5497.38414661325714405,n1:5497.38414661325623456):752.66228827687609737):19213.81397428541458794);",822.0
"(n3:25463.86040917554782936,(n2:5497.38414661325714405,(n0:4209.43445744907330663,n1:4209.43445744907330663):1287.94968916418383742):19966.47626256228977581);",51890.0
"(n3:25463.86040917554782936,(n2:11510.45470500827650540,(n0:4209.43445744907330663,n1:4209.43445744907330663):7301.02024755920319876):13953.40570416727132397);",22582.0
"(n3:25463.86040917554782936,(n2:5375.00143510430370952,(n0:4209.43445744907330663,n1:4209.43445744907330663):1165.56697765523040289):20088.85897407124502934);",28557.0
"(n3:25694.78156174519608612,(n2:5375.00143510430370952,(n0:4209.43445744907330663,n1:4209.43445744907330663):1165.56697765523040289):20319.78012664089328609);",82846.0
"(n3:25694.78156174519608612,(n2:5375.00143510430370952,(n0:5024.48220188919185603,n1:5024.48220188919185603):350.51923321511094400):20319.78012664089328609);",10990.0
"(n3:25694.78156174519608612,(n1:5754.55711232090288831,(n2:5375.00143510430370952,n0:5375.00143510430280003):379.55567721659917879):19940.22444942429137882);",43178.0
"(n3:25694.78156174519608612,(n1:5754.55711232090288831,(n0:5541.37425954060927324,n2:5541.37425954061018274):213.18285278029270557):19940.22444942429137882);",6802.0
"(n3:25694.78156174519608612,(n1:6608.74048627201409545,(n0:5541.37425954060927324,n2:5541.37425954061018274):1067.36622673140482220):19086.04107547318199067);",64176.0
"(n3:25694.78156174519608612,(n0:6608.74048627201409545,(n1:5605.31727572938871162,n2:5605.31727572938871162):1003.42321054262629332):19086.04107547318199067);",50127.0
"(n3:26525.54243266057164874,(n0:6608.74048627201409545,(n1:5605.31727572938871162,n2:5605.31727572938871162):1003.42321054262629332):19916.80194638855755329);",9772.0
"(n3:26525.54243266057164874,(n2:5605.31727572938871162,(n0:4059.53421844469312418,n1:4059.53421844469312418):1545.78305728469513269):20920.22515693118475610);",60497.0
"(n3:26525.54243266057164874,(n2:5483.45764829010568064,(n0:4059.53421844469312418,n1:4059.53421844469312418):1423.92342984541210171):21042.08478437046505860);",16631.0
"(n3:28475.18065962175023742,(n2:5483.45764829010568064,(n0:4059.53421844469312418,n1:4059.53421844469312418):1423.92342984541210171):22991.72301133164364728);",16453.0
"(n3:27016.98035314680237207,(n2:5483.45764829010568064,(n0:4059.53421844469312418,n1:4059.53421844469312418):1423.92342984541210171):21533.52270485669578193);",29116.0
"(n3:27466.91547749111487065,(n2:5483.45764829010568064,(n0:4059.53421844469312418,n1:4059.53421844469312418):1423.92342984541210171):21983.45782920100828051);",49451.0
"(n3:27466.91547749111487065,(n2:6106.23671138891040755,(n0:4059.53421844469312418,n1:4059.53421844469312418):2046.70249294421682862):21360.67876610220264411);",94636.0
"(n3:25879.06392034980672179,(n2:6106.23671138891040755,(n0:4059.53421844469312418,n1:4059.53421844469312418):2046.70249294421682862):19772.82720896089449525);",1595.0
"(n3:25879.06392034980672179,(n2:5754.55711232090288831,(n0:4059.53421844469312418,n1:4059.53421844469312418):1695.02289387620930938):20124.50680802890565246);",26740.0
"(n3:25632.23561958065329236,(n2:5754.55711232090288831,(n0:4059.53421844469312418,n1:4059.53421844469312418):1695.02289387620930938):19877.67850725974858506);",11876.0
"(n3:25294.44663086073342129,(n2:5754.55711232090288831,(n0:4059.53421844469312418,n1:4059.53421844469312418):1695.02289387620930938):19539.88951853982871398);",3698.0
"(n3:25294.44663086073342129,(n1:6106.23671138891040755,(n2:5754.55711232090288831,n0:5754.55711232090288831):351.67959906800751924):19188.20991947182483273);",4171.0
"(n3:25294.44663086073342129,(n1:6250.04643489013324142,(n2:5754.55711232090288831,n0:5754.55711232090288831):495.48932256923035311):19044.40019597060017986);",2565.0
"(n3:25294.44663086073342129,(n1:6250.04643489013324142,(n0:5319.66940226341284870,n2:5319.66940226341375819):930.37703262671948323):19044.40019597060017986);",26852.0
"(n3:25879.06392034980672179,(n1:6250.04643489013324142,(n0:5319.66940226341284870,n2:5319.66940226341375819):930.37703262671948323):19629.01748545967348036);",23636.0
"(n3:26525.54243266057164874,(n1:6250.04643489013324142,(n0:5319.66940226341284870,n2:5319.66940226341375819):930.37703262671948323):20275.49599777043840731);",2475.0
