tree,len
"(n3:28372.17073798038836685,(n2:5296.16162504922886001,(n0:4618.46203460113974870,n1:4618.46203460113974870):677.69959044808911131):23076.00911293115859735);",27146.0
"(n3:25470.16940108470589621,(n2:5296.16162504922886001,(n0:4618.46203460113974870,n1:4618.46203460113974870):677.69959044808911131):20174.00777603547612671);",9744.0
"(n3:25470.16940108470589621,(n0:7260.04004760496900417,(n2:5296.16162504922886001,n1:5296.16162504922795051):1963.87842255574105366):18210.12935347973689204);",30178.0
"(n3:25470.16940108470589621,(n0:11880.53548265179233567,(n2:5296.16162504922886001,n1:5296.16162504922795051):6584.37385760256347567):13589.63391843291356054);",11063.0
"(n3:28166.92750984049052931,(n0:11880.53548265179233567,(n2:5296.16162504922886001,n1:5296.16162504922795051):6584.37385760256347567):16286.39202718869819364);",4220.0
"(n3:28166.92750984049052931,(n2:11880.53548265179233567,(n0:5273.94889973508361436,n1:5273.94889973508361436):6606.58658291670872131):16286.39202718869819364);",9762.0
"(n3:27251.79393534969858592,(n2:11880.53548265179233567,(n0:5273.94889973508361436,n1:5273.94889973508361436):6606.58658291670872131):15371.25845269790625025);",19660.0
"(n3:27251.79393534969858592,(n2:5301.76719492758547858,(n0:5273.94889973508361436,n1:5273.94889973508361436):27.81829519250186422):21950.02674042211219785);",424.0
"(n3:28166.92750984049052931,(n2:5301.76719492758547858,(n0:5273.94889973508361436,n1:5273.94889973508361436):27.81829519250186422):22865.16031491290414124);",40091.0
"(n3:26602.88929103412738186,(n2:5301.76719492758547858,(n0:5273.94889973508361436,n1:5273.94889973508361436):27.81829519250186422):21301.12209610654099379);",51673.0
"(n3:26602.88929103412738186,(n2:5301.76719492758547858,(n0:4126.60581933763023699,n1:4126.60581933763023699):1175.16137558995524159):21301.12209610654099379);",20271.0
"(n3:26602.88929103412738186,(n0:5882.76052975605125539,(n2:5301.76719492758547858,n1:5301.76719492758456909):580.99333482846668630):20720.12876127807612647);",1477.0
"(n3:26602.88929103412738186,(n2:9710.43596061120115337,(n0:5882.76052975605125539,n1:5882.76052975605125539):3827.67543085514898848):16892.45333042292622849);",42191.0
"(n3:26602.88929103412738186,(n2:9551.45750129228872538,(n0:5882.76052975605125539,n1:5882.76052975605125539):3668.69697153623656050):17051.43178974183683749);",8430.0
"(n3:25470.16940108470589621,(n2:9551.45750129228872538,(n0:5882.76052975605125539,n1:5882.76052975605125539):3668.69697153623656050):15918.71189979241717083);",31175.0
"(n3:25470.16940108470589621,(n0:5882.76052975605125539,(n1:5273.94889973508361436,n2:5273.94889973508361436):608.81163002096855053):19587.40887132865464082);",11393.0
"(n3:26602.88929103412738186,(n0:5882.76052975605125539,(n1:5273.94889973508361436,n2:5273.94889973508361436):608.81163002096855053):20720.12876127807612647);",47764.0
"(n3:25838.89917040680666105,(n0:5882.76052975605125539,(n1:5273.94889973508361436,n2:5273.94889973508361436):608.81163002096855053):19956.13864065075540566);",15519.0
"(n3:25838.89917040680666105,(n0:5882.76052975605125539,(n1:5238.07273386567612761,n2:5238.07273386567703710):644.68779589037512778):19956.13864065075540566);",34417.0
"(n3:25838.89917040680666105,(n0:5882.76052975605125539,(n1:5251.59233607872556604,n2:5251.59233607872647553):631.16819367732568935):19956.13864065075540566);",26083.0
"(n3:27067.01546133150259266,(n0:5882.76052975605125539,(n1:5251.59233607872556604,n2:5251.59233607872647553):631.16819367732568935):21184.25493157545133727);",1348.0
"(n3:27067.01546133150259266,(n0:5273.94889973508361436,(n1:5251.59233607872556604,n2:5251.59233607872647553):22.35656365635713883):21793.06656159641715931);",4217.0
"(n3:27067.01546133150259266,(n0:5273.94889973508361436,(n1:5238.07273386567612761,n2:5238.07273386567703710):35.87616586940657726):21793.06656159641715931);",9902.0
"(n3:29898.24413588855531998,(n0:5273.94889973508361436,(n1:5238.07273386567612761,n2:5238.07273386567703710):35.87616586940657726):24624.29523615346988663);",41790.0
"(n3:29898.24413588855531998,(n2:5238.07273386567703710,(n0:4801.45504471000276681,n1:4801.45504471000276681):436.61768915567336080):24660.17140202287919237);",22104.0
"(n3:28794.97792579845190630,(n2:5238.07273386567703710,(n0:4801.45504471000276681,n1:4801.45504471000276681):436.61768915567336080):23556.90519193277577870);",9362.0
"(n3:28794.97792579845190630,(n2:5238.07273386567703710,(n0:4928.01239156394512975,n1:4928.01239156394512975):310.06034230173099786):23556.90519193277577870);",9958.0
"(n3:25838.89917040680666105,(n2:5238.07273386567703710,(n0:4928.01239156394512975,n1:4928.01239156394512975):310.06034230173099786):20600.82643654113053344);",453.0
"(n3:25838.89917040680666105,(n2:5264.54656285286455386,(n0:4928.01239156394512975,n1:4928.01239156394512975):336.53417128891851462):20574.35260755394119769);",6957.0
"(n3:25838.89917040680666105,(n2:5264.54656285286455386,(n0:4801.45504471000276681,n1:4801.45504471000276681):463.09151814286087756):20574.35260755394119769);",68070.0
"(n3:28794.97792579845190630,(n2:5264.54656285286455386,(n0:4801.45504471000276681,n1:4801.45504471000276681):463.09151814286087756):23530.43136294558644295);",46096.0
"(n3:25286.42961707165886764,(n2:5264.54656285286455386,(n0:4801.45504471000276681,n1:4801.45504471000276681):463.09151814286087756):20021.88305421879340429);",7795.0
"(n3:28794.97792579845190630,(n2:5264.54656285286455386,(n0:4801.45504471000276681,n1:4801.45504471000276681):463.09151814286087756):23530.43136294558644295);",19232.0
"(n3:28794.97792579845190630,(n2:5455.15901425139327330,(n0:4801.45504471000276681,n1:4801.45504471000276681):653.70396954138959700):23339.81891154705954250);",9945.0
