tree,len
"(n3:29735.86123318823956652,(n1:8808.71031074763959623,(n0:5238.64367242951993831,n2:5238.64367242951993831):3570.06663831811965792):20927.15092244059997029);",3156.0
"(n3:28392.73852573287513223,(n1:8808.71031074763959623,(n0:5238.64367242951993831,n2:5238.64367242951993831):3570.06663831811965792):19584.02821498523553601);",14906.0
"(n3:28392.73852573287513223,(n0:8808.71031074763959623,(n1:6252.42960405376470590,n2:6252.42960405376470590):2556.28070669387489033):19584.02821498523553601);",2681.0
"(n3:28392.73852573287513223,(n2:8808.71031074763959623,(n0:4470.93846586805739207,n1:4470.93846586805739207):4337.77184487958129466):19584.02821498523553601);",11961.0
"(n3:28392.73852573287513223,(n2:6252.42960405376470590,(n0:4470.93846586805739207,n1:4470.93846586805739207):1781.49113818570640433):22140.30892167911224533);",642.0
"(n3:26116.58331594444098300,(n2:6252.42960405376470590,(n0:4470.93846586805739207,n1:4470.93846586805739207):1781.49113818570640433):19864.15371189067809610);",79990.0
"(n3:26116.58331594444098300,(n2:6252.42960405376470590,(n0:5096.69459610609010269,n1:5096.69459610609010269):1155.73500794767369371):19864.15371189067809610);",5862.0
"(n3:26116.58331594444098300,(n2:6982.56257467581326637,(n0:5096.69459610609010269,n1:5096.69459610609010269):1885.86797856972225418):19134.02074126862862613);",8815.0
"(n3:26116.58331594444098300,(n2:6982.56257467581326637,(n0:4470.93846586805739207,n1:4470.93846586805739207):2511.62410880775496480):19134.02074126862862613);",106057.0
"(n3:26116.58331594444098300,(n2:6982.56257467581326637,(n0:4239.16382580868230434,n1:4239.16382580868230434):2743.39874886713096203):19134.02074126862862613);",7987.0
"(n3:25477.61083675891495659,(n2:6982.56257467581326637,(n0:4239.16382580868230434,n1:4239.16382580868230434):2743.39874886713096203):18495.04826208310259972);",17771.0
"(n3:26116.58331594444098300,(n2:6982.56257467581326637,(n0:4239.16382580868230434,n1:4239.16382580868230434):2743.39874886713096203):19134.02074126862862613);",14747.0
"(n3:26790.96167998078453820,(n2:6982.56257467581326637,(n0:4239.16382580868230434,n1:4239.16382580868230434):2743.39874886713096203):19808.39910530497218133);",5735.0
"(n3:26002.53895879534684354,(n2:6982.56257467581326637,(n0:4239.16382580868230434,n1:4239.16382580868230434):2743.39874886713096203):19019.97638411953448667);",40099.0
"(n3:25710.12481479824418784,(n2:6982.56257467581326637,(n0:4239.16382580868230434,n1:4239.16382580868230434):2743.39874886713096203):18727.56224012243183097);",5405.0
"(n3:25710.12481479824418784,(n2:6570.17158324910724332,(n0:4239.16382580868230434,n1:4239.16382580868230434):2331.00775744042493898):19139.95323154913785402);",24962.0
"(n3:25710.12481479824418784,(n2:5821.07763936118226411,(n0:4239.16382580868230434,n1:4239.16382580868230434):1581.91381355249995977):19889.04717543706283323);",20247.0
"(n3:26002.53895879534684354,(n2:5821.07763936118226411,(n0:4239.16382580868230434,n1:4239.16382580868230434):1581.91381355249995977):20181.46131943416548893);",32823.0
"(n3:26790.96167998078453820,(n2:5821.07763936118226411,(n0:4239.16382580868230434,n1:4239.16382580868230434):1581.91381355249995977):20969.88404061960318359);",2276.0
"(n3:29240.08907868630194571,(n2:5821.07763936118226411,(n0:4239.16382580868230434,n1:4239.16382580868230434):1581.91381355249995977):23419.01143932512059109);",12944.0
"(n3:29240.08907868630194571,(n0:5821.07763936118135462,(n1:5238.64367242951993831,n2:5238.64367242951993831):582.43396693166232581):23419.01143932512059109);",20544.0
"(n3:29026.14515928908804199,(n0:5821.07763936118135462,(n1:5238.64367242951993831,n2:5238.64367242951993831):582.43396693166232581):23205.06751992790668737);",6113.0
"(n3:25949.43174994687433355,(n0:5821.07763936118135462,(n1:5238.64367242951993831,n2:5238.64367242951993831):582.43396693166232581):20128.35411058569297893);",1978.0
"(n3:26816.20830709682559245,(n0:5821.07763936118135462,(n1:5238.64367242951993831,n2:5238.64367242951993831):582.43396693166232581):20995.13066773564423784);",1242.0
"(n3:26816.20830709682559245,(n0:6570.17158324910633382,(n1:5238.64367242951993831,n2:5238.64367242951993831):1331.52791081958730501):20246.03672384771925863);",102050.0
"(n3:26816.20830709682559245,(n0:10728.92456477040286700,(n1:5238.64367242951993831,n2:5238.64367242951993831):5490.28089234088292869):16087.28374232642272545);",31960.0
"(n3:26816.20830709682559245,(n1:10728.92456477040286700,(n0:5640.94374334116946557,n2:5640.94374334117037506):5087.98082142923249194):16087.28374232642272545);",2910.0
"(n3:26816.20830709682559245,(n1:11338.18173222192672256,(n0:5640.94374334116946557,n2:5640.94374334117037506):5697.23798888075634750):15478.02657487489886989);",5044.0
"(n3:26816.20830709682559245,(n1:6570.17158324910633382,(n0:5640.94374334116946557,n2:5640.94374334117037506):929.22783990793686826):20246.03672384771925863);",5414.0
"(n3:26816.20830709682559245,(n2:6570.17158324910724332,(n0:5123.04989202877732168,n1:5123.04989202877732168):1447.12169122032992163):20246.03672384771925863);",2896.0
"(n3:26965.94843101610968006,(n2:6570.17158324910724332,(n0:5123.04989202877732168,n1:5123.04989202877732168):1447.12169122032992163):20395.77684776700334623);",18420.0
"(n3:26634.82286746817408130,(n2:6570.17158324910724332,(n0:5123.04989202877732168,n1:5123.04989202877732168):1447.12169122032992163):20064.65128421906774747);",42694.0
"(n3:26002.53895879534684354,(n2:6570.17158324910724332,(n0:5123.04989202877732168,n1:5123.04989202877732168):1447.12169122032992163):19432.36737554624050972);",34309.0
"(n3:26002.53895879534684354,(n2:5238.64367242951993831,(n0:5123.04989202877732168,n1:5123.04989202877732168):115.59378040074261662):20763.89528636582690524);",9237.0
"(n3:25534.19901202959226794,(n2:5238.64367242951993831,(n0:5123.04989202877732168,n1:5123.04989202877732168):115.59378040074261662):20295.55533960007232963);",22686.0
"(n3:26002.53895879534684354,(n2:5238.64367242951993831,(n0:5123.04989202877732168,n1:5123.04989202877732168):115.59378040074261662):20763.89528636582690524);",51872.0
"(n3:25534.19901202959226794,(n2:5238.64367242951993831,(n0:5123.04989202877732168,n1:5123.04989202877732168):115.59378040074261662):20295.55533960007232963);",24037.0
"(n3:25534.19901202959226794,(n2:6570.17158324910724332,(n0:5123.04989202877732168,n1:5123.04989202877732168):1447.12169122032992163):18964.02742878048593411);",23897.0
"(n3:25534.19901202959226794,(n2:5238.64367242951993831,(n0:5123.04989202877732168,n1:5123.04989202877732168):115.59378040074261662):20295.55533960007232963);",34711.0
"(n3:25534.19901202959226794,(n1:5316.46380326727739885,(n2:5238.64367242951993831,n0:5238.64367242951993831):77.82013083775837003):20217.73520876231486909);",7246.0
"(n3:26002.53895879534684354,(n1:5316.46380326727739885,(n2:5238.64367242951993831,n0:5238.64367242951993831):77.82013083775837003):20686.07515552806944470);",84343.0
"(n3:25534.19901202959226794,(n1:5316.46380326727739885,(n2:5238.64367242951993831,n0:5238.64367242951993831):77.82013083775837003):20217.73520876231486909);",12985.0
"(n3:26002.53895879534684354,(n1:5316.46380326727739885,(n2:5238.64367242951993831,n0:5238.64367242951993831):77.82013083775837003):20686.07515552806944470);",72594.0
"(n3:26001.76616091958567267,(n1:5316.46380326727739885,(n2:5238.64367242951993831,n0:5238.64367242951993831):77.82013083775837003):20685.30235765230827383);",7649.0
"(n3:26001.76616091958567267,(n2:5238.64367242951993831,(n0:5096.69459610609010269,n1:5096.69459610609010269):141.94907632342892612):20763.12248849006573437);",19785.0
"(n3:26001.76616091958567267,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20763.12248849006573437);",17897.0
"(n3:26002.53895879534684354,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20763.89528636582690524);",38902.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20808.24704074148758082);",12497.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:4146.97245332045895339,n1:4146.97245332045895339):1091.67121910906098492):20808.24704074148758082);",101718.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20808.24704074148758082);",2443.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:5096.69459610609010269,n1:5096.69459610609010269):141.94907632342892612):20808.24704074148758082);",9036.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20808.24704074148758082);",7680.0
"(n3:26046.89071317100751912,(n2:5316.46380326727830834,(n0:4751.61888544619978347,n1:4751.61888544619978347):564.84491782107852487):20730.42690990373012028);",14509.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20808.24704074148758082);",10694.0
"(n3:25534.19901202959226794,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20295.55533960007232963);",27567.0
"(n3:25534.19901202959226794,(n2:5316.46380326727830834,(n0:4751.61888544619978347,n1:4751.61888544619978347):564.84491782107852487):20217.73520876231486909);",18502.0
"(n3:27396.56935976430395385,(n2:5316.46380326727830834,(n0:4751.61888544619978347,n1:4751.61888544619978347):564.84491782107852487):22080.10555649702655501);",5193.0
"(n3:26046.89071317100751912,(n2:5316.46380326727830834,(n0:4751.61888544619978347,n1:4751.61888544619978347):564.84491782107852487):20730.42690990373012028);",17304.0
"(n3:26046.89071317100751912,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20808.24704074148758082);",10107.0
"(n3:26002.53895879534684354,(n2:5238.64367242951993831,(n0:4751.61888544619978347,n1:4751.61888544619978347):487.02478698332015483):20763.89528636582690524);",46676.0
"(n3:26002.53895879534684354,(n0:6982.56257467581235687,(n2:5238.64367242951993831,n1:5238.64367242951993831):1743.91890224629332806):19019.97638411953448667);",55465.0
"(n3:26002.53895879534684354,(n1:6982.56257467581235687,(n0:6362.52544646239221038,n2:6362.52544646239221038):620.03712821342105599):19019.97638411953448667);",5202.0
"(n3:26002.53895879534684354,(n2:6982.56257467581326637,(n0:4060.84535364723069506,n1:4060.84535364723069506):2921.71722102858211656):19019.97638411953448667);",26347.0
"(n3:26002.53895879534684354,(n2:6982.56257467581326637,(n0:5847.08685964068172325,n1:5847.08685964068172325):1135.47571503513063362):19019.97638411953448667);",21068.0
"(n3:25784.92900369623021106,(n2:6982.56257467581326637,(n0:5847.08685964068172325,n1:5847.08685964068172325):1135.47571503513063362):18802.36642902041785419);",18555.0
"(n3:25784.92900369623021106,(n0:5847.08685964068172325,(n1:5238.64367242951993831,n2:5238.64367242951993831):608.44318721116269444):19937.84214405554666882);",9973.0
"(n3:25700.42813472120542428,(n0:5847.08685964068172325,(n1:5238.64367242951993831,n2:5238.64367242951993831):608.44318721116269444):19853.34127508052188205);",1747.0
"(n3:25700.42813472120542428,(n2:6982.56257467581326637,(n0:5847.08685964068172325,n1:5847.08685964068172325):1135.47571503513063362):18717.86556004539306741);",14630.0
"(n3:25700.42813472120542428,(n0:6982.56257467581235687,(n1:6375.17895151035918389,n2:6375.17895151035918389):607.38362316545408248):18717.86556004539306741);",13308.0
"(n3:25700.42813472120542428,(n0:6982.56257467581235687,(n1:5647.59694064874747710,n2:5647.59694064874747710):1334.96563402706578927):18717.86556004539306741);",32634.0
