tree,len
"(n3:26948.97349046152885421,(n2:6008.52383800064762909,(n0:4576.33082854647909699,n1:4576.33082854647909699):1432.19300945416762261):20940.44965246088031563);",3708.0
"(n3:26948.97349046152885421,(n2:7334.11207651252243522,(n0:4576.33082854647909699,n1:4576.33082854647909699):2757.78124796604242874):19614.86141394900550949);",11461.0
"(n3:26948.97349046152885421,(n2:7334.11207651252243522,(n0:5212.85096430429439351,n1:5212.85096430429439351):2121.26111220822713221):19614.86141394900550949);",6205.0
"(n3:26948.97349046152885421,(n2:7334.11207651252243522,(n0:5796.10466224400624924,n1:5796.10466224400624924):1538.00741426851618598):19614.86141394900550949);",33837.0
"(n3:26948.97349046152885421,(n0:7334.11207651252152573,(n1:5176.86982298708790040,n2:5176.86982298708880990):2157.24225352543362533):19614.86141394900550949);",45636.0
"(n3:26948.97349046152885421,(n2:7334.11207651252243522,(n0:5796.88600734760802879,n1:5796.88600734760802879):1537.22606916491440643):19614.86141394900550949);",9522.0
"(n3:26657.68347223033924820,(n2:7334.11207651252243522,(n0:5796.88600734760802879,n1:5796.88600734760802879):1537.22606916491440643):19323.57139571781590348);",8973.0
"(n3:26948.97349046152885421,(n2:7334.11207651252243522,(n0:5796.88600734760802879,n1:5796.88600734760802879):1537.22606916491440643):19614.86141394900550949);",12200.0
"(n3:26177.05741424562074826,(n2:7334.11207651252243522,(n0:5796.88600734760802879,n1:5796.88600734760802879):1537.22606916491440643):18842.94533773309740354);",4159.0
"(n3:26177.05741424562074826,(n2:8250.10634109204511333,(n0:5796.88600734760802879,n1:5796.88600734760802879):2453.22033374443708453):17926.95107315357745392);",28985.0
"(n3:26177.05741424562074826,(n2:11940.79094530803195084,(n0:5796.88600734760802879,n1:5796.88600734760802879):6143.90493796042392205):14236.26646893758879742);",5064.0
"(n3:26177.05741424562074826,(n2:12026.59151390310580609,(n0:5796.88600734760802879,n1:5796.88600734760802879):6229.70550655549777730):14150.46590034251494217);",4815.0
