tree,len
"(n3:29272.00773983494582353,(n2:5651.41437810787010676,(n0:4584.45753262249490945,n1:4584.45753262249490945):1066.95684548537428782):23620.59336172707480728);",763.0
"(n3:28398.66608639373589540,(n2:5651.41437810787010676,(n0:4584.45753262249490945,n1:4584.45753262249490945):1066.95684548537428782):22747.25170828586487914);",4742.0
"(n3:25223.62058621044343454,(n2:5651.41437810787010676,(n0:4584.45753262249490945,n1:4584.45753262249490945):1066.95684548537428782):19572.20620810257241828);",25541.0
"(n3:25223.62058621044343454,(n2:5651.41437810787010676,(n0:4720.11315086502509075,n1:4720.11315086502509075):931.30122724284501601):19572.20620810257241828);",10922.0
"(n3:26029.87725423099618638,(n2:5651.41437810787010676,(n0:4720.11315086502509075,n1:4720.11315086502509075):931.30122724284501601):20378.46287612312517012);",1428.0
"(n3:28398.66608639373589540,(n2:5651.41437810787010676,(n0:4720.11315086502509075,n1:4720.11315086502509075):931.30122724284501601):22747.25170828586487914);",31402.0
"(n3:28398.66608639373589540,(n2:5651.41437810787010676,(n0:4457.10876285796439333,n1:4457.10876285796439333):1194.30561524990571343):22747.25170828586487914);",20552.0
"(n3:26203.39687832089475705,(n2:5651.41437810787010676,(n0:4457.10876285796439333,n1:4457.10876285796439333):1194.30561524990571343):20551.98250021302374080);",4946.0
"(n3:26203.39687832089475705,(n2:5651.41437810787010676,(n0:4584.45753262249490945,n1:4584.45753262249490945):1066.95684548537428782):20551.98250021302374080);",6204.0
"(n3:26203.39687832089475705,(n2:5651.41437810787010676,(n0:4938.63190506114551681,n1:4938.63190506114551681):712.78247304672458995):20551.98250021302374080);",41180.0
"(n3:26203.39687832089475705,(n2:5651.41437810787010676,(n0:4510.42196368577060639,n1:4510.42196368577060639):1140.99241442209859088):20551.98250021302374080);",3980.0
"(n3:29272.00773983494582353,(n2:5651.41437810787010676,(n0:4510.42196368577060639,n1:4510.42196368577060639):1140.99241442209859088):23620.59336172707480728);",48619.0
"(n3:27888.09472423543047626,(n2:5651.41437810787010676,(n0:4510.42196368577060639,n1:4510.42196368577060639):1140.99241442209859088):22236.68034612755946000);",11483.0
"(n3:28398.66608639373589540,(n2:5651.41437810787010676,(n0:4510.42196368577060639,n1:4510.42196368577060639):1140.99241442209859088):22747.25170828586487914);",15545.0
"(n3:27011.52443423851582338,(n2:5651.41437810787010676,(n0:4510.42196368577060639,n1:4510.42196368577060639):1140.99241442209859088):21360.11005613064480713);",15506.0
"(n3:27011.52443423851582338,(n2:9086.37333679119728913,(n0:4510.42196368577060639,n1:4510.42196368577060639):4575.95137310542577325):17925.15109744732035324);",252.0
"(n3:27011.52443423851582338,(n2:9086.37333679119728913,(n0:4938.63190506114551681,n1:4938.63190506114551681):4147.74143173005177232):17925.15109744732035324);",9305.0
"(n3:25882.59467022518219892,(n2:9086.37333679119728913,(n0:4938.63190506114551681,n1:4938.63190506114551681):4147.74143173005177232):16796.22133343398309080);",2306.0
"(n3:26203.39687832089475705,(n2:9086.37333679119728913,(n0:4938.63190506114551681,n1:4938.63190506114551681):4147.74143173005177232):17117.02354152969928691);",13666.0
"(n3:25882.59467022518219892,(n2:9086.37333679119728913,(n0:4938.63190506114551681,n1:4938.63190506114551681):4147.74143173005177232):16796.22133343398309080);",3405.0
"(n3:25882.59467022518219892,(n2:9997.02720765518461121,(n0:4938.63190506114551681,n1:4938.63190506114551681):5058.39530259403909440):15885.56746256999758771);",3174.0
"(n3:25882.59467022518219892,(n2:5851.41305439009192924,(n0:4938.63190506114551681,n1:4938.63190506114551681):912.78114932894641242):20031.18161583509208867);",35599.0
"(n3:25443.01881842145667179,(n2:5851.41305439009192924,(n0:4938.63190506114551681,n1:4938.63190506114551681):912.78114932894641242):19591.60576403136656154);",46778.0
"(n3:25722.43393570807893411,(n2:5851.41305439009192924,(n0:4938.63190506114551681,n1:4938.63190506114551681):912.78114932894641242):19871.02088131798518589);",13784.0
"(n3:25722.43393570807893411,(n2:5851.41305439009192924,(n0:5157.25277038859712775,n1:5157.25277038859712775):694.16028400149480149):19871.02088131798518589);",43444.0
"(n3:25722.43393570807893411,(n0:7110.92347165604587644,(n2:5851.41305439009192924,n1:5851.41305439009192924):1259.51041726595394721):18611.51046405203305767);",471.0
"(n3:25722.43393570807893411,(n2:5851.41305439009192924,(n0:5157.25277038859712775,n1:5157.25277038859712775):694.16028400149480149):19871.02088131798518589);",28450.0
"(n3:25722.43393570807893411,(n2:6532.78924161999839271,(n0:5157.25277038859712775,n1:5157.25277038859712775):1375.53647123140126496):19189.64469408808145090);",14383.0
"(n3:26203.39687832089475705,(n2:6532.78924161999839271,(n0:5157.25277038859712775,n1:5157.25277038859712775):1375.53647123140126496):19670.60763670089727384);",10632.0
"(n3:26203.39687832089475705,(n2:6424.52261133313731989,(n0:5157.25277038859712775,n1:5157.25277038859712775):1267.26984094454019214):19778.87426698775743716);",4259.0
"(n3:26078.11655372368841199,(n2:6424.52261133313731989,(n0:5157.25277038859712775,n1:5157.25277038859712775):1267.26984094454019214):19653.59394239055109210);",3122.0
"(n3:26078.11655372368841199,(n2:6424.52261133313731989,(n0:4457.10876285796439333,n1:4457.10876285796439333):1967.41384847517292656):19653.59394239055109210);",29427.0
"(n3:26078.11655372368841199,(n2:6111.08917399302481499,(n0:4457.10876285796439333,n1:4457.10876285796439333):1653.98041113506042166):19967.02737973066541599);",36641.0
"(n3:25722.43393570807893411,(n2:6111.08917399302481499,(n0:4457.10876285796439333,n1:4457.10876285796439333):1653.98041113506042166):19611.34476171505230013);",43100.0
"(n3:25722.43393570807893411,(n2:6111.08917399302481499,(n0:5157.25277038859712775,n1:5157.25277038859712775):953.83640360442768724):19611.34476171505230013);",22742.0
"(n3:25722.43393570807893411,(n2:6111.08917399302481499,(n0:4896.65368248742197466,n1:4896.65368248742197466):1214.43549150560284033):19611.34476171505230013);",6635.0
"(n3:25722.43393570807893411,(n2:7110.92347165604587644,(n0:4896.65368248742197466,n1:4896.65368248742197466):2214.26978916862390179):18611.51046405203305767);",11989.0
"(n3:25640.08052560776195605,(n2:7110.92347165604587644,(n0:4896.65368248742197466,n1:4896.65368248742197466):2214.26978916862390179):18529.15705395171607961);",1280.0
"(n3:26150.92495966779097216,(n2:7110.92347165604587644,(n0:4896.65368248742197466,n1:4896.65368248742197466):2214.26978916862390179):19040.00148801174509572);",78310.0
"(n3:26150.92495966779097216,(n2:10108.29378829198685708,(n0:4896.65368248742197466,n1:4896.65368248742197466):5211.64010580456488242):16042.63117137580411509);",6956.0
"(n3:25882.59467022518219892,(n2:10108.29378829198685708,(n0:4896.65368248742197466,n1:4896.65368248742197466):5211.64010580456488242):15774.30088193319534184);",2340.0
"(n3:25882.59467022518219892,(n2:8685.59713678887965216,(n0:4896.65368248742197466,n1:4896.65368248742197466):3788.94345430145767750):17196.99753343630436575);",2197.0
"(n3:25882.59467022518219892,(n2:8685.59713678887965216,(n0:4287.07005887243576581,n1:4287.07005887243576581):4398.52707791644388635):17196.99753343630436575);",3722.0
"(n3:25882.59467022518219892,(n2:8685.59713678887965216,(n0:4896.65368248742197466,n1:4896.65368248742197466):3788.94345430145767750):17196.99753343630436575);",3793.0
"(n3:25882.59467022518219892,(n2:7557.18003794656488026,(n0:4896.65368248742197466,n1:4896.65368248742197466):2660.52635545914290560):18325.41463227861822816);",12546.0
"(n3:25882.59467022518219892,(n2:6532.78924161999839271,(n0:4896.65368248742197466,n1:4896.65368248742197466):1636.13555913257641805):19349.80542860518471571);",272.0
