gr,name,start,end,topology,int_1,int_2
1,8,0,2002,0,1,1
2,15,2003,3605,0,2,1
3,14,3606,3898,0,2,0
4,17,3899,4270,0,2,3
5,31,4271,6334,0,4,3
6,24,6335,7549,0,3,3
7,31,7550,7806,0,4,3
8,44,7807,7894,1,1,3
9,38,7895,8735,1,0,3
10,17,8736,9038,0,2,3
11,31,9039,9254,0,4,3
12,33,9255,9455,0,4,5
13,26,9456,9806,0,3,5
14,21,9807,10906,0,3,0
15,28,10907,11084,0,4,0
16,21,11085,11243,0,3,0
17,0,11244,11435,0,0,0
18,1,11436,12820,0,0,1
19,29,12821,13064,0,4,1
20,28,13065,13691,0,4,0
21,64,13692,15151,2,0,1
22,70,15152,15405,2,1,1
23,22,15406,16987,0,3,1
24,64,16988,17131,2,0,1
25,7,17132,17211,0,1,0
26,64,17212,21078,2,0,1
27,43,21079,22170,1,1,2
28,37,22171,23924,1,0,2
29,43,23925,24036,1,1,2
30,45,24037,24225,1,1,4
31,39,24226,24270,1,0,4
32,40,24271,24756,1,0,5
33,41,24757,24890,1,0,6
34,13,24891,25436,0,1,6
35,41,25437,25669,1,0,6
36,34,25670,25790,0,4,6
37,47,25791,26443,1,1,6
38,43,26444,26505,1,1,2
39,42,26506,26823,1,1,1
40,47,26824,27729,1,1,6
41,46,27730,28580,1,1,5
42,47,28581,29992,1,1,6
43,52,29993,30130,1,2,6
44,75,30131,31466,2,1,6
45,73,31467,32044,2,1,4
46,72,32045,32072,2,1,3
47,94,32073,32416,3,0,3
48,10,32417,32717,0,1,3
49,8,32718,32756,0,1,1
50,64,32757,34770,2,0,1
51,28,34771,35788,0,4,0
52,91,35789,36943,3,0,0
53,64,36944,37235,2,0,1
54,14,37236,37488,0,2,0
55,18,37489,37668,0,2,4
56,15,37669,39350,0,2,1
57,92,39351,40616,3,0,1
58,64,40617,40777,2,0,1
59,92,40778,40834,3,0,1
60,98,40835,42006,3,1,1
61,36,42007,42081,1,0,1
62,8,42082,42264,0,1,1
63,36,42265,42295,1,0,1
64,35,42296,42654,1,0,0
65,63,42655,44324,2,0,0
66,35,44325,44408,1,0,0
67,91,44409,45832,3,0,0
68,64,45833,46912,2,0,1
69,69,46913,48032,2,0,6
70,80,48033,48201,2,2,6
71,20,48202,48326,0,2,6
72,13,48327,48435,0,1,6
73,20,48436,48760,0,2,6
74,19,48761,48823,0,2,5
75,18,48824,49853,0,2,4
