gr,name,start,end,topology,int_1,int_2
1,14,0,1035,0,2,0
2,91,1036,1631,3,0,0
3,36,1632,1719,1,0,1
4,38,1720,1983,1,0,3
5,35,1984,3005,1,0,0
6,91,3006,3390,3,0,0
7,7,3391,3460,0,1,0
8,91,3461,4571,3,0,0
9,35,4572,5125,1,0,0
10,66,5126,6099,2,0,3
11,91,6100,6237,3,0,0
12,35,6238,6423,1,0,0
13,91,6424,8436,3,0,0
14,35,8437,9762,1,0,0
15,95,9763,10948,3,0,4
16,35,10949,12532,1,0,0
17,91,12533,12608,3,0,0
18,35,12609,15828,1,0,0
19,38,15829,17146,1,0,3
20,40,17147,18692,1,0,5
21,33,18693,19272,0,4,5
22,12,19273,19596,0,1,5
23,11,19597,19650,0,1,4
24,7,19651,21424,0,1,0
25,96,21425,21947,3,0,5
26,95,21948,23367,3,0,4
27,97,23368,23486,3,0,6
28,96,23487,23917,3,0,5
29,7,23918,24385,0,1,0
30,0,24386,25445,0,0,0
31,95,25446,26121,3,0,4
32,91,26122,27414,3,0,0
33,21,27415,28914,0,3,0
34,91,28915,29358,3,0,0
35,35,29359,29912,1,0,0
36,0,29913,30593,0,0,0
37,21,30594,30876,0,3,0
38,14,30877,30900,0,2,0
39,28,30901,31935,0,4,0
40,32,31936,32395,0,4,4
41,39,32396,32969,1,0,4
42,37,32970,34079,1,0,2
43,93,34080,36906,3,0,2
44,94,36907,37576,3,0,3
45,38,37577,39810,1,0,3
46,94,39811,41000,3,0,3
47,24,41001,44550,0,3,3
48,25,44551,44696,0,3,4
49,67,44697,46050,2,0,4
50,66,46051,47298,2,0,3
51,14,47299,48455,0,2,0
52,17,48456,48800,0,2,3
53,14,48801,50003,0,2,0
54,66,50004,51196,2,0,3
55,63,51197,51689,2,0,0
56,14,51690,52553,0,2,0
57,16,52554,53604,0,2,2
58,17,53605,53959,0,2,3
59,105,53960,54033,3,2,3
60,10,54034,54980,0,1,3
61,17,54981,55971,0,2,3
62,16,55972,57985,0,2,2
63,30,57986,60669,0,4,2
64,93,60670,61007,3,0,2
65,51,61008,61235,1,2,5
66,102,61236,63287,3,1,5
67,79,63288,63441,2,2,5
68,46,63442,63551,1,1,5
69,12,63552,64177,0,1,5
70,10,64178,64341,0,1,3
71,17,64342,64874,0,2,3
72,10,64875,65830,0,1,3
73,7,65831,66228,0,1,0
74,63,66229,66890,2,0,0
75,21,66891,67186,0,3,0
76,14,67187,67923,0,2,0
77,15,67924,69178,0,2,1
78,92,69179,69814,3,0,1
79,36,69815,69901,1,0,1
80,38,69902,70431,1,0,3
81,41,70432,70978,1,0,6
82,20,70979,71553,0,2,6
83,19,71554,71922,0,2,5
84,40,71923,73296,1,0,5
85,35,73297,73533,1,0,0
86,21,73534,73934,0,3,0
87,63,73935,75150,2,0,0
88,28,75151,75333,0,4,0
89,33,75334,75951,0,4,5
90,30,75952,76031,0,4,2
91,33,76032,76254,0,4,5
92,32,76255,76828,0,4,4
93,28,76829,77187,0,4,0
94,29,77188,77377,0,4,1
95,32,77378,77562,0,4,4
96,45,77563,77813,1,1,4
97,82,77814,77873,2,3,4
98,50,77874,78657,1,2,4
99,18,78658,78834,0,2,4
100,50,78835,78915,1,2,4
101,49,78916,79911,1,2,3
102,51,79912,80283,1,2,5
103,102,80284,81008,3,1,5
104,101,81009,82376,3,1,4
105,15,82377,82401,0,2,1
106,36,82402,82701,1,0,1
107,70,82702,83125,2,1,1
108,44,83126,83315,1,1,3
109,47,83316,83999,1,1,6
110,80,84000,84154,2,2,6
111,47,84155,84591,1,1,6
112,41,84592,85708,1,0,6
113,80,85709,87946,2,2,6
114,48,87947,87948,1,2,2
115,52,87949,88340,1,2,6
116,103,88341,88351,3,1,6
117,27,88352,90398,0,3,6
118,52,90399,90584,1,2,6
119,51,90585,90638,1,2,5
120,48,90639,90946,1,2,2
121,79,90947,91718,2,2,5
122,23,91719,91930,0,3,2
123,26,91931,91995,0,3,5
124,23,91996,94633,0,3,2
125,65,94634,94666,2,0,2
126,35,94667,94688,1,0,0
127,0,94689,96380,0,0,0
128,35,96381,98609,1,0,0
129,38,98610,99877,1,0,3
130,3,99878,100310,0,0,3
131,2,100311,100355,0,0,2
132,77,100356,100487,2,2,3
133,78,100488,102025,2,2,4
134,93,102026,102431,3,0,2
135,65,102432,102731,2,0,2
136,106,102732,103128,3,2,4
137,37,103129,103414,1,0,2
138,36,103415,104154,1,0,1
139,63,104155,105868,2,0,0
140,95,105869,106081,3,0,4
141,25,106082,106505,0,3,4
142,95,106506,107131,3,0,4
143,25,107132,108056,0,3,4
144,23,108057,108567,0,3,2
145,93,108568,109608,3,0,2
146,23,109609,109900,0,3,2
147,25,109901,110422,0,3,4
148,101,110423,110546,3,1,4
149,99,110547,111150,3,1,2
150,36,111151,112932,1,0,1
151,22,112933,117487,0,3,1
152,36,117488,118630,1,0,1
153,1,118631,118704,0,0,1
154,36,118705,120430,1,0,1
155,1,120431,121766,0,0,1
156,8,121767,121885,0,1,1
157,36,121886,124999,1,0,1
158,101,125000,125054,3,1,4
159,102,125055,125683,3,1,5
160,96,125684,125991,3,0,5
161,94,125992,126035,3,0,3
162,31,126036,126241,0,4,3
163,66,126242,126303,2,0,3
164,28,126304,126542,0,4,0
165,94,126543,127501,3,0,3
166,92,127502,127897,3,0,1
167,97,127898,128683,3,0,6
168,20,128684,129378,0,2,6
169,17,129379,130164,0,2,3
170,72,130165,130298,2,1,3
171,92,130299,130959,3,0,1
172,96,130960,134488,3,0,5
173,97,134489,135160,3,0,6
174,92,135161,136250,3,0,1
175,36,136251,136499,1,0,1
176,40,136500,138399,1,0,5
177,41,138400,138493,1,0,6
178,103,138494,138809,3,1,6
179,112,138810,139362,3,3,6
180,80,139363,139392,2,2,6
181,43,139393,140284,1,1,2
182,78,140285,141594,2,2,4
183,80,141595,141641,2,2,6
184,27,141642,142001,0,3,6
185,22,142002,143440,0,3,1
