gr,name,start,end,topology,int_1,int_2
1,8,0,1053,0,1,1
2,1,1054,2237,0,0,1
3,70,2238,2704,2,1,1
4,8,2705,3980,0,1,1
5,9,3981,4116,0,1,2
6,2,4117,4370,0,0,2
7,43,4371,5498,1,1,2
8,78,5499,5918,2,2,4
9,43,5919,6272,1,1,2
10,78,6273,8339,2,2,4
11,58,8340,8412,1,4,5
12,106,8413,9056,3,2,4
13,43,9057,9281,1,1,2
14,106,9282,9347,3,2,4
15,95,9348,9690,3,0,4
16,14,9691,10990,0,2,0
17,18,10991,11987,0,2,4
18,95,11988,12179,3,0,4
19,11,12180,12436,0,1,4
20,39,12437,12442,1,0,4
21,32,12443,12748,0,4,4
22,31,12749,13539,0,4,3
23,32,13540,15047,0,4,4
24,45,15048,16892,1,1,4
25,4,16893,17356,0,0,4
26,5,17357,17508,0,0,5
27,3,17509,17513,0,0,3
28,17,17514,17715,0,2,3
29,83,17716,19791,2,3,5
30,44,19792,19909,1,1,3
31,100,19910,20158,3,1,3
32,1,20159,20290,0,0,1
33,72,20291,20329,2,1,3
34,49,20330,21040,1,2,3
35,10,21041,21560,0,1,3
36,49,21561,21655,1,2,3
37,10,21656,22615,0,1,3
38,49,22616,23371,1,2,3
39,94,23372,23955,3,0,3
40,44,23956,24495,1,1,3
41,42,24496,24926,1,1,1
42,44,24927,25656,1,1,3
43,3,25657,25759,0,0,3
44,44,25760,25949,1,1,3
45,77,25950,26035,2,2,3
46,37,26036,26148,1,0,2
47,99,26149,26163,3,1,2
48,9,26164,26268,0,1,2
49,12,26269,26452,0,1,5
50,11,26453,27369,0,1,4
51,18,27370,27533,0,2,4
52,50,27534,28523,1,2,4
53,114,28524,29786,3,4,5
54,102,29787,30115,3,1,5
55,114,30116,30471,3,4,5
56,78,30472,31065,2,2,4
57,101,31066,31593,3,1,4
58,98,31594,31684,3,1,1
59,45,31685,34461,1,1,4
60,98,34462,34615,3,1,1
61,44,34616,34965,1,1,3
62,66,34966,36042,2,0,3
63,72,36043,38499,2,1,3
64,8,38500,40145,0,1,1
65,1,40146,40531,0,0,1
66,73,40532,41418,2,1,4
67,74,41419,42664,2,1,5
68,102,42665,43290,3,1,5
69,101,43291,43369,3,1,4
70,73,43370,44123,2,1,4
71,106,44124,44158,3,2,4
72,101,44159,44370,3,1,4
73,106,44371,45097,3,2,4
74,101,45098,45217,3,1,4
75,11,45218,46711,0,1,4
76,8,46712,47135,0,1,1
77,10,47136,47165,0,1,3
78,82,47166,47511,2,3,4
79,44,47512,47741,1,1,3
80,10,47742,48159,0,1,3
81,8,48160,48331,0,1,1
82,10,48332,48493,0,1,3
83,8,48494,49513,0,1,1
84,71,49514,49726,2,1,2
85,29,49727,49763,0,4,1
86,30,49764,50911,0,4,2
87,29,50912,51147,0,4,1
88,71,51148,51621,2,1,2
89,99,51622,52050,3,1,2
90,93,52051,52341,3,0,2
91,92,52342,53449,3,0,1
92,98,53450,53803,3,1,1
93,92,53804,53901,3,0,1
94,71,53902,54807,2,1,2
95,73,54808,55617,2,1,4
96,98,55618,55643,3,1,1
97,92,55644,55894,3,0,1
98,98,55895,56208,3,1,1
99,36,56209,56747,1,0,1
100,100,56748,56824,3,1,3
101,105,56825,57300,3,2,3
102,43,57301,57790,1,1,2
103,93,57791,57968,3,0,2
104,9,57969,59511,0,1,2
105,8,59512,59817,0,1,1
106,98,59818,61016,3,1,1
107,1,61017,62722,0,0,1
108,0,62723,63078,0,0,0
109,92,63079,65321,3,0,1
110,98,65322,65436,3,1,1
111,92,65437,65505,3,0,1
112,98,65506,65725,3,1,1
113,73,65726,66084,2,1,4
114,11,66085,66670,0,1,4
115,12,66671,67265,0,1,5
116,11,67266,67473,0,1,4
117,101,67474,68163,3,1,4
118,67,68164,68514,2,0,4
119,68,68515,69606,2,0,5
120,102,69607,70054,3,1,5
121,29,70055,70289,0,4,1
122,64,70290,70638,2,0,1
123,70,70639,71940,2,1,1
124,46,71941,72169,1,1,5
125,70,72170,72463,2,1,1
126,92,72464,73781,3,0,1
127,98,73782,74668,3,1,1
128,36,74669,75434,1,0,1
129,29,75435,76609,0,4,1
130,36,76610,78565,1,0,1
131,35,78566,80565,1,0,0
132,21,80566,80616,0,3,0
133,35,80617,81020,1,0,0
134,21,81021,81956,0,3,0
135,35,81957,82768,1,0,0
136,21,82769,82774,0,3,0
137,28,82775,84903,0,4,0
138,93,84904,85561,3,0,2
139,99,85562,87315,3,1,2
140,8,87316,88304,0,1,1
141,29,88305,88392,0,4,1
142,8,88393,89202,0,1,1
143,29,89203,90653,0,4,1
144,28,90654,91880,0,4,0
145,93,91881,94159,3,0,2
146,94,94160,94547,3,0,3
147,93,94548,96388,3,0,2
148,9,96389,96443,0,1,2
149,16,96444,96710,0,2,2
150,65,96711,96752,2,0,2
151,21,96753,97421,0,3,0
152,67,97422,97934,2,0,4
153,65,97935,98035,2,0,2
154,9,98036,98649,0,1,2
155,93,98650,98714,3,0,2
156,0,98715,99313,0,0,0
157,2,99314,99588,0,0,2
158,16,99589,99704,0,2,2
159,43,99705,99896,1,1,2
160,65,99897,100845,2,0,2
161,43,100846,102445,1,1,2
162,65,102446,102611,2,0,2
163,63,102612,102689,2,0,0
164,37,102690,103791,1,0,2
165,99,103792,104238,3,1,2
166,98,104239,104703,3,1,1
167,29,104704,105926,0,4,1
168,30,105927,107452,0,4,2
169,78,107453,107559,2,2,4
170,73,107560,108042,2,1,4
171,75,108043,108539,2,1,6
172,15,108540,109605,0,2,1
173,29,109606,109910,0,4,1
174,22,109911,110067,0,3,1
175,42,110068,110777,1,1,1
176,1,110778,111055,0,0,1
177,15,111056,111339,0,2,1
178,1,111340,112092,0,0,1
179,15,112093,112388,0,2,1
180,19,112389,113307,0,2,5
181,15,113308,113325,0,2,1
182,102,113326,113632,3,1,5
183,96,113633,114018,3,0,5
184,74,114019,114277,2,1,5
185,96,114278,114453,3,0,5
186,102,114454,114524,3,1,5
187,29,114525,116416,0,4,1
188,33,116417,116510,0,4,5
189,83,116511,117242,2,3,5
190,94,117243,118286,3,0,3
191,83,118287,118299,2,3,5
192,82,118300,118767,2,3,4
193,101,118768,119339,3,1,4
194,54,119340,119646,1,3,4
195,95,119647,120211,3,0,4
196,101,120212,121535,3,1,4
197,82,121536,122565,2,3,4
198,83,122566,123212,2,3,5
199,46,123213,123756,1,1,5
200,33,123757,124058,0,4,5
201,32,124059,124251,0,4,4
202,29,124252,125464,0,4,1
203,73,125465,126253,2,1,4
204,1,126254,126772,0,0,1
205,73,126773,126959,2,1,4
206,18,126960,127280,0,2,4
207,73,127281,127747,2,1,4
208,4,127748,129264,0,0,4
209,6,129265,129760,0,0,6
210,0,129761,130590,0,0,0
211,14,130591,132409,0,2,0
212,0,132410,132586,0,0,0
213,14,132587,133379,0,2,0
214,66,133380,133416,2,0,3
215,100,133417,133485,3,1,3
216,72,133486,133557,2,1,3
217,73,133558,133790,2,1,4
218,32,133791,135245,0,4,4
219,29,135246,135310,0,4,1
220,32,135311,136574,0,4,4
221,95,136575,136631,3,0,4
222,101,136632,136891,3,1,4
223,32,136892,137231,0,4,4
224,34,137232,138468,0,4,6
225,103,138469,139059,3,1,6
226,27,139060,139418,0,3,6
227,103,139419,140095,3,1,6
228,27,140096,142066,0,3,6
229,25,142067,142885,0,3,4
230,27,142886,143213,0,3,6
231,21,143214,143892,0,3,0
232,14,143893,146065,0,2,0
233,21,146066,150891,0,3,0
234,0,150892,152301,0,0,0
235,4,152302,152370,0,0,4
236,5,152371,153904,0,0,5
237,4,153905,154734,0,0,4
238,39,154735,155088,1,0,4
239,18,155089,155637,0,2,4
240,39,155638,155930,1,0,4
241,36,155931,156815,1,0,1
242,63,156816,159465,2,0,0
243,21,159466,161143,0,3,0
244,0,161144,163409,0,0,0
245,21,163410,164051,0,3,0
246,27,164052,165164,0,3,6
247,47,165165,165432,1,1,6
248,46,165433,165490,1,1,5
249,40,165491,166386,1,0,5
250,83,166387,166495,2,3,5
251,68,166496,166518,2,0,5
252,83,166519,166737,2,3,5
253,24,166738,167452,0,3,3
254,111,167453,167639,3,3,5
255,81,167640,167807,2,3,3
256,83,167808,168036,2,3,5
257,105,168037,169072,3,2,3
258,38,169073,170144,1,0,3
259,35,170145,171423,1,0,0
260,7,171424,172061,0,1,0
261,21,172062,172726,0,3,0
262,67,172727,173612,2,0,4
263,110,173613,174050,3,3,4
264,45,174051,174139,1,1,4
265,43,174140,177024,1,1,2
266,30,177025,177371,0,4,2
267,9,177372,177538,0,1,2
268,30,177539,177920,0,4,2
269,106,177921,178307,3,2,4
270,9,178308,178444,0,1,2
271,7,178445,180635,0,1,0
272,69,180636,181970,2,0,6
273,108,181971,182466,3,2,6
274,52,182467,182541,1,2,6
275,71,182542,182800,2,1,2
276,52,182801,182846,1,2,6
277,49,182847,182861,1,2,3
278,53,182862,182967,1,3,3
279,10,182968,183448,0,1,3
280,53,183449,184223,1,3,3
