gr,name,start,end,topology,int_1,int_2
1,65,0,421,2,0,2
2,2,422,2058,0,0,2
3,6,2059,2562,0,0,6
4,5,2563,3536,0,0,5
5,1,3537,4852,0,0,1
6,6,4853,5404,0,0,6
7,0,5405,5863,0,0,0
8,97,5864,6727,3,0,6
9,80,6728,6800,2,2,6
10,69,6801,6915,2,0,6
11,97,6916,7349,3,0,6
12,96,7350,7365,3,0,5
13,95,7366,8792,3,0,4
14,35,8793,11110,1,0,0
15,37,11111,11347,1,0,2
16,9,11348,12003,0,1,2
17,23,12004,12399,0,3,2
18,2,12400,13558,0,0,2
19,9,13559,13744,0,1,2
20,2,13745,13998,0,0,2
21,37,13999,16163,1,0,2
22,93,16164,17924,3,0,2
23,65,17925,19150,2,0,2
24,63,19151,19886,2,0,0
25,93,19887,20654,3,0,2
26,65,20655,22088,2,0,2
27,23,22089,23240,0,3,2
28,21,23241,23621,0,3,0
29,23,23622,24248,0,3,2
30,65,24249,25281,2,0,2
31,37,25282,25553,1,0,2
32,76,25554,25688,2,2,2
33,65,25689,26947,2,0,2
34,30,26948,27277,0,4,2
35,76,27278,27378,2,2,2
36,79,27379,27671,2,2,5
37,43,27672,27892,1,1,2
38,107,27893,28068,3,2,5
39,102,28069,28149,3,1,5
40,103,28150,28602,3,1,6
41,101,28603,29122,3,1,4
42,102,29123,29941,3,1,5
43,5,29942,30558,0,0,5
44,74,30559,30608,2,1,5
45,8,30609,31793,0,1,1
46,71,31794,31970,2,1,2
47,92,31971,33214,3,0,1
48,96,33215,33653,3,0,5
49,0,33654,34163,0,0,0
50,64,34164,34845,2,0,1
51,102,34846,36726,3,1,5
52,58,36727,38566,1,4,5
53,46,38567,38886,1,1,5
54,40,38887,40097,1,0,5
55,68,40098,40181,2,0,5
56,40,40182,40285,1,0,5
57,51,40286,40438,1,2,5
58,68,40439,40481,2,0,5
59,7,40482,41726,0,1,0
60,12,41727,45387,0,1,5
61,10,45388,47973,0,1,3
62,83,47974,48546,2,3,5
63,68,48547,48591,2,0,5
64,46,48592,49097,1,1,5
65,12,49098,50472,0,1,5
66,9,50473,50474,0,1,2
67,12,50475,52678,0,1,5
68,7,52679,53319,0,1,0
69,12,53320,53801,0,1,5
70,46,53802,54449,1,1,5
71,12,54450,54808,0,1,5
72,46,54809,55517,1,1,5
73,92,55518,55917,3,0,1
74,21,55918,56434,0,3,0
75,92,56435,57380,3,0,1
76,95,57381,58144,3,0,4
