gr,name,start,end,topology,int_1,int_2
1,100,0,337,3,1,3
2,77,338,603,2,2,3
3,105,604,693,3,2,3
4,9,694,1584,0,1,2
5,12,1585,1825,0,1,5
6,10,1826,2247,0,1,3
7,8,2248,2315,0,1,1
8,42,2316,2394,1,1,1
9,1,2395,3566,0,0,1
10,5,3567,4432,0,0,5
11,1,4433,7576,0,0,1
12,0,7577,9195,0,0,0
13,91,9196,10426,3,0,0
14,94,10427,11483,3,0,3
15,92,11484,14001,3,0,1
16,29,14002,14077,0,4,1
17,1,14078,14792,0,0,1
18,6,14793,15797,0,0,6
19,1,15798,16706,0,0,1
20,6,16707,19421,0,0,6
21,20,19422,19671,0,2,6
22,34,19672,20166,0,4,6
23,27,20167,20583,0,3,6
24,26,20584,20641,0,3,5
25,24,20642,20877,0,3,3
26,21,20878,21186,0,3,0
27,23,21187,22679,0,3,2
28,30,22680,22853,0,4,2
29,23,22854,22987,0,3,2
30,25,22988,23222,0,3,4
31,32,23223,23262,0,4,4
32,18,23263,23714,0,2,4
33,32,23715,24460,0,4,4
34,30,24461,24908,0,4,2
35,29,24909,25128,0,4,1
36,22,25129,25713,0,3,1
37,15,25714,25977,0,2,1
38,22,25978,25986,0,3,1
39,99,25987,26037,3,1,2
40,101,26038,26420,3,1,4
41,67,26421,26749,2,0,4
42,25,26750,27202,0,3,4
43,24,27203,27781,0,3,3
44,17,27782,28164,0,2,3
45,24,28165,28627,0,3,3
46,3,28628,28837,0,0,3
47,2,28838,28851,0,0,2
48,16,28852,30003,0,2,2
49,15,30004,30379,0,2,1
50,17,30380,32803,0,2,3
51,18,32804,35354,0,2,4
52,20,35355,35789,0,2,6
53,16,35790,37502,0,2,2
54,19,37503,38013,0,2,5
55,16,38014,38398,0,2,2
56,79,38399,38533,2,2,5
57,23,38534,38806,0,3,2
58,26,38807,39049,0,3,5
59,24,39050,41952,0,3,3
60,3,41953,43589,0,0,3
61,6,43590,44468,0,0,6
62,80,44469,45288,2,2,6
63,47,45289,45426,1,1,6
64,34,45427,45873,0,4,6
65,28,45874,46472,0,4,0
66,64,46473,48028,2,0,1
67,65,48029,50607,2,0,2
68,52,50608,53044,1,2,6
69,75,53045,53745,2,1,6
70,87,53746,54463,2,4,6
71,18,54464,55068,0,2,4
72,4,55069,56200,0,0,4
73,87,56201,60165,2,4,6
74,6,60166,61672,0,0,6
75,115,61673,62870,3,4,6
76,114,62871,63370,3,4,5
77,115,63371,63915,3,4,6
78,103,63916,64242,3,1,6
79,56,64243,64397,1,3,6
80,52,64398,64805,1,2,6
81,49,64806,65432,1,2,3
82,84,65433,66160,2,3,6
83,105,66161,66649,3,2,3
84,31,66650,67393,0,4,3
85,10,67394,68134,0,1,3
86,17,68135,68398,0,2,3
87,31,68399,72663,0,4,3
88,105,72664,74191,3,2,3
89,108,74192,74330,3,2,6
90,112,74331,74884,3,3,6
91,108,74885,75498,3,2,6
92,37,75499,76736,1,0,2
93,78,76737,77359,2,2,4
94,110,77360,78724,3,3,4
95,45,78725,79970,1,1,4
96,44,79971,80349,1,1,3
97,17,80350,80582,0,2,3
98,18,80583,80852,0,2,4
99,4,80853,82120,0,0,4
100,45,82121,83677,1,1,4
101,50,83678,84844,1,2,4
102,106,84845,85906,3,2,4
103,43,85907,86714,1,1,2
104,78,86715,86840,2,2,4
105,43,86841,87583,1,1,2
