gr,name,start,end,topology,int_1,int_2
1,105,0,2856,3,2,3
2,107,2857,3798,3,2,5
3,102,3799,3804,3,1,5
4,40,3805,4183,1,0,5
5,12,4184,5226,0,1,5
6,19,5227,6809,0,2,5
7,12,6810,6844,0,1,5
8,19,6845,7658,0,2,5
9,20,7659,8204,0,2,6
10,16,8205,9440,0,2,2
11,9,9441,9531,0,1,2
12,8,9532,10203,0,1,1
13,36,10204,10739,1,0,1
14,8,10740,13185,0,1,1
15,10,13186,13434,0,1,3
16,31,13435,15183,0,4,3
17,32,15184,15532,0,4,4
18,34,15533,16180,0,4,6
19,32,16181,16710,0,4,4
20,34,16711,17190,0,4,6
21,41,17191,17278,1,0,6
22,34,17279,18072,0,4,6
23,33,18073,18122,0,4,5
24,31,18123,18723,0,4,3
25,34,18724,19231,0,4,6
26,31,19232,19445,0,4,3
27,24,19446,19604,0,3,3
28,21,19605,21482,0,3,0
29,27,21483,21630,0,3,6
30,21,21631,21651,0,3,0
31,69,21652,21959,2,0,6
32,75,21960,22401,2,1,6
33,74,22402,22492,2,1,5
34,83,22493,23049,2,3,5
35,96,23050,23062,3,0,5
36,91,23063,25443,3,0,0
37,96,25444,25625,3,0,5
38,68,25626,25726,2,0,5
39,67,25727,26217,2,0,4
40,68,26218,26362,2,0,5
41,40,26363,26889,1,0,5
42,68,26890,27638,2,0,5
43,21,27639,27651,0,3,0
44,68,27652,27680,2,0,5
45,96,27681,27823,3,0,5
46,68,27824,28667,2,0,5
47,69,28668,28778,2,0,6
48,66,28779,29298,2,0,3
49,7,29299,31720,0,1,0
50,21,31721,35852,0,3,0
51,14,35853,36978,0,2,0
52,0,36979,37014,0,0,0
53,14,37015,38702,0,2,0
54,66,38703,39055,2,0,3
55,77,39056,40225,2,2,3
56,9,40226,40463,0,1,2
57,2,40464,40655,0,0,2
58,3,40656,41223,0,0,3
59,53,41224,41565,1,3,3
60,24,41566,41946,0,3,3
61,22,41947,42652,0,3,1
62,42,42653,44071,1,1,1
63,22,44072,44820,0,3,1
64,1,44821,46228,0,0,1
65,22,46229,47110,0,3,1
66,1,47111,48929,0,0,1
67,22,48930,49482,0,3,1
68,21,49483,49757,0,3,0
69,22,49758,51394,0,3,1
70,21,51395,53325,0,3,0
71,63,53326,53648,2,0,0
72,7,53649,53975,0,1,0
73,67,53976,57711,2,0,4
74,4,57712,58333,0,0,4
75,5,58334,59109,0,0,5
76,102,59110,60080,3,1,5
77,19,60081,60564,0,2,5
78,5,60565,60898,0,0,5
79,19,60899,60938,0,2,5
80,5,60939,61854,0,0,5
81,74,61855,62164,2,1,5
82,72,62165,62310,2,1,3
83,71,62311,62803,2,1,2
84,23,62804,63427,0,3,2
85,76,63428,63685,2,2,2
86,99,63686,64085,3,1,2
87,22,64086,65293,0,3,1
88,23,65294,67343,0,3,2
89,106,67344,68413,3,2,4
90,71,68414,68522,2,1,2
91,92,68523,68745,3,0,1
92,15,68746,70310,0,2,1
93,22,70311,72509,0,3,1
94,99,72510,75028,3,1,2
95,71,75029,75504,2,1,2
96,73,75505,76066,2,1,4
97,75,76067,76625,2,1,6
98,97,76626,76719,3,0,6
99,94,76720,76810,3,0,3
100,97,76811,77655,3,0,6
101,75,77656,77697,2,1,6
102,92,77698,78218,3,0,1
103,70,78219,78877,2,1,1
104,101,78878,78986,3,1,4
105,78,78987,79284,2,2,4
106,82,79285,80298,2,3,4
107,10,80299,80414,0,1,3
108,31,80415,80640,0,4,3
109,38,80641,80681,1,0,3
110,110,80682,83367,3,3,4
111,78,83368,83563,2,2,4
112,85,83564,84168,2,4,4
113,86,84169,84899,2,4,5
114,18,84900,85140,0,2,4
115,17,85141,85890,0,2,3
116,16,85891,86030,0,2,2
117,17,86031,86995,0,2,3
118,19,86996,88270,0,2,5
119,20,88271,88966,0,2,6
120,18,88967,89337,0,2,4
121,25,89338,90051,0,3,4
122,11,90052,90653,0,1,4
123,9,90654,91540,0,1,2
124,8,91541,91909,0,1,1
125,9,91910,92741,0,1,2
126,71,92742,93984,2,1,2
127,36,93985,94135,1,0,1
128,99,94136,94144,3,1,2
129,65,94145,94237,2,0,2
130,37,94238,94762,1,0,2
131,65,94763,95071,2,0,2
132,28,95072,95370,0,4,0
133,7,95371,95382,0,1,0
134,14,95383,96418,0,2,0
135,93,96419,96628,3,0,2
136,92,96629,98072,3,0,1
137,43,98073,99724,1,1,2
138,64,99725,99940,2,0,1
139,43,99941,101692,1,1,2
140,65,101693,102143,2,0,2
141,43,102144,104074,1,1,2
142,64,104075,104778,2,0,1
143,42,104779,104816,1,1,1
144,1,104817,105020,0,0,1
145,0,105021,105036,0,0,0
146,64,105037,105619,2,0,1
147,98,105620,107247,3,1,1
148,36,107248,107372,1,0,1
149,98,107373,107542,3,1,1
150,42,107543,108059,1,1,1
151,70,108060,109071,2,1,1
152,64,109072,109181,2,0,1
153,70,109182,109501,2,1,1
154,1,109502,109608,0,0,1
155,15,109609,111339,0,2,1
156,1,111340,111365,0,0,1
157,42,111366,112421,1,1,1
158,15,112422,114532,0,2,1
159,42,114533,117335,1,1,1
160,36,117336,118965,1,0,1
161,42,118966,119035,1,1,1
162,36,119036,119125,1,0,1
163,42,119126,126699,1,1,1
164,92,126700,127125,3,0,1
165,93,127126,127584,3,0,2
166,71,127585,128412,2,1,2
167,1,128413,129809,0,0,1
168,64,129810,131295,2,0,1
169,70,131296,131761,2,1,1
170,92,131762,132808,3,0,1
171,42,132809,133140,1,1,1
172,74,133141,133249,2,1,5
173,5,133250,133852,0,0,5
174,4,133853,134005,0,0,4
175,0,134006,134859,0,0,0
176,4,134860,135188,0,0,4
177,6,135189,135696,0,0,6
178,4,135697,136951,0,0,4
179,0,136952,137350,0,0,0
180,95,137351,138087,3,0,4
181,94,138088,140079,3,0,3
182,95,140080,141773,3,0,4
183,87,141774,144420,2,4,6
184,50,144421,144836,1,2,4
185,82,144837,145159,2,3,4
186,84,145160,145401,2,3,6
187,56,145402,145434,1,3,6
188,100,145435,146120,3,1,3
189,38,146121,146567,1,0,3
190,41,146568,147256,1,0,6
191,40,147257,148198,1,0,5
192,58,148199,148885,1,4,5
193,117,148886,149369,3,5,6
194,115,149370,149474,3,4,6
195,117,149475,150090,3,5,6
196,118,150091,150173,3,6,6
197,112,150174,150963,3,3,6
198,111,150964,151217,3,3,5
199,112,151218,151745,3,3,6
200,81,151746,152236,2,3,3
201,31,152237,152546,0,4,3
