gr,name,start,end,topology,int_1,int_2
1,16,0,984,0,2,2
2,17,985,1200,0,2,3
3,31,1201,1367,0,4,3
4,77,1368,1463,2,2,3
5,8,1464,2051,0,1,1
6,1,2052,2094,0,0,1
7,2,2095,2124,0,0,2
8,3,2125,2384,0,0,3
9,17,2385,3011,0,2,3
10,3,3012,3066,0,0,3
11,17,3067,3707,0,2,3
12,16,3708,4145,0,2,2
13,23,4146,4719,0,3,2
14,2,4720,5742,0,0,2
15,23,5743,6716,0,3,2
16,43,6717,7746,1,1,2
17,77,7747,8695,2,2,3
18,78,8696,8764,2,2,4
19,80,8765,9023,2,2,6
20,87,9024,9309,2,4,6
21,106,9310,9377,3,2,4
22,108,9378,11434,3,2,6
23,34,11435,12400,0,4,6
24,31,12401,14485,0,4,3
25,33,14486,15085,0,4,5
26,34,15086,16804,0,4,6
27,32,16805,17890,0,4,4
28,115,17891,18294,3,4,6
29,75,18295,18383,2,1,6
30,115,18384,19369,3,4,6
31,114,19370,20750,3,4,5
32,96,20751,21560,3,0,5
33,5,21561,23278,0,0,5
34,111,23279,23891,3,3,5
35,74,23892,23931,2,1,5
36,73,23932,24691,2,1,4
37,110,24692,24833,3,3,4
38,77,24834,25135,2,2,3
39,99,25136,25329,3,1,2
40,101,25330,25438,3,1,4
41,100,25439,27579,3,1,3
42,103,27580,28298,3,1,6
43,108,28299,28305,3,2,6
44,80,28306,28438,2,2,6
45,56,28439,28509,1,3,6
46,52,28510,28649,1,2,6
47,6,28650,28820,0,0,6
48,52,28821,29380,1,2,6
49,51,29381,29541,1,2,5
50,5,29542,30000,0,0,5
51,51,30001,30711,1,2,5
52,86,30712,32619,2,4,5
53,51,32620,33065,1,2,5
54,93,33066,33767,3,0,2
55,96,33768,35271,3,0,5
56,95,35272,35919,3,0,4
57,25,35920,36671,0,3,4
58,26,36672,37309,0,3,5
59,25,37310,37427,0,3,4
60,73,37428,37660,2,1,4
61,11,37661,37998,0,1,4
62,101,37999,38893,3,1,4
63,102,38894,39045,3,1,5
64,74,39046,39152,2,1,5
65,75,39153,41130,2,1,6
66,73,41131,41889,2,1,4
67,72,41890,44159,2,1,3
68,73,44160,44601,2,1,4
69,67,44602,45567,2,0,4
70,73,45568,47104,2,1,4
71,75,47105,47472,2,1,6
72,72,47473,47492,2,1,3
73,105,47493,47598,3,2,3
74,72,47599,48193,2,1,3
75,71,48194,48665,2,1,2
76,65,48666,49931,2,0,2
77,91,49932,50591,3,0,0
78,14,50592,51814,0,2,0
79,69,51815,51971,2,0,6
80,68,51972,52305,2,0,5
81,64,52306,53112,2,0,1
82,28,53113,54400,0,4,0
83,7,54401,55075,0,1,0
84,8,55076,56315,0,1,1
85,22,56316,57223,0,3,1
86,64,57224,57427,2,0,1
87,43,57428,58281,1,1,2
88,30,58282,59376,0,4,2
89,23,59377,61266,0,3,2
90,26,61267,61420,0,3,5
91,33,61421,61566,0,4,5
92,30,61567,62342,0,4,2
93,79,62343,63992,2,2,5
94,43,63993,64037,1,1,2
95,92,64038,64361,3,0,1
96,29,64362,64622,0,4,1
97,33,64623,64819,0,4,5
98,32,64820,64864,0,4,4
99,33,64865,65089,0,4,5
100,102,65090,65168,3,1,5
101,79,65169,67362,2,2,5
102,88,67363,67934,2,5,5
103,111,67935,68087,3,3,5
104,38,68088,68648,1,0,3
105,111,68649,68780,3,3,5
106,60,68781,69699,1,5,5
107,96,69700,72301,3,0,5
108,97,72302,74337,3,0,6
109,95,74338,74547,3,0,4
110,97,74548,74631,3,0,6
111,94,74632,74758,3,0,3
112,7,74759,75405,0,1,0
113,13,75406,75697,0,1,6
114,8,75698,75887,0,1,1
115,103,75888,76912,3,1,6
116,100,76913,77538,3,1,3
117,77,77539,80197,2,2,3
118,56,80198,80687,1,3,6
119,47,80688,81662,1,1,6
120,20,81663,82489,0,2,6
121,17,82490,82609,0,2,3
122,38,82610,83113,1,0,3
123,112,83114,84308,3,3,6
124,103,84309,86092,3,1,6
125,99,86093,86909,3,1,2
126,80,86910,87621,2,2,6
127,43,87622,88397,1,1,2
128,108,88398,88411,3,2,6
129,41,88412,88653,1,0,6
130,40,88654,89490,1,0,5
131,12,89491,89631,0,1,5
132,11,89632,90626,0,1,4
133,10,90627,91028,0,1,3
134,11,91029,93243,0,1,4
135,95,93244,93288,3,0,4
136,106,93289,93455,3,2,4
137,107,93456,93756,3,2,5
138,79,93757,94134,2,2,5
139,51,94135,94276,1,2,5
140,12,94277,94381,0,1,5
141,13,94382,95517,0,1,6
142,11,95518,96659,0,1,4
143,39,96660,97369,1,0,4
144,25,97370,97784,0,3,4
145,95,97785,98691,3,0,4
146,94,98692,98768,3,0,3
147,97,98769,99250,3,0,6
148,63,99251,100714,2,0,0
149,40,100715,100846,1,0,5
150,41,100847,100933,1,0,6
151,38,100934,101412,1,0,3
152,63,101413,103237,2,0,0
153,92,103238,103532,3,0,1
154,74,103533,103802,2,1,5
155,8,103803,104113,0,1,1
156,12,104114,106444,0,1,5
157,96,106445,107280,3,0,5
158,92,107281,107861,3,0,1
159,8,107862,109679,0,1,1
160,11,109680,109990,0,1,4
161,115,109991,110088,3,4,6
162,112,110089,110174,3,3,6
163,97,110175,111032,3,0,6
164,94,111033,111055,3,0,3
165,97,111056,111252,3,0,6
166,112,111253,112975,3,3,6
167,97,112976,113788,3,0,6
168,69,113789,115135,2,0,6
169,97,115136,115192,3,0,6
170,69,115193,117241,2,0,6
171,68,117242,118055,2,0,5
172,114,118056,118418,3,4,5
173,33,118419,118502,0,4,5
174,28,118503,121021,0,4,0
175,32,121022,121135,0,4,4
176,85,121136,122360,2,4,4
177,32,122361,123051,0,4,4
178,86,123052,123076,2,4,5
179,32,123077,123751,0,4,4
180,101,123752,124157,3,1,4
181,22,124158,124640,0,3,1
182,74,124641,125074,2,1,5
183,22,125075,125647,0,3,1
184,26,125648,125837,0,3,5
185,74,125838,126270,2,1,5
186,29,126271,126430,0,4,1
187,31,126431,126649,0,4,3
188,83,126650,127314,2,3,5
189,53,127315,128080,1,3,3
190,49,128081,129087,1,2,3
191,3,129088,129114,0,0,3
192,24,129115,129857,0,3,3
193,3,129858,130465,0,0,3
194,2,130466,131461,0,0,2
195,105,131462,131640,3,2,3
196,53,131641,132043,1,3,3
197,17,132044,136606,0,2,3
198,20,136607,137455,0,2,6
199,84,137456,138374,2,3,6
200,56,138375,138723,1,3,6
201,20,138724,138848,0,2,6
202,18,138849,139050,0,2,4
203,15,139051,139124,0,2,1
204,101,139125,139421,3,1,4
205,45,139422,139447,1,1,4
206,73,139448,139866,2,1,4
207,54,139867,139990,1,3,4
208,66,139991,140365,2,0,3
209,54,140366,141240,1,3,4
210,106,141241,141364,3,2,4
211,57,141365,142432,1,4,4
212,82,142433,143267,2,3,4
213,57,143268,143967,1,4,4
214,78,143968,147424,2,2,4
215,82,147425,149541,2,3,4
216,67,149542,149741,2,0,4
217,82,149742,150660,2,3,4
218,94,150661,150701,3,0,3
219,14,150702,150903,0,2,0
220,94,150904,154412,3,0,3
221,84,154413,154630,2,3,6
222,94,154631,156568,3,0,3
223,97,156569,156825,3,0,6
224,69,156826,157272,2,0,6
225,41,157273,158976,1,0,6
226,112,158977,159189,3,3,6
227,111,159190,159948,3,3,5
228,38,159949,160980,1,0,3
229,39,160981,161283,1,0,4
230,85,161284,161422,2,4,4
231,57,161423,161439,1,4,4
232,85,161440,161790,2,4,4
233,95,161791,162699,3,0,4
234,92,162700,164464,3,0,1
235,93,164465,164574,3,0,2
236,79,164575,165352,2,2,5
237,78,165353,165849,2,2,4
238,104,165850,166219,3,2,2
239,78,166220,166291,2,2,4
240,77,166292,167137,2,2,3
241,104,167138,167572,3,2,2
242,9,167573,167619,0,1,2
243,7,167620,167731,0,1,0
244,28,167732,169230,0,4,0
245,65,169231,170120,2,0,2
246,68,170121,170266,2,0,5
247,65,170267,170634,2,0,2
248,67,170635,171149,2,0,4
249,66,171150,171310,2,0,3
250,68,171311,172556,2,0,5
251,40,172557,172559,1,0,5
252,41,172560,173017,1,0,6
253,40,173018,173496,1,0,5
254,41,173497,173658,1,0,6
255,63,173659,174089,2,0,0
256,41,174090,174839,1,0,6
257,6,174840,174972,0,0,6
258,0,174973,175575,0,0,0
259,63,175576,175914,2,0,0
260,69,175915,176221,2,0,6
261,21,176222,178445,0,3,0
262,25,178446,178483,0,3,4
263,21,178484,179151,0,3,0
264,97,179152,180288,3,0,6
265,92,180289,181154,3,0,1
266,1,181155,182044,0,0,1
267,0,182045,183006,0,0,0
268,3,183007,184521,0,0,3
269,17,184522,185851,0,2,3
270,49,185852,186230,1,2,3
271,17,186231,187844,0,2,3
272,49,187845,188104,1,2,3
273,82,188105,188261,2,3,4
274,101,188262,188413,3,1,4
275,102,188414,188589,3,1,5
276,98,188590,189634,3,1,1
277,15,189635,196214,0,2,1
278,70,196215,196245,2,1,1
279,75,196246,196865,2,1,6
280,73,196866,197491,2,1,4
281,15,197492,198088,0,2,1
282,18,198089,198681,0,2,4
283,20,198682,199005,0,2,6
284,17,199006,199493,0,2,3
285,24,199494,199787,0,3,3
286,23,199788,199884,0,3,2
287,25,199885,199999,0,3,4
