gr,name,start,end,topology,int_1,int_2
1,47,0,1226,1,1,6
2,103,1227,1729,3,1,6
3,27,1730,1732,0,3,6
4,34,1733,1745,0,4,6
5,32,1746,3063,0,4,4
6,45,3064,3803,1,1,4
7,25,3804,4071,0,3,4
8,18,4072,4105,0,2,4
9,15,4106,4617,0,2,1
10,70,4618,4641,2,1,1
11,36,4642,4839,1,0,1
12,74,4840,5167,2,1,5
13,72,5168,5691,2,1,3
14,98,5692,7499,3,1,1
15,101,7500,8399,3,1,4
16,64,8400,9094,2,0,1
17,67,9095,9987,2,0,4
18,7,9988,11344,0,1,0
19,95,11345,11537,3,0,4
20,94,11538,12641,3,0,3
21,95,12642,13540,3,0,4
22,7,13541,14152,0,1,0
23,92,14153,14581,3,0,1
24,98,14582,15399,3,1,1
25,75,15400,15800,2,1,6
26,92,15801,16831,3,0,1
27,96,16832,17513,3,0,5
28,93,17514,17664,3,0,2
29,79,17665,18060,2,2,5
30,51,18061,18458,1,2,5
31,99,18459,18710,3,1,2
32,42,18711,18928,1,1,1
33,29,18929,19608,0,4,1
34,42,19609,20960,1,1,1
35,74,20961,21694,2,1,5
36,51,21695,22070,1,2,5
37,93,22071,23386,3,0,2
38,51,23387,23963,1,2,5
39,107,23964,25337,3,2,5
40,96,25338,25347,3,0,5
41,97,25348,26037,3,0,6
42,75,26038,27402,2,1,6
43,97,27403,27532,3,0,6
44,35,27533,29850,1,0,0
45,7,29851,30049,0,1,0
46,93,30050,30115,3,0,2
47,52,30116,30429,1,2,6
48,51,30430,31000,1,2,5
49,93,31001,31789,3,0,2
50,52,31790,32587,1,2,6
51,84,32588,32672,2,3,6
52,62,32673,32906,1,6,6
53,20,32907,34080,0,2,6
54,17,34081,34252,0,2,3
55,49,34253,34508,1,2,3
56,83,34509,35254,2,3,5
57,68,35255,35276,2,0,5
58,63,35277,35487,2,0,0
59,21,35488,37619,0,3,0
60,68,37620,37929,2,0,5
61,21,37930,39400,0,3,0
62,14,39401,39895,0,2,0
63,21,39896,40177,0,3,0
64,92,40178,46238,3,0,1
65,7,46239,46766,0,1,0
66,92,46767,48111,3,0,1
67,7,48112,48307,0,1,0
68,92,48308,48386,3,0,1
69,98,48387,48709,3,1,1
70,64,48710,48912,2,0,1
71,42,48913,49622,1,1,1
72,1,49623,50592,0,0,1
73,92,50593,50618,3,0,1
74,42,50619,50938,1,1,1
75,44,50939,51101,1,1,3
76,3,51102,51318,0,0,3
77,6,51319,51874,0,0,6
78,47,51875,52151,1,1,6
79,42,52152,52517,1,1,1
80,46,52518,53095,1,1,5
81,47,53096,53760,1,1,6
82,46,53761,54205,1,1,5
83,12,54206,55105,0,1,5
84,10,55106,57762,0,1,3
85,13,57763,58526,0,1,6
86,9,58527,59760,0,1,2
87,30,59761,60245,0,4,2
88,9,60246,62083,0,1,2
89,8,62084,62187,0,1,1
90,12,62188,63447,0,1,5
91,11,63448,64574,0,1,4
92,12,64575,64795,0,1,5
93,7,64796,66298,0,1,0
94,12,66299,66746,0,1,5
95,13,66747,67693,0,1,6
96,7,67694,71424,0,1,0
97,12,71425,71529,0,1,5
98,7,71530,73383,0,1,0
99,11,73384,74631,0,1,4
100,4,74632,77016,0,0,4
101,6,77017,77387,0,0,6
102,4,77388,77765,0,0,4
103,32,77766,79266,0,4,4
104,11,79267,79388,0,1,4
105,13,79389,80619,0,1,6
106,12,80620,82477,0,1,5
107,13,82478,82917,0,1,6
108,41,82918,83943,1,0,6
109,13,83944,86589,0,1,6
110,12,86590,87016,0,1,5
111,13,87017,87573,0,1,6
112,11,87574,88533,0,1,4
113,12,88534,88616,0,1,5
114,11,88617,89506,0,1,4
115,12,89507,90481,0,1,5
116,13,90482,90832,0,1,6
117,7,90833,91438,0,1,0
118,21,91439,91490,0,3,0
119,27,91491,91636,0,3,6
120,21,91637,91820,0,3,0
121,27,91821,92521,0,3,6
122,25,92522,94037,0,3,4
123,23,94038,94099,0,3,2
124,30,94100,94525,0,4,2
125,23,94526,94912,0,3,2
126,106,94913,96306,3,2,4
127,105,96307,97141,3,2,3
128,71,97142,97747,2,1,2
129,105,97748,100353,3,2,3
130,94,100354,101581,3,0,3
131,100,101582,101699,3,1,3
132,102,101700,102212,3,1,5
133,22,102213,102851,0,3,1
134,29,102852,104181,0,4,1
135,92,104182,104492,3,0,1
136,0,104493,106703,0,0,0
137,21,106704,108487,0,3,0
138,66,108488,109607,2,0,3
139,64,109608,111164,2,0,1
140,21,111165,111508,0,3,0
141,22,111509,111519,0,3,1
142,72,111520,112102,2,1,3
143,98,112103,113238,3,1,1
144,46,113239,113672,1,1,5
145,83,113673,114324,2,3,5
146,82,114325,114471,2,3,4
147,84,114472,114885,2,3,6
148,41,114886,115626,1,0,6
149,52,115627,115990,1,2,6
150,34,115991,116271,0,4,6
151,33,116272,116344,0,4,5
152,12,116345,116582,0,1,5
153,40,116583,116686,1,0,5
154,41,116687,116777,1,0,6
155,34,116778,116965,0,4,6
156,52,116966,118672,1,2,6
157,51,118673,118864,1,2,5
158,68,118865,120011,2,0,5
159,67,120012,120219,2,0,4
160,50,120220,120526,1,2,4
161,45,120527,120666,1,1,4
162,42,120667,120970,1,1,1
163,71,120971,121089,2,1,2
164,92,121090,122283,3,0,1
165,28,122284,122570,0,4,0
166,65,122571,122830,2,0,2
167,91,122831,122839,3,0,0
168,7,122840,123363,0,1,0
169,63,123364,124238,2,0,0
170,93,124239,124517,3,0,2
171,37,124518,124574,1,0,2
172,93,124575,126283,3,0,2
173,99,126284,126290,3,1,2
174,102,126291,127237,3,1,5
175,96,127238,127421,3,0,5
176,102,127422,128441,3,1,5
177,40,128442,128529,1,0,5
178,38,128530,129004,1,0,3
179,40,129005,129552,1,0,5
180,79,129553,129667,2,2,5
181,30,129668,131764,0,4,2
182,107,131765,132266,3,2,5
183,30,132267,133478,0,4,2
184,79,133479,133932,2,2,5
185,33,133933,134471,0,4,5
186,29,134472,135530,0,4,1
187,8,135531,135628,0,1,1
188,9,135629,135719,0,1,2
189,12,135720,136631,0,1,5
190,19,136632,137055,0,2,5
191,15,137056,137945,0,2,1
192,19,137946,139700,0,2,5
193,17,139701,140379,0,2,3
194,38,140380,141523,1,0,3
195,36,141524,143466,1,0,1
196,72,143467,144122,2,1,3
197,44,144123,144477,1,1,3
198,47,144478,145210,1,1,6
199,56,145211,145524,1,3,6
200,103,145525,145586,3,1,6
201,75,145587,145680,2,1,6
202,72,145681,145692,2,1,3
203,109,145693,145732,3,3,3
204,44,145733,147114,1,1,3
205,109,147115,147860,3,3,3
206,56,147861,148013,1,3,6
207,72,148014,148231,2,1,3
208,75,148232,148414,2,1,6
209,84,148415,148622,2,3,6
210,75,148623,148675,2,1,6
211,73,148676,149443,2,1,4
212,18,149444,149749,0,2,4
213,101,149750,149816,3,1,4
214,100,149817,150023,3,1,3
215,10,150024,150669,0,1,3
216,11,150670,151473,0,1,4
217,13,151474,151723,0,1,6
218,8,151724,154237,0,1,1
219,29,154238,155991,0,4,1
220,64,155992,157126,2,0,1
221,15,157127,157530,0,2,1
222,36,157531,157580,1,0,1
223,15,157581,157918,0,2,1
224,29,157919,161744,0,4,1
225,36,161745,162376,1,0,1
226,8,162377,162882,0,1,1
227,36,162883,166983,1,0,1
228,39,166984,168062,1,0,4
229,4,168063,168292,0,0,4
230,5,168293,168899,0,0,5
231,4,168900,168959,0,0,4
232,3,168960,170139,0,0,3
233,2,170140,171043,0,0,2
234,0,171044,171230,0,0,0
235,2,171231,171857,0,0,2
236,23,171858,172301,0,3,2
237,21,172302,172355,0,3,0
238,22,172356,172408,0,3,1
239,21,172409,172689,0,3,0
240,0,172690,174105,0,0,0
241,2,174106,174977,0,0,2
242,9,174978,175849,0,1,2
243,2,175850,175909,0,0,2
244,0,175910,176946,0,0,0
245,93,176947,177920,3,0,2
246,0,177921,178463,0,0,0
247,2,178464,179197,0,0,2
248,65,179198,179413,2,0,2
249,30,179414,180957,0,4,2
250,65,180958,181518,2,0,2
251,48,181519,182628,1,2,2
252,76,182629,183187,2,2,2
253,48,183188,183961,1,2,2
254,93,183962,184003,3,0,2
255,14,184004,184480,0,2,0
256,15,184481,186081,0,2,1
257,16,186082,188872,0,2,2
258,30,188873,189092,0,4,2
259,32,189093,189634,0,4,4
260,33,189635,190962,0,4,5
261,30,190963,193189,0,4,2
262,65,193190,193837,2,0,2
263,51,193838,193920,1,2,5
264,33,193921,194808,0,4,5
265,51,194809,195691,1,2,5
266,99,195692,197255,3,1,2
267,8,197256,198672,0,1,1
268,7,198673,199688,0,1,0
269,92,199689,199836,3,0,1
270,71,199837,199999,2,1,2
