gr,name,start,end,topology,int_1,int_2
1,39,0,89,1,0,4
2,40,90,525,1,0,5
3,63,526,1271,2,0,0
4,41,1272,2106,1,0,6
5,6,2107,2116,0,0,6
6,5,2117,3151,0,0,5
7,12,3152,3309,0,1,5
8,5,3310,3884,0,0,5
9,0,3885,4104,0,0,0
10,67,4105,4270,2,0,4
11,65,4271,6005,2,0,2
12,16,6006,6475,0,2,2
13,9,6476,7034,0,1,2
14,12,7035,7468,0,1,5
15,13,7469,7964,0,1,6
16,20,7965,8022,0,2,6
17,6,8023,8060,0,0,6
18,20,8061,8336,0,2,6
19,19,8337,8745,0,2,5
20,5,8746,9149,0,0,5
21,6,9150,9582,0,0,6
22,4,9583,10192,0,0,4
23,32,10193,10381,0,4,4
24,34,10382,10496,0,4,6
25,31,10497,10753,0,4,3
26,94,10754,10779,3,0,3
27,21,10780,11972,0,3,0
28,27,11973,12196,0,3,6
29,26,12197,12277,0,3,5
30,25,12278,12746,0,3,4
31,27,12747,14416,0,3,6
32,26,14417,15339,0,3,5
33,25,15340,16526,0,3,4
34,45,16527,17229,1,1,4
35,4,17230,17626,0,0,4
36,1,17627,17711,0,0,1
37,92,17712,17851,3,0,1
38,15,17852,17862,0,2,1
39,18,17863,18189,0,2,4
40,45,18190,18573,1,1,4
41,64,18574,19190,2,0,1
42,45,19191,19556,1,1,4
43,47,19557,20304,1,1,6
44,27,20305,20339,0,3,6
45,20,20340,20705,0,2,6
46,27,20706,21503,0,3,6
47,13,21504,23210,0,1,6
48,41,23211,24101,1,0,6
49,39,24102,25288,1,0,4
50,41,25289,26027,1,0,6
51,69,26028,26456,2,0,6
52,97,26457,27576,3,0,6
53,95,27577,28896,3,0,4
54,14,28897,30209,0,2,0
55,17,30210,30217,0,2,3
56,18,30218,31098,0,2,4
57,95,31099,31155,3,0,4
58,21,31156,31161,0,3,0
59,0,31162,31710,0,0,0
60,67,31711,31773,2,0,4
61,66,31774,32118,2,0,3
62,28,32119,32382,0,4,0
63,31,32383,33589,0,4,3
64,38,33590,34986,1,0,3
65,24,34987,35512,0,3,3
66,25,35513,35892,0,3,4
67,21,35893,35907,0,3,0
68,25,35908,35996,0,3,4
69,11,35997,36325,0,1,4
70,25,36326,36968,0,3,4
71,39,36969,37487,1,0,4
72,32,37488,38622,0,4,4
73,30,38623,38798,0,4,2
74,37,38799,40068,1,0,2
75,30,40069,40190,0,4,2
76,37,40191,40268,1,0,2
77,39,40269,40703,1,0,4
78,11,40704,40945,0,1,4
79,10,40946,42029,0,1,3
80,7,42030,42098,0,1,0
81,10,42099,42741,0,1,3
82,31,42742,43773,0,4,3
83,28,43774,44630,0,4,0
84,35,44631,45226,1,0,0
85,93,45227,46075,3,0,2
86,16,46076,46688,0,2,2
87,2,46689,46948,0,0,2
88,0,46949,47833,0,0,0
89,63,47834,47897,2,0,0
90,14,47898,48010,0,2,0
91,91,48011,48587,3,0,0
92,93,48588,49194,3,0,2
93,7,49195,52595,0,1,0
94,91,52596,53769,3,0,0
95,35,53770,54532,1,0,0
96,7,54533,55651,0,1,0
97,35,55652,56958,1,0,0
98,63,56959,57819,2,0,0
99,28,57820,58256,0,4,0
100,7,58257,59515,0,1,0
101,28,59516,59967,0,4,0
102,7,59968,60635,0,1,0
103,21,60636,63582,0,3,0
104,92,63583,66930,3,0,1
105,46,66931,67078,1,1,5
106,92,67079,68227,3,0,1
107,7,68228,69430,0,1,0
108,63,69431,69559,2,0,0
109,92,69560,69717,3,0,1
110,63,69718,69779,2,0,0
111,36,69780,70041,1,0,1
112,63,70042,71248,2,0,0
113,7,71249,74563,0,1,0
114,35,74564,74565,1,0,0
115,69,74566,74823,2,0,6
116,14,74824,75276,0,2,0
117,0,75277,78333,0,0,0
118,69,78334,78823,2,0,6
119,28,78824,83608,0,4,0
120,69,83609,84366,2,0,6
121,35,84367,86598,1,0,0
122,14,86599,87397,0,2,0
123,0,87398,87597,0,0,0
124,28,87598,88691,0,4,0
125,0,88692,90794,0,0,0
126,7,90795,90942,0,1,0
127,35,90943,91749,1,0,0
128,7,91750,91807,0,1,0
129,0,91808,91882,0,0,0
130,35,91883,92445,1,0,0
131,28,92446,92940,0,4,0
132,63,92941,94518,2,0,0
133,91,94519,99484,3,0,0
134,41,99485,100631,1,0,6
135,63,100632,101331,2,0,0
136,14,101332,101686,0,2,0
137,63,101687,101859,2,0,0
138,14,101860,101919,0,2,0
139,91,101920,102770,3,0,0
140,41,102771,103032,1,0,6
141,91,103033,103568,3,0,0
142,41,103569,103714,1,0,6
143,91,103715,104625,3,0,0
144,35,104626,105171,1,0,0
145,0,105172,105974,0,0,0
146,91,105975,106155,3,0,0
147,14,106156,106553,0,2,0
148,0,106554,106792,0,0,0
149,91,106793,107553,3,0,0
150,21,107554,108255,0,3,0
151,35,108256,110360,1,0,0
152,91,110361,110702,3,0,0
153,39,110703,111154,1,0,4
154,40,111155,111565,1,0,5
155,26,111566,111837,0,3,5
156,21,111838,114102,0,3,0
157,91,114103,115139,3,0,0
158,41,115140,115261,1,0,6
159,7,115262,117108,0,1,0
160,69,117109,117491,2,0,6
161,63,117492,117637,2,0,0
162,91,117638,118401,3,0,0
163,21,118402,118786,0,3,0
164,35,118787,118826,1,0,0
165,91,118827,119129,3,0,0
166,28,119130,123745,0,4,0
167,7,123746,123988,0,1,0
168,28,123989,125981,0,4,0
169,63,125982,126104,2,0,0
170,91,126105,127376,3,0,0
171,7,127377,129748,0,1,0
172,28,129749,131205,0,4,0
173,63,131206,131578,2,0,0
174,91,131579,134142,3,0,0
175,94,134143,134843,3,0,3
176,0,134844,135724,0,0,0
177,66,135725,136140,2,0,3
178,109,136141,136147,3,3,3
179,82,136148,136817,2,3,4
180,67,136818,137553,2,0,4
181,0,137554,138843,0,0,0
182,63,138844,141025,2,0,0
183,0,141026,147606,0,0,0
184,6,147607,148431,0,0,6
185,41,148432,148796,1,0,6
186,97,148797,148837,3,0,6
187,92,148838,149695,3,0,1
188,91,149696,151290,3,0,0
189,92,151291,151490,3,0,1
190,94,151491,151832,3,0,3
191,31,151833,153612,0,4,3
192,94,153613,154001,3,0,3
193,3,154002,154772,0,0,3
194,105,154773,154926,3,2,3
195,94,154927,155162,3,0,3
196,105,155163,155575,3,2,3
197,37,155576,156169,1,0,2
198,91,156170,156809,3,0,0
199,0,156810,157759,0,0,0
200,21,157760,157859,0,3,0
201,23,157860,159034,0,3,2
202,25,159035,159339,0,3,4
203,39,159340,159773,1,0,4
204,35,159774,159959,1,0,0
205,39,159960,161477,1,0,4
206,18,161478,161562,0,2,4
207,14,161563,162231,0,2,0
208,67,162232,162400,2,0,4
209,14,162401,164772,0,2,0
210,7,164773,165477,0,1,0
211,63,165478,166336,2,0,0
212,40,166337,166388,1,0,5
213,51,166389,166794,1,2,5
214,50,166795,168371,1,2,4
215,87,168372,168550,2,4,6
216,69,168551,168807,2,0,6
217,87,168808,169147,2,4,6
218,54,169148,169976,1,3,4
219,4,169977,170178,0,0,4
220,2,170179,170337,0,0,2
221,106,170338,172004,3,2,4
222,18,172005,172542,0,2,4
223,39,172543,172778,1,0,4
224,18,172779,172890,0,2,4
225,67,172891,173307,2,0,4
226,39,173308,173869,1,0,4
227,11,173870,173967,0,1,4
228,9,173968,176188,0,1,2
229,7,176189,176194,0,1,0
230,21,176195,176481,0,3,0
231,23,176482,177485,0,3,2
232,25,177486,177621,0,3,4
233,32,177622,178129,0,4,4
234,39,178130,178266,1,0,4
235,32,178267,179363,0,4,4
236,50,179364,179744,1,2,4
237,95,179745,179880,3,0,4
238,11,179881,181178,0,1,4
239,13,181179,181625,0,1,6
240,69,181626,183032,2,0,6
241,13,183033,184437,0,1,6
242,7,184438,185958,0,1,0
243,63,185959,186216,2,0,0
244,94,186217,186718,3,0,3
245,7,186719,188340,0,1,0
246,12,188341,188499,0,1,5
247,8,188500,189151,0,1,1
248,7,189152,189768,0,1,0
249,12,189769,190018,0,1,5
250,7,190019,190070,0,1,0
251,8,190071,191863,0,1,1
252,92,191864,192294,3,0,1
253,0,192295,192318,0,0,0
254,92,192319,193678,3,0,1
255,1,193679,196809,0,0,1
256,0,196810,198055,0,0,0
257,1,198056,198616,0,0,1
258,64,198617,199619,2,0,1
259,92,199620,199909,3,0,1
260,63,199910,199999,2,0,0
