gr,name,start,end,topology,int_1,int_2
1,95,0,267,3,0,4
2,11,268,368,0,1,4
3,12,369,395,0,1,5
4,10,396,405,0,1,3
5,12,406,907,0,1,5
6,96,908,1441,3,0,5
7,0,1442,2649,0,0,0
8,2,2650,2824,0,0,2
9,93,2825,3033,3,0,2
10,0,3034,3675,0,0,0
11,93,3676,3777,3,0,2
12,37,3778,7046,1,0,2
13,65,7047,7946,2,0,2
14,37,7947,8178,1,0,2
15,91,8179,9098,3,0,0
16,93,9099,9513,3,0,2
17,96,9514,10316,3,0,5
18,97,10317,11880,3,0,6
19,6,11881,12806,0,0,6
20,69,12807,12969,2,0,6
21,41,12970,13068,1,0,6
22,39,13069,13224,1,0,4
23,95,13225,17181,3,0,4
24,25,17182,17512,0,3,4
25,26,17513,18425,0,3,5
26,22,18426,19860,0,3,1
27,29,19861,20824,0,4,1
28,92,20825,21429,3,0,1
29,96,21430,21855,3,0,5
30,95,21856,21908,3,0,4
31,101,21909,22142,3,1,4
32,22,22143,22512,0,3,1
33,25,22513,22529,0,3,4
34,26,22530,23022,0,3,5
35,40,23023,23763,1,0,5
36,19,23764,24105,0,2,5
37,20,24106,24881,0,2,6
38,41,24882,25127,1,0,6
39,112,25128,25306,3,3,6
40,108,25307,25940,3,2,6
41,16,25941,26241,0,2,2
42,19,26242,27961,0,2,5
43,96,27962,28211,3,0,5
44,35,28212,28238,1,0,0
45,63,28239,28586,2,0,0
46,91,28587,28822,3,0,0
47,97,28823,30613,3,0,6
48,63,30614,31141,2,0,0
49,40,31142,31171,1,0,5
50,41,31172,31743,1,0,6
51,91,31744,31848,3,0,0
52,40,31849,32233,1,0,5
53,37,32234,32451,1,0,2
54,107,32452,33256,3,2,5
55,96,33257,33966,3,0,5
56,91,33967,34135,3,0,0
57,14,34136,34472,0,2,0
58,18,34473,36351,0,2,4
59,19,36352,36530,0,2,5
60,40,36531,36839,1,0,5
61,41,36840,37656,1,0,6
62,6,37657,38001,0,0,6
63,0,38002,38508,0,0,0
64,21,38509,38924,0,3,0
65,0,38925,43334,0,0,0
66,35,43335,43900,1,0,0
67,21,43901,47334,0,3,0
68,63,47335,48691,2,0,0
69,91,48692,51842,3,0,0
70,28,51843,52189,0,4,0
71,91,52190,58940,3,0,0
72,28,58941,59731,0,4,0
73,91,59732,60243,3,0,0
74,96,60244,61097,3,0,5
75,26,61098,61344,0,3,5
76,27,61345,61427,0,3,6
77,25,61428,63307,0,3,4
78,11,63308,64035,0,1,4
79,25,64036,64154,0,3,4
80,67,64155,64262,2,0,4
81,66,64263,66240,2,0,3
82,68,66241,70108,2,0,5
83,28,70109,71170,0,4,0
84,0,71171,75354,0,0,0
85,6,75355,75651,0,0,6
86,5,75652,76316,0,0,5
87,19,76317,76318,0,2,5
88,20,76319,76359,0,2,6
89,6,76360,76728,0,0,6
90,0,76729,77538,0,0,0
91,6,77539,77664,0,0,6
92,34,77665,78335,0,4,6
93,20,78336,78938,0,2,6
94,34,78939,79840,0,4,6
95,33,79841,80805,0,4,5
96,34,80806,81616,0,4,6
97,33,81617,82563,0,4,5
98,5,82564,82771,0,0,5
99,4,82772,82891,0,0,4
100,32,82892,83018,0,4,4
101,4,83019,83245,0,0,4
102,32,83246,83742,0,4,4
103,33,83743,83796,0,4,5
104,28,83797,83870,0,4,0
105,91,83871,85467,3,0,0
106,63,85468,89871,2,0,0
107,35,89872,89882,1,0,0
108,63,89883,91449,2,0,0
109,28,91450,93261,0,4,0
110,63,93262,93633,2,0,0
111,14,93634,95173,0,2,0
112,7,95174,99509,0,1,0
113,28,99510,100258,0,4,0
114,14,100259,100502,0,2,0
115,28,100503,105415,0,4,0
116,91,105416,105966,3,0,0
117,14,105967,107070,0,2,0
118,28,107071,107532,0,4,0
119,91,107533,107974,3,0,0
120,35,107975,108549,1,0,0
121,69,108550,109348,2,0,6
122,63,109349,109916,2,0,0
123,28,109917,110499,0,4,0
124,21,110500,110591,0,3,0
125,28,110592,110862,0,4,0
126,63,110863,112627,2,0,0
127,7,112628,113131,0,1,0
128,28,113132,114728,0,4,0
129,21,114729,120516,0,3,0
130,14,120517,120634,0,2,0
131,91,120635,123703,3,0,0
132,41,123704,123707,1,0,6
133,14,123708,125428,0,2,0
134,91,125429,125777,3,0,0
135,14,125778,127396,0,2,0
136,7,127397,128539,0,1,0
137,35,128540,128541,1,0,0
138,91,128542,128548,3,0,0
139,0,128549,128549,0,0,0
140,91,128550,128777,3,0,0
141,35,128778,129644,1,0,0
142,14,129645,130215,0,2,0
143,0,130216,130881,0,0,0
144,2,130882,131785,0,0,2
145,16,131786,132049,0,2,2
146,71,132050,133184,2,1,2
147,104,133185,133616,3,2,2
148,37,133617,134080,1,0,2
149,65,134081,134131,2,0,2
150,14,134132,136393,0,2,0
151,93,136394,137080,3,0,2
152,65,137081,138458,2,0,2
153,93,138459,138719,3,0,2
154,37,138720,138813,1,0,2
155,9,138814,140234,0,1,2
156,7,140235,141504,0,1,0
157,14,141505,141510,0,2,0
158,20,141511,141683,0,2,6
159,97,141684,142634,3,0,6
160,69,142635,142693,2,0,6
161,63,142694,144534,2,0,0
162,69,144535,145039,2,0,6
163,27,145040,145928,0,3,6
164,24,145929,146800,0,3,3
165,26,146801,147315,0,3,5
166,27,147316,147909,0,3,6
167,21,147910,151568,0,3,0
168,27,151569,152372,0,3,6
169,21,152373,152441,0,3,0
170,27,152442,153187,0,3,6
171,25,153188,153922,0,3,4
172,11,153923,157607,0,1,4
173,13,157608,158667,0,1,6
174,10,158668,159657,0,1,3
175,44,159658,160436,1,1,3
176,10,160437,160888,0,1,3
177,38,160889,161571,1,0,3
178,40,161572,162607,1,0,5
179,12,162608,164134,0,1,5
180,40,164135,164907,1,0,5
181,51,164908,165140,1,2,5
182,46,165141,165232,1,1,5
183,64,165233,165631,2,0,1
184,7,165632,165858,0,1,0
185,21,165859,165904,0,3,0
186,92,165905,167735,3,0,1
187,70,167736,168063,2,1,1
188,92,168064,168450,3,0,1
189,91,168451,169815,3,0,0
190,95,169816,170563,3,0,4
191,14,170564,172031,0,2,0
192,66,172032,172382,2,0,3
193,110,172383,172496,3,3,4
194,39,172497,172734,1,0,4
195,4,172735,173297,0,0,4
196,6,173298,173372,0,0,6
197,34,173373,173619,0,4,6
198,32,173620,174201,0,4,4
199,30,174202,174404,0,4,2
200,23,174405,175490,0,3,2
201,22,175491,177643,0,3,1
202,102,177644,177808,3,1,5
203,64,177809,179284,2,0,1
204,65,179285,181377,2,0,2
205,63,181378,181558,2,0,0
206,35,181559,182205,1,0,0
207,14,182206,183597,0,2,0
208,16,183598,184657,0,2,2
209,30,184658,187973,0,4,2
210,65,187974,189238,2,0,2
211,30,189239,189448,0,4,2
212,28,189449,190914,0,4,0
213,91,190915,191451,3,0,0
214,95,191452,193892,3,0,4
215,35,193893,194042,1,0,0
216,37,194043,195859,1,0,2
217,35,195860,195957,1,0,0
218,93,195958,196308,3,0,2
219,96,196309,196762,3,0,5
220,21,196763,197395,0,3,0
221,22,197396,199999,0,3,1
