gr,name,start,end,topology,int_1,int_2
1,52,0,318,1,2,6
2,47,319,972,1,1,6
3,52,973,1283,1,2,6
4,99,1284,1750,3,1,2
5,52,1751,1962,1,2,6
6,47,1963,2672,1,1,6
7,103,2673,3544,3,1,6
8,97,3545,5834,3,0,6
9,52,5835,6023,1,2,6
10,51,6024,6038,1,2,5
11,107,6039,6677,3,2,5
12,116,6678,7510,3,5,5
13,79,7511,7951,2,2,5
14,48,7952,8860,1,2,2
15,51,8861,9360,1,2,5
16,74,9361,9512,2,1,5
17,75,9513,11393,2,1,6
18,71,11394,11844,2,1,2
19,29,11845,13792,0,4,1
20,30,13793,14041,0,4,2
21,48,14042,15191,1,2,2
22,30,15192,15625,0,4,2
23,33,15626,16679,0,4,5
24,68,16680,17565,2,0,5
25,33,17566,18094,0,4,5
26,96,18095,18394,3,0,5
27,0,18395,19074,0,0,0
28,7,19075,19277,0,1,0
29,0,19278,19924,0,0,0
30,5,19925,20447,0,0,5
31,2,20448,20542,0,0,2
32,37,20543,20774,1,0,2
33,2,20775,21791,0,0,2
34,37,21792,22214,1,0,2
35,40,22215,23159,1,0,5
36,12,23160,24516,0,1,5
37,9,24517,24583,0,1,2
38,37,24584,24787,1,0,2
39,9,24788,25265,0,1,2
40,12,25266,25278,0,1,5
41,13,25279,26005,0,1,6
42,6,26006,26015,0,0,6
43,108,26016,26221,3,2,6
44,2,26222,26896,0,0,2
45,104,26897,26953,3,2,2
46,93,26954,26989,3,0,2
47,104,26990,26990,3,2,2
48,93,26991,27258,3,0,2
49,16,27259,27600,0,2,2
50,71,27601,28123,2,1,2
51,8,28124,29360,0,1,1
52,71,29361,29420,2,1,2
53,1,29421,30087,0,0,1
54,8,30088,30429,0,1,1
55,71,30430,30860,2,1,2
56,104,30861,31425,3,2,2
57,30,31426,32001,0,4,2
58,65,32002,32379,2,0,2
59,37,32380,32673,1,0,2
60,9,32674,34119,0,1,2
61,2,34120,34290,0,0,2
62,37,34291,34561,1,0,2
63,9,34562,34769,0,1,2
64,2,34770,36795,0,0,2
65,99,36796,37831,3,1,2
66,37,37832,40012,1,0,2
67,91,40013,41277,3,0,0
68,0,41278,41463,0,0,0
69,7,41464,42650,0,1,0
70,63,42651,44138,2,0,0
71,14,44139,45288,0,2,0
72,0,45289,46308,0,0,0
73,14,46309,48112,0,2,0
74,0,48113,48756,0,0,0
75,63,48757,49815,2,0,0
76,7,49816,52803,0,1,0
77,0,52804,52886,0,0,0
78,64,52887,52891,2,0,1
79,15,52892,55487,0,2,1
80,14,55488,56208,0,2,0
81,93,56209,56876,3,0,2
82,52,56877,59439,1,2,6
83,65,59440,61243,2,0,2
84,7,61244,63121,0,1,0
85,94,63122,64010,3,0,3
86,21,64011,64718,0,3,0
87,66,64719,64741,2,0,3
88,68,64742,65019,2,0,5
89,69,65020,65714,2,0,6
90,68,65715,66338,2,0,5
91,12,66339,66923,0,1,5
92,68,66924,68331,2,0,5
93,21,68332,72348,0,3,0
94,35,72349,75727,1,0,0
95,96,75728,79110,3,0,5
96,93,79111,79245,3,0,2
97,30,79246,79250,0,4,2
98,93,79251,79799,3,0,2
99,16,79800,81590,0,2,2
100,14,81591,83975,0,2,0
101,91,83976,84170,3,0,0
102,41,84171,84240,1,0,6
103,35,84241,84540,1,0,0
104,91,84541,85903,3,0,0
105,35,85904,86256,1,0,0
106,14,86257,86383,0,2,0
107,35,86384,86421,1,0,0
108,21,86422,86661,0,3,0
109,35,86662,88896,1,0,0
110,28,88897,91501,0,4,0
111,14,91502,93651,0,2,0
112,63,93652,96645,2,0,0
113,35,96646,96880,1,0,0
114,63,96881,98204,2,0,0
115,41,98205,100179,1,0,6
116,35,100180,101046,1,0,0
117,63,101047,104838,2,0,0
118,69,104839,106518,2,0,6
119,91,106519,107768,3,0,0
120,35,107769,108080,1,0,0
121,0,108081,108097,0,0,0
122,63,108098,108843,2,0,0
123,21,108844,109063,0,3,0
124,28,109064,109511,0,4,0
125,21,109512,109995,0,3,0
126,91,109996,110235,3,0,0
127,7,110236,112982,0,1,0
128,63,112983,114657,2,0,0
129,68,114658,115167,2,0,5
130,67,115168,115848,2,0,4
131,65,115849,118024,2,0,2
132,68,118025,118821,2,0,5
133,63,118822,121773,2,0,0
134,68,121774,123339,2,0,5
135,5,123340,124055,0,0,5
136,68,124056,125242,2,0,5
137,102,125243,125534,3,1,5
138,68,125535,128123,2,0,5
139,96,128124,128231,3,0,5
140,97,128232,128824,3,0,6
141,93,128825,129364,3,0,2
142,104,129365,129567,3,2,2
143,9,129568,129897,0,1,2
144,104,129898,130100,3,2,2
145,93,130101,130418,3,0,2
146,65,130419,130723,2,0,2
147,108,130724,131022,3,2,6
148,34,131023,132637,0,4,6
149,31,132638,134458,0,4,3
150,112,134459,136051,3,3,6
151,80,136052,136097,2,2,6
152,78,136098,136917,2,2,4
153,80,136918,137112,2,2,6
154,79,137113,138277,2,2,5
155,68,138278,140384,2,0,5
156,61,140385,140400,1,5,6
157,68,140401,140455,2,0,5
158,67,140456,140490,2,0,4
159,113,140491,140512,3,4,4
160,18,140513,140687,0,2,4
161,20,140688,141023,0,2,6
162,115,141024,141277,3,4,6
163,84,141278,141319,2,3,6
164,83,141320,141661,2,3,5
165,96,141662,141765,3,0,5
166,83,141766,142059,2,3,5
167,17,142060,144674,0,2,3
168,111,144675,144819,3,3,5
169,112,144820,145637,3,3,6
170,111,145638,146444,3,3,5
171,74,146445,146678,2,1,5
172,75,146679,146707,2,1,6
173,74,146708,147925,2,1,5
174,73,147926,148313,2,1,4
175,54,148314,148326,1,3,4
176,53,148327,150105,1,3,3
177,17,150106,150136,0,2,3
178,18,150137,150217,0,2,4
179,19,150218,150331,0,2,5
180,15,150332,152931,0,2,1
181,102,152932,152951,3,1,5
182,96,152952,153562,3,0,5
183,97,153563,153762,3,0,6
184,96,153763,154340,3,0,5
185,97,154341,154808,3,0,6
186,115,154809,154955,3,4,6
187,54,154956,155049,1,3,4
188,95,155050,155059,3,0,4
189,54,155060,155554,1,3,4
190,94,155555,156113,3,0,3
191,53,156114,156734,1,3,3
192,94,156735,157024,3,0,3
193,53,157025,157848,1,3,3
194,82,157849,158492,2,3,4
