gr,name,start,end,topology,int_1,int_2
1,41,0,121,1,0,6
2,40,122,687,1,0,5
3,5,688,1675,0,0,5
4,0,1676,1899,0,0,0
5,2,1900,4079,0,0,2
6,23,4080,4580,0,3,2
7,22,4581,4719,0,3,1
8,26,4720,6616,0,3,5
9,25,6617,7037,0,3,4
10,4,7038,10742,0,0,4
11,2,10743,10910,0,0,2
12,1,10911,11918,0,0,1
13,4,11919,12470,0,0,4
14,2,12471,13014,0,0,2
15,0,13015,13273,0,0,0
16,65,13274,13801,2,0,2
17,68,13802,13905,2,0,5
18,96,13906,14064,3,0,5
19,94,14065,14219,3,0,3
20,21,14220,16108,0,3,0
21,68,16109,18471,2,0,5
22,69,18472,19295,2,0,6
23,14,19296,21242,0,2,0
24,16,21243,24345,0,2,2
25,15,24346,24396,0,2,1
26,36,24397,24624,1,0,1
27,92,24625,24759,3,0,1
28,64,24760,26816,2,0,1
29,36,26817,27641,1,0,1
30,64,27642,28389,2,0,1
31,29,28390,28773,0,4,1
32,64,28774,29403,2,0,1
33,0,29404,30543,0,0,0
34,5,30544,30561,0,0,5
35,0,30562,30977,0,0,0
36,63,30978,30988,2,0,0
37,21,30989,32664,0,3,0
38,28,32665,33016,0,4,0
39,21,33017,33351,0,3,0
40,26,33352,33901,0,3,5
41,22,33902,33956,0,3,1
42,1,33957,34919,0,0,1
43,4,34920,36368,0,0,4
44,0,36369,36527,0,0,0
45,64,36528,36872,2,0,1
46,45,36873,36928,1,1,4
47,18,36929,37524,0,2,4
48,4,37525,38352,0,0,4
49,0,38353,41133,0,0,0
50,21,41134,44970,0,3,0
51,63,44971,46311,2,0,0
52,21,46312,47140,0,3,0
53,14,47141,48067,0,2,0
54,21,48068,49688,0,3,0
55,91,49689,50703,3,0,0
56,35,50704,50815,1,0,0
57,21,50816,51724,0,3,0
58,35,51725,51783,1,0,0
59,7,51784,53499,0,1,0
60,63,53500,53836,2,0,0
61,91,53837,54649,3,0,0
62,28,54650,54719,0,4,0
63,31,54720,54976,0,4,3
64,28,54977,55021,0,4,0
65,7,55022,55348,0,1,0
66,21,55349,55820,0,3,0
67,28,55821,56824,0,4,0
68,63,56825,56994,2,0,0
69,28,56995,57026,0,4,0
70,63,57027,59993,2,0,0
71,7,59994,59998,0,1,0
72,0,59999,60055,0,0,0
73,7,60056,61414,0,1,0
74,63,61415,61816,2,0,0
75,91,61817,62266,3,0,0
76,35,62267,63892,1,0,0
77,36,63893,64075,1,0,1
78,8,64076,64597,0,1,1
79,10,64598,65618,0,1,3
80,44,65619,65677,1,1,3
81,38,65678,66389,1,0,3
82,44,66390,68091,1,1,3
83,3,68092,68644,0,0,3
84,31,68645,68904,0,4,3
85,38,68905,69442,1,0,3
86,41,69443,69782,1,0,6
87,34,69783,70369,0,4,6
88,33,70370,71743,0,4,5
89,26,71744,71796,0,3,5
90,33,71797,72237,0,4,5
91,5,72238,72569,0,0,5
92,6,72570,72831,0,0,6
93,41,72832,74081,1,0,6
94,6,74082,74986,0,0,6
95,0,74987,77141,0,0,0
96,14,77142,77155,0,2,0
97,7,77156,77309,0,1,0
98,10,77310,77484,0,1,3
99,66,77485,78064,2,0,3
100,31,78065,78547,0,4,3
101,28,78548,78928,0,4,0
102,21,78929,80250,0,3,0
103,14,80251,80940,0,2,0
104,28,80941,81006,0,4,0
105,94,81007,81350,3,0,3
106,35,81351,82641,1,0,0
107,94,82642,82855,3,0,3
108,14,82856,82893,0,2,0
109,35,82894,84952,1,0,0
110,39,84953,85237,1,0,4
111,40,85238,85268,1,0,5
112,33,85269,85770,0,4,5
113,68,85771,85809,2,0,5
114,69,85810,86076,2,0,6
115,97,86077,87328,3,0,6
116,91,87329,88855,3,0,0
117,7,88856,89554,0,1,0
118,91,89555,89855,3,0,0
119,41,89856,90786,1,0,6
120,91,90787,92273,3,0,0
121,41,92274,93035,1,0,6
122,91,93036,93991,3,0,0
123,63,93992,96932,2,0,0
124,7,96933,101804,0,1,0
125,0,101805,101866,0,0,0
126,7,101867,102252,0,1,0
127,0,102253,104132,0,0,0
128,63,104133,106835,2,0,0
129,28,106836,109144,0,4,0
130,91,109145,113770,3,0,0
131,28,113771,113966,0,4,0
132,21,113967,114924,0,3,0
133,63,114925,115746,2,0,0
134,14,115747,118440,0,2,0
135,91,118441,118551,3,0,0
136,14,118552,119084,0,2,0
137,35,119085,121056,1,0,0
138,69,121057,121170,2,0,6
139,14,121171,123625,0,2,0
140,63,123626,123867,2,0,0
141,91,123868,123938,3,0,0
142,35,123939,124724,1,0,0
143,69,124725,125307,2,0,6
144,63,125308,126326,2,0,0
145,35,126327,128457,1,0,0
146,14,128458,129582,0,2,0
147,69,129583,130024,2,0,6
148,94,130025,130391,3,0,3
149,0,130392,133314,0,0,0
150,91,133315,134081,3,0,0
151,94,134082,134150,3,0,3
152,93,134151,134917,3,0,2
153,30,134918,134967,0,4,2
154,29,134968,135946,0,4,1
155,30,135947,136242,0,4,2
156,23,136243,142151,0,3,2
157,21,142152,144455,0,3,0
158,25,144456,144719,0,3,4
159,21,144720,145519,0,3,0
160,28,145520,146063,0,4,0
161,32,146064,146789,0,4,4
162,28,146790,149673,0,4,0
163,91,149674,149820,3,0,0
164,63,149821,149967,2,0,0
165,28,149968,150496,0,4,0
166,30,150497,151010,0,4,2
167,31,151011,152720,0,4,3
168,94,152721,153602,3,0,3
169,96,153603,153997,3,0,5
170,33,153998,154177,0,4,5
171,12,154178,156635,0,1,5
172,11,156636,157414,0,1,4
173,10,157415,158520,0,1,3
174,24,158521,159111,0,3,3
175,10,159112,159206,0,1,3
176,94,159207,160328,3,0,3
177,0,160329,163739,0,0,0
178,5,163740,163808,0,0,5
179,6,163809,164091,0,0,6
180,61,164092,164183,1,5,6
181,69,164184,165237,2,0,6
182,34,165238,165252,0,4,6
183,31,165253,165717,0,4,3
184,3,165718,165781,0,0,3
185,0,165782,167291,0,0,0
186,94,167292,167798,3,0,3
187,93,167799,167941,3,0,2
188,91,167942,168180,3,0,0
189,28,168181,169598,0,4,0
190,35,169599,170084,1,0,0
191,0,170085,170377,0,0,0
192,35,170378,171186,1,0,0
193,94,171187,171211,3,0,3
194,38,171212,171290,1,0,3
195,36,171291,171785,1,0,1
196,72,171786,173257,2,1,3
197,36,173258,173656,1,0,1
198,72,173657,173843,2,1,3
199,1,173844,177412,0,0,1
200,72,177413,177437,2,1,3
201,29,177438,177820,0,4,1
202,100,177821,177838,3,1,3
203,64,177839,177937,2,0,1
204,100,177938,179138,3,1,3
205,64,179139,179847,2,0,1
206,44,179848,179919,1,1,3
207,17,179920,181060,0,2,3
208,44,181061,181271,1,1,3
209,3,181272,181425,0,0,3
210,44,181426,182751,1,1,3
211,31,182752,184705,0,4,3
212,33,184706,186583,0,4,5
213,19,186584,186647,0,2,5
214,16,186648,187087,0,2,2
215,43,187088,187208,1,1,2
216,37,187209,189569,1,0,2
217,40,189570,190308,1,0,5
218,26,190309,190661,0,3,5
219,12,190662,190715,0,1,5
220,7,190716,191248,0,1,0
221,35,191249,191309,1,0,0
222,7,191310,193036,0,1,0
223,21,193037,193079,0,3,0
224,14,193080,193972,0,2,0
225,0,193973,196166,0,0,0
226,4,196167,196830,0,0,4
227,18,196831,197649,0,2,4
228,45,197650,198110,1,1,4
229,115,198111,198296,3,4,6
230,20,198297,198403,0,2,6
231,115,198404,198453,3,4,6
232,62,198454,198504,1,6,6
233,59,198505,198753,1,4,6
234,6,198754,199305,0,0,6
