gr,name,start,end,topology,int_1,int_2
1,41,0,1256,1,0,6
2,6,1257,1447,0,0,6
3,5,1448,2332,0,0,5
4,26,2333,2853,0,3,5
5,22,2854,3030,0,3,1
6,21,3031,3888,0,3,0
7,28,3889,5422,0,4,0
8,33,5423,7770,0,4,5
9,26,7771,8227,0,3,5
10,22,8228,9149,0,3,1
11,36,9150,10616,1,0,1
12,92,10617,11762,3,0,1
13,36,11763,12585,1,0,1
14,64,12586,13655,2,0,1
15,47,13656,16700,1,1,6
16,20,16701,16882,0,2,6
17,27,16883,17155,0,3,6
18,41,17156,18686,1,0,6
19,47,18687,18947,1,1,6
20,64,18948,19870,2,0,1
21,101,19871,21501,3,1,4
22,95,21502,25287,3,0,4
23,14,25288,25601,0,2,0
24,18,25602,25952,0,2,4
25,14,25953,27486,0,2,0
26,95,27487,27734,3,0,4
27,25,27735,27742,0,3,4
28,67,27743,28862,2,0,4
29,25,28863,28973,0,3,4
30,95,28974,29557,3,0,4
31,35,29558,30285,1,0,0
32,39,30286,34807,1,0,4
33,45,34808,35147,1,1,4
34,32,35148,37238,0,4,4
35,33,37239,37284,0,4,5
36,46,37285,37369,1,1,5
37,45,37370,37763,1,1,4
38,46,37764,38418,1,1,5
39,33,38419,38526,0,4,5
40,28,38527,41698,0,4,0
41,31,41699,41968,0,4,3
42,33,41969,42252,0,4,5
43,34,42253,43310,0,4,6
44,32,43311,43921,0,4,4
45,39,43922,43941,1,0,4
46,63,43942,44299,2,0,0
47,39,44300,45140,1,0,4
48,36,45141,45415,1,0,1
49,63,45416,46839,2,0,0
50,39,46840,47004,1,0,4
51,63,47005,47112,2,0,0
52,35,47113,50717,1,0,0
53,64,50718,52879,2,0,1
54,63,52880,53312,2,0,0
55,91,53313,53491,3,0,0
56,39,53492,53589,1,0,4
57,18,53590,53825,0,2,4
58,45,53826,54412,1,1,4
59,92,54413,54810,3,0,1
60,63,54811,55195,2,0,0
61,14,55196,55654,0,2,0
62,15,55655,55785,0,2,1
63,36,55786,57065,1,0,1
64,15,57066,57634,0,2,1
65,36,57635,57810,1,0,1
66,8,57811,57821,0,1,1
67,29,57822,58798,0,4,1
68,36,58799,59144,1,0,1
69,63,59145,60404,2,0,0
70,21,60405,60443,0,3,0
71,91,60444,60844,3,0,0
72,63,60845,61192,2,0,0
73,14,61193,61284,0,2,0
74,63,61285,61625,2,0,0
75,35,61626,61999,1,0,0
76,21,62000,62710,0,3,0
77,63,62711,63649,2,0,0
78,91,63650,64858,3,0,0
79,35,64859,66491,1,0,0
80,14,66492,66689,0,2,0
81,35,66690,67534,1,0,0
82,64,67535,67964,2,0,1
83,35,67965,68933,1,0,0
84,91,68934,69202,3,0,0
85,35,69203,70601,1,0,0
86,91,70602,70799,3,0,0
87,35,70800,71221,1,0,0
88,7,71222,73555,0,1,0
89,35,73556,74348,1,0,0
90,7,74349,75738,0,1,0
91,63,75739,76404,2,0,0
92,7,76405,79135,0,1,0
93,21,79136,79797,0,3,0
94,0,79798,81449,0,0,0
95,7,81450,81847,0,1,0
96,0,81848,82056,0,0,0
97,7,82057,82356,0,1,0
98,0,82357,82523,0,0,0
99,7,82524,86856,0,1,0
100,21,86857,86942,0,3,0
101,7,86943,87808,0,1,0
102,28,87809,87839,0,4,0
103,0,87840,87849,0,0,0
104,28,87850,88534,0,4,0
105,35,88535,89783,1,0,0
106,0,89784,95189,0,0,0
107,21,95190,96606,0,3,0
108,7,96607,101280,0,1,0
109,14,101281,101660,0,2,0
