gr,name,start,end,topology,int_1,int_2
1,31,0,946,0,4,3
2,28,947,2061,0,4,0
3,33,2062,2640,0,4,5
4,31,2641,3412,0,4,3
5,94,3413,4041,3,0,3
6,97,4042,4421,3,0,6
7,34,4422,4726,0,4,6
8,56,4727,4817,1,3,6
9,54,4818,4909,1,3,4
10,55,4910,5052,1,3,5
11,33,5053,5206,0,4,5
12,28,5207,5347,0,4,0
13,14,5348,5681,0,2,0
14,28,5682,6117,0,4,0
15,33,6118,7199,0,4,5
16,31,7200,7531,0,4,3
17,33,7532,8195,0,4,5
18,34,8196,8503,0,4,6
19,28,8504,9617,0,4,0
20,91,9618,11592,3,0,0
21,28,11593,11699,0,4,0
22,21,11700,12644,0,3,0
23,28,12645,13211,0,4,0
24,34,13212,13566,0,4,6
25,33,13567,13951,0,4,5
26,29,13952,14595,0,4,1
27,34,14596,16365,0,4,6
28,33,16366,17002,0,4,5
29,29,17003,18685,0,4,1
30,28,18686,21199,0,4,0
31,32,21200,21273,0,4,4
32,67,21274,21671,2,0,4
33,69,21672,23256,2,0,6
34,27,23257,24441,0,3,6
35,21,24442,26678,0,3,0
36,97,26679,28319,3,0,6
37,27,28320,30732,0,3,6
38,69,30733,31142,2,0,6
39,66,31143,33735,2,0,3
40,14,33736,33769,0,2,0
41,17,33770,33910,0,2,3
42,20,33911,34590,0,2,6
43,34,34591,34604,0,4,6
44,27,34605,34906,0,3,6
45,25,34907,35758,0,3,4
46,24,35759,36457,0,3,3
47,27,36458,37034,0,3,6
48,34,37035,37545,0,4,6
49,33,37546,38432,0,4,5
50,26,38433,38529,0,3,5
51,21,38530,39115,0,3,0
52,22,39116,40160,0,3,1
53,26,40161,40413,0,3,5
54,23,40414,40425,0,3,2
55,30,40426,40861,0,4,2
56,28,40862,41144,0,4,0
57,91,41145,41613,3,0,0
58,21,41614,42038,0,3,0
59,63,42039,42303,2,0,0
60,21,42304,43731,0,3,0
61,24,43732,46662,0,3,3
62,21,46663,46719,0,3,0
63,63,46720,47399,2,0,0
64,41,47400,47424,1,0,6
65,40,47425,47554,1,0,5
66,26,47555,47796,0,3,5
67,40,47797,47940,1,0,5
68,33,47941,48104,0,4,5
69,26,48105,48846,0,3,5
70,21,48847,49401,0,3,0
71,26,49402,51554,0,3,5
72,27,51555,52572,0,3,6
73,6,52573,52574,0,0,6
74,1,52575,52906,0,0,1
75,6,52907,53345,0,0,6
76,1,53346,53600,0,0,1
77,92,53601,53775,3,0,1
78,47,53776,54160,1,1,6
79,27,54161,54957,0,3,6
80,47,54958,55260,1,1,6
81,41,55261,55311,1,0,6
82,6,55312,58114,0,0,6
83,41,58115,59285,1,0,6
84,40,59286,59558,1,0,5
85,19,59559,60026,0,2,5
86,20,60027,63010,0,2,6
87,15,63011,63755,0,2,1
88,22,63756,65450,0,3,1
89,21,65451,66391,0,3,0
90,35,66392,66478,1,0,0
91,0,66479,66560,0,0,0
92,35,66561,66921,1,0,0
93,96,66922,68823,3,0,5
94,97,68824,70742,3,0,6
95,75,70743,70865,2,1,6
96,41,70866,71009,1,0,6
97,40,71010,71215,1,0,5
98,68,71216,71326,2,0,5
99,96,71327,71487,3,0,5
100,68,71488,72077,2,0,5
101,96,72078,72266,3,0,5
102,0,72267,72803,0,0,0
103,1,72804,76588,0,0,1
104,36,76589,78567,1,0,1
105,39,78568,80574,1,0,4
106,4,80575,82348,0,0,4
107,6,82349,82592,0,0,6
108,13,82593,82837,0,1,6
109,34,82838,83909,0,4,6
110,97,83910,84444,3,0,6
111,96,84445,85136,3,0,5
112,95,85137,87066,3,0,4
113,4,87067,87148,0,0,4
114,95,87149,87999,3,0,4
115,67,88000,89966,2,0,4
116,95,89967,92303,3,0,4
117,4,92304,93276,0,0,4
118,18,93277,93872,0,2,4
119,20,93873,93902,0,2,6
120,97,93903,93963,3,0,6
121,91,93964,95071,3,0,0
122,0,95072,95761,0,0,0
123,91,95762,95908,3,0,0
124,35,95909,96833,1,0,0
125,69,96834,96864,2,0,6
126,91,96865,98555,3,0,0
127,63,98556,98558,2,0,0
128,91,98559,98872,3,0,0
129,63,98873,99023,2,0,0
130,91,99024,99201,3,0,0
131,0,99202,102400,0,0,0
132,63,102401,102847,2,0,0
133,91,102848,106848,3,0,0
134,37,106849,109629,1,0,2
135,23,109630,111369,0,3,2
136,21,111370,112049,0,3,0
137,28,112050,112215,0,4,0
138,0,112216,117671,0,0,0
139,2,117672,118823,0,0,2
140,9,118824,119439,0,1,2
141,10,119440,119709,0,1,3
142,12,119710,120282,0,1,5
143,5,120283,120511,0,0,5
144,40,120512,122296,1,0,5
145,39,122297,123978,1,0,4
146,41,123979,123983,1,0,6
147,37,123984,124152,1,0,2
148,16,124153,124545,0,2,2
149,2,124546,124637,0,0,2
150,6,124638,124890,0,0,6
151,20,124891,125210,0,2,6
152,18,125211,125285,0,2,4
153,14,125286,125725,0,2,0
154,28,125726,125966,0,4,0
155,0,125967,126629,0,0,0
156,3,126630,127510,0,0,3
157,0,127511,127703,0,0,0
158,3,127704,128768,0,0,3
159,66,128769,129025,2,0,3
160,17,129026,130572,0,2,3
161,38,130573,130664,1,0,3
162,44,130665,131172,1,1,3
163,24,131173,131178,0,3,3
164,23,131179,132615,0,3,2
165,43,132616,132903,1,1,2
166,2,132904,133323,0,0,2
167,1,133324,134782,0,0,1
168,36,134783,134826,1,0,1
169,70,134827,135666,2,1,1
170,1,135667,137259,0,0,1
171,3,137260,138407,0,0,3
172,1,138408,138481,0,0,1
173,0,138482,139684,0,0,0
174,1,139685,140245,0,0,1
175,98,140246,140474,3,1,1
176,22,140475,141194,0,3,1
177,64,141195,141383,2,0,1
178,68,141384,141510,2,0,5
179,63,141511,144123,2,0,0
180,28,144124,144496,0,4,0
181,29,144497,145441,0,4,1
182,36,145442,145496,1,0,1
183,41,145497,146281,1,0,6
184,63,146282,146952,2,0,0
185,97,146953,147259,3,0,6
186,0,147260,148516,0,0,0
187,35,148517,148924,1,0,0
188,91,148925,149013,3,0,0
189,35,149014,149364,1,0,0
190,91,149365,149369,3,0,0
191,69,149370,151862,2,0,6
192,63,151863,154335,2,0,0
193,28,154336,154623,0,4,0
194,14,154624,155199,0,2,0
195,28,155200,156876,0,4,0
196,91,156877,157101,3,0,0
197,0,157102,158840,0,0,0
198,14,158841,159098,0,2,0
199,0,159099,161149,0,0,0
200,4,161150,161840,0,0,4
201,67,161841,163068,2,0,4
202,4,163069,164360,0,0,4
203,32,164361,164734,0,4,4
204,67,164735,165265,2,0,4
205,35,165266,165938,1,0,0
206,37,165939,166108,1,0,2
207,16,166109,166394,0,2,2
208,14,166395,166546,0,2,0
209,67,166547,167151,2,0,4
210,0,167152,167286,0,0,0
211,91,167287,169745,3,0,0
212,21,169746,173250,0,3,0
213,27,173251,175513,0,3,6
214,25,175514,175535,0,3,4
215,27,175536,176611,0,3,6
216,41,176612,177101,1,0,6
217,34,177102,177376,0,4,6
218,27,177377,177417,0,3,6
219,20,177418,177478,0,2,6
220,34,177479,178536,0,4,6
221,33,178537,179284,0,4,5
222,26,179285,179859,0,3,5
223,25,179860,180414,0,3,4
224,21,180415,182192,0,3,0
225,91,182193,182631,3,0,0
226,21,182632,182861,0,3,0
227,63,182862,183096,2,0,0
228,40,183097,183256,1,0,5
229,19,183257,183273,0,2,5
230,14,183274,183816,0,2,0
231,19,183817,184502,0,2,5
232,40,184503,184536,1,0,5
233,5,184537,186531,0,0,5
234,6,186532,186557,0,0,6
235,2,186558,187352,0,0,2
236,0,187353,187353,0,0,0
237,6,187354,187373,0,0,6
238,5,187374,188085,0,0,5
239,4,188086,188299,0,0,4
240,5,188300,189549,0,0,5
241,3,189550,192603,0,0,3
242,94,192604,192748,3,0,3
243,38,192749,192900,1,0,3
244,66,192901,193199,2,0,3
245,7,193200,193616,0,1,0
246,91,193617,194130,3,0,0
247,94,194131,195847,3,0,3
248,10,195848,195956,0,1,3
249,13,195957,197221,0,1,6
250,20,197222,197327,0,2,6
251,18,197328,197511,0,2,4
252,11,197512,197619,0,1,4
