start,end,name
0,258,82
259,260,84
261,417,84
418,667,84
668,1091,84
1092,1099,84
1100,1432,84
1433,1466,84
1467,1598,84
1599,2549,81
2550,3239,53
3240,3836,112
3837,4333,112
4334,4600,52
4601,4808,52
4809,5101,52
5102,5776,52
5777,6872,75
6873,6898,75
6899,7268,74
7269,7750,75
7751,7905,20
7906,8340,20
8341,8392,112
8393,8876,108
8877,9085,108
9086,9147,65
9148,9320,65
9321,9469,52
9470,9632,6
9633,9773,20
9774,9782,15
9783,10150,15
10151,10471,15
10472,10472,1
10473,10594,1
10595,12028,1
12029,12376,36
12377,13234,8
13235,13502,13
13503,13772,7
13773,14073,13
14074,14465,12
14466,15407,7
15408,16190,63
16191,16456,0
16457,16694,95
16695,17318,93
17319,18076,99
18077,18434,99
18435,18453,1
18454,20237,2
20238,20612,2
20613,20636,2
20637,20718,2
20719,21027,2
21028,21871,37
21872,21881,37
21882,21999,37
22000,25205,37
25206,25226,76
25227,25254,80
25255,25287,80
25288,25371,80
25372,26374,93
26375,26398,93
26399,26548,93
26549,26559,96
26560,26688,107
26689,26860,107
26861,27321,86
27322,27644,25
27645,27753,26
27754,27906,26
27907,27916,26
27917,29006,26
29007,30281,26
30282,31162,26
31163,31430,26
31431,31702,26
31703,31809,88
31810,32255,88
32256,33046,88
33047,33210,88
33211,33484,88
33485,33553,55
33554,33753,55
33754,34375,55
34376,34962,55
34963,35314,88
35315,35485,51
35486,35498,51
35499,35664,51
35665,36012,52
36013,36882,52
36883,37004,52
37005,37346,27
37347,37696,26
37697,37818,51
37819,38095,49
38096,38105,38
38106,38278,37
38279,38337,36
38338,38916,22
38917,39106,36
39107,39191,29
39192,39438,29
39439,39928,15
39929,41212,16
41213,42047,15
42048,42234,16
42235,43903,15
43904,45365,75
45366,45754,36
45755,45839,8
45840,46032,36
46033,46756,36
46757,47011,37
47012,48140,37
48141,49160,78
49161,50083,78
50084,50495,101
50496,50512,59
50513,51288,20
51289,51378,59
51379,51666,59
51667,52057,59
52058,52328,59
52329,52657,27
52658,52810,27
52811,53376,25
53377,53398,25
53399,53672,25
53673,53992,27
53993,54370,23
54371,54546,22
54547,55664,26
55665,55861,21
55862,57439,26
57440,57829,26
57830,58137,68
58138,58604,74
58605,59011,74
59012,59580,33
59581,60016,26
60017,60393,21
60394,60485,0
60486,60819,0
60820,60916,21
60917,60935,21
60936,61205,21
61206,61306,27
61307,61819,26
61820,62119,26
62120,62476,25
62477,63034,26
63035,63139,26
63140,63582,26
63583,63600,26
63601,63821,27
63822,64338,24
64339,64394,24
64395,64503,81
64504,64729,3
64730,64890,6
64891,64928,6
64929,64955,6
64956,65206,56
65207,65530,61
65531,65821,61
65822,66189,61
66190,66310,61
66311,67692,86
67693,67909,96
67910,68638,7
68639,68668,7
68669,68696,12
68697,69946,7
69947,70751,7
70752,71563,21
71564,71649,21
71650,73602,21
73603,73758,28
73759,73840,31
73841,74017,10
74018,74611,10
74612,76583,11
76584,76612,11
76613,77066,32
77067,77255,32
77256,77461,28
77462,78138,32
78139,78481,32
78482,79415,54
79416,79524,85
79525,79540,95
79541,79695,45
79696,79938,45
79939,80052,45
80053,80616,45
80617,80681,45
80682,81631,39
81632,82538,39
82539,82545,4
82546,82836,39
82837,83627,40
83628,83854,26
83855,84158,24
84159,84945,24
84946,85121,22
85122,85518,36
85519,85640,36
85641,85909,72
85910,85936,72
85937,86368,74
86369,86445,74
86446,87116,72
87117,87169,15
87170,87302,72
87303,87404,29
87405,87783,15
87784,88299,15
88300,88886,22
88887,89493,23
89494,89708,30
89709,89995,23
89996,90137,24
90138,90343,82
90344,90677,11
90678,91000,82
91001,91811,44
91812,92426,3
92427,92628,3
92629,93295,3
93296,93347,3
93348,94134,44
94135,94299,38
94300,94608,66
94609,94624,67
94625,94930,65
94931,95118,65
95119,95538,43
95539,96406,44
96407,96475,43
96476,96711,16
