start,end,name
0,70,95
71,159,4
160,474,95
475,1231,95
1232,1749,18
1750,2621,39
2622,3093,39
3094,3209,4
3210,4487,18
4488,4903,18
4904,4940,18
4941,5104,18
5105,5167,18
5168,5170,39
5171,5210,18
5211,5299,18
5300,5658,39
5659,5930,39
5931,7252,45
7253,7554,47
7555,7581,46
7582,7829,19
7830,8029,19
8030,8421,46
8422,8556,46
8557,8643,43
8644,9428,93
9429,9546,93
9547,9671,93
9672,9775,93
9776,10414,71
10415,10487,71
10488,10807,16
10808,11032,16
11033,11168,18
11169,11170,18
11171,11601,18
11602,13220,18
13221,13349,18
13350,13968,11
13969,14192,7
14193,14478,7
14479,15131,7
15132,15433,67
15434,15453,67
15454,15866,67
15867,16028,18
16029,16073,14
16074,16216,18
16217,16428,19
16429,16577,19
16578,16634,18
16635,16673,18
16674,16785,18
16786,17175,16
17176,17454,16
17455,18152,43
18153,19538,43
19539,19551,76
19552,19673,76
19674,19733,71
19734,20130,65
20131,20212,71
20213,20755,65
20756,20794,65
20795,21104,28
21105,21170,28
21171,21801,28
21802,22149,28
22150,23231,30
23232,23456,30
23457,23516,30
23517,23815,30
23816,24014,30
24015,24069,30
24070,24191,31
24192,24664,31
24665,24683,94
24684,25036,105
25037,25593,94
25594,25984,35
25985,25993,65
25994,26017,65
26018,26891,35
26892,27042,66
27043,28380,66
28381,28475,66
28476,28758,3
28759,29109,17
29110,29159,14
29160,29240,14
29241,29374,14
29375,29526,94
29527,30080,92
30081,30355,92
30356,30581,92
30582,30808,92
30809,30885,71
30886,31489,71
31490,31493,71
31494,31532,71
31533,31778,8
31779,32024,8
32025,32180,8
32181,32999,92
33000,33567,92
33568,33593,92
33594,34452,63
34453,34816,64
34817,35118,64
35119,35412,64
35413,36102,63
36103,36356,63
36357,36621,64
36622,37020,64
37021,37736,8
37737,37889,22
37890,37955,22
37956,38410,64
38411,39038,63
39039,39693,63
39694,39854,7
39855,39899,7
39900,40716,7
40717,41187,0
41188,41648,65
41649,42297,65
42298,42348,68
42349,42433,68
42434,43083,68
43084,43477,68
43478,43832,69
43833,44196,7
44197,44334,0
44335,45146,0
45147,46055,6
46056,46326,34
46327,46945,34
46946,47078,13
47079,47906,13
47907,48001,13
48002,48623,7
48624,48935,97
48936,49225,97
49226,51002,7
51003,51022,7
51023,51378,13
51379,51404,13
51405,51423,52
51424,51575,52
51576,51825,52
51826,51876,52
51877,52895,51
52896,53076,52
53077,53265,84
53266,53515,83
53516,53668,51
53669,53678,111
53679,54675,111
54676,54785,111
54786,56504,111
56505,56526,111
56527,56606,102
56607,56839,102
56840,57762,102
57763,57883,102
57884,58062,79
58063,58255,79
58256,58320,80
58321,58500,80
58501,58619,80
58620,58694,80
58695,58712,80
58713,59143,80
59144,59154,80
59155,60039,80
60040,60783,27
60784,61004,27
61005,61628,84
61629,61798,105
61799,62054,56
62055,62182,56
62183,62365,56
62366,62697,56
62698,62941,56
62942,63347,56
63348,63512,69
63513,63992,69
63993,64341,56
64342,64778,56
64779,65475,56
65476,65504,56
65505,65672,56
65673,65845,54
65846,65895,54
65896,66061,18
66062,66306,18
66307,66522,45
66523,66654,54
66655,67452,54
67453,67557,39
67558,67680,54
67681,67956,105
67957,68316,3
68317,68436,4
68437,68780,4
68781,68904,18
68905,68983,54
68984,70029,110
70030,70043,111
70044,70112,111
70113,70524,26
70525,70662,26
70663,70863,111
70864,70880,111
70881,71836,40
71837,71869,111
71870,72106,96
72107,72377,96
72378,72451,96
72452,73425,96
73426,74938,35
74939,75795,96
75796,76400,35
76401,76603,28
76604,77070,35
77071,77156,97
77157,77343,97
77344,77524,108
77525,79314,37
79315,79664,37
79665,80051,37
80052,80285,37
80286,80656,37
80657,80928,36
80929,82121,101
82122,82885,101
82886,83034,32
83035,83648,32
83649,83709,32
83710,83776,32
83777,84174,32
84175,84842,95
84843,85029,95
85030,85262,11
85263,85278,12
85279,85423,11
85424,87281,8
87282,87609,8
87610,87866,8
87867,88095,12
88096,88212,12
88213,88264,12
88265,88742,7
88743,88766,7
88767,88881,0
88882,89255,21
89256,89604,68
89605,90264,68
90265,90299,35
90300,90670,35
90671,90855,35
90856,91204,92
91205,91225,74
91226,91805,72
91806,92241,72
92242,93187,22
93188,93776,1
93777,93947,1
93948,94095,1
94096,94955,22
94956,95062,24
95063,95659,24
95660,95796,94
95797,96847,93
96848,97992,77
97993,98296,77
98297,98367,77
98368,98707,77
98708,99185,77
99186,101121,31
101122,101555,31
101556,101683,31
101684,104195,3
104196,106023,31
106024,107431,77
107432,107537,53
107538,107634,84
107635,108283,108
108284,109069,71
109070,109171,9
109172,109339,9
109340,110342,9
110343,110667,23
110668,111929,23
111930,112356,23
112357,112905,23
112906,113072,27
113073,114149,27
114150,114203,23
114204,114490,99
114491,114749,103
114750,114895,108
114896,115115,105
115116,115727,2
115728,117072,2
117073,117314,2
117315,117586,0
117587,118057,0
118058,118489,0
118490,118663,0
