start,end,name
0,2002,8
2003,2942,15
2943,3605,15
3606,3898,14
3899,3931,17
3932,4270,17
4271,4282,31
4283,5124,31
5125,6334,31
6335,7167,24
7168,7549,24
7550,7806,31
7807,7894,44
7895,8515,38
8516,8568,38
8569,8703,38
8704,8735,38
8736,9038,17
9039,9254,31
9255,9455,33
9456,9806,26
9807,9818,21
9819,9889,21
9890,10406,21
10407,10906,21
10907,11084,28
11085,11243,21
11244,11435,0
11436,12820,1
12821,13064,29
13065,13294,28
13295,13399,28
13400,13691,28
13692,13808,64
13809,14905,64
14906,15151,64
15152,15405,70
15406,16109,22
16110,16599,22
16600,16987,22
16988,17022,64
17023,17106,64
17107,17131,64
17132,17191,7
17192,17211,7
17212,21078,64
21079,21160,43
21161,21219,43
21220,21872,43
21873,22170,43
22171,23882,37
23883,23924,37
23925,24036,43
24037,24225,45
24226,24270,39
24271,24756,40
24757,24890,41
24891,25060,13
25061,25404,13
25405,25436,13
25437,25669,41
25670,25790,34
25791,26017,47
26018,26312,47
26313,26322,47
26323,26443,47
26444,26505,43
26506,26823,42
26824,26962,47
26963,27340,47
27341,27431,47
27432,27445,47
27446,27519,47
27520,27729,47
27730,28111,46
28112,28185,46
28186,28580,46
28581,28813,47
28814,29274,47
29275,29519,47
29520,29899,47
29900,29992,47
29993,30130,52
30131,30425,75
30426,31033,75
31034,31466,75
31467,32044,73
32045,32072,72
32073,32416,94
32417,32717,10
32718,32756,8
32757,33029,64
33030,33513,64
33514,34770,64
34771,35033,28
35034,35171,28
35172,35788,28
35789,35986,91
35987,36316,91
36317,36574,91
36575,36943,91
36944,37235,64
37236,37488,14
37489,37668,18
37669,39350,15
39351,39669,92
39670,40616,92
40617,40777,64
40778,40834,92
40835,41166,98
41167,41170,98
41171,42006,98
42007,42031,36
42032,42081,36
42082,42264,8
42265,42295,36
42296,42654,35
42655,44324,63
44325,44408,35
44409,45832,91
45833,46616,64
46617,46912,64
46913,47054,69
47055,48025,69
48026,48032,69
48033,48201,80
48202,48249,20
48250,48326,20
48327,48435,13
48436,48535,20
48536,48559,20
48560,48708,20
48709,48760,20
48761,48823,19
48824,49226,18
49227,49853,18
49854,50077,16
50078,50104,16
50105,50621,16
50622,50765,18
50766,50789,95
50790,51268,94
51269,51402,94
51403,51823,82
51824,51902,82
51903,52531,50
52532,52842,50
52843,53475,4
53476,53748,4
53749,53796,50
53797,54842,18
54843,54938,67
54939,54976,67
54977,55293,67
55294,56047,21
56048,56361,21
56362,56412,21
56413,56599,21
56600,57157,21
57158,57937,21
57938,59225,21
59226,59243,22
59244,59410,75
59411,59754,108
59755,60665,106
60666,60714,25
60715,61107,25
61108,61795,25
61796,62014,27
62015,62161,27
62162,62327,34
62328,62692,32
62693,63042,32
63043,63096,32
63097,63775,25
63776,64052,27
64053,64685,26
64686,64800,26
64801,65049,26
65050,65686,33
65687,65775,96
65776,66458,97
66459,66631,97
66632,67488,97
67489,68020,96
68021,68249,96
68250,68266,96
68267,68351,96
68352,69187,96
69188,69365,19
69366,69377,14
69378,69587,14
69588,70023,19
70024,70510,18
70511,70878,18
70879,71475,18
71476,71803,18
71804,72327,18
72328,72375,16
72376,72503,2
72504,72946,16
72947,73116,16
73117,74697,65
74698,74890,16
74891,75124,16
75125,75259,16
75260,75713,65
75714,76878,69
76879,76947,69
76948,77030,68
77031,77038,69
77039,77164,97
77165,77249,94
77250,77400,66
77401,78225,66
78226,78360,31
78361,78551,31
78552,78994,31
78995,79669,24
79670,79844,24
79845,80232,24
80233,80567,24
80568,80626,24
80627,81139,10
81140,82649,10
82650,83241,81
83242,83369,56
83370,83397,53
83398,83620,53
83621,83714,94
83715,83834,97
83835,83927,103
83928,83956,64
83957,84039,64
84040,84308,64
84309,84468,64
84469,85061,64
85062,85083,15
85084,85739,17
85740,85933,17
85934,86090,17
86091,86347,112
86348,86894,112
86895,87185,72
87186,87414,75
87415,87591,75
87592,87660,75
87661,87857,75
87858,87981,72
87982,88077,94
88078,88090,94
88091,88157,14
88158,88339,0
88340,88727,3
88728,88795,3
88796,89128,66
89129,89220,68
89221,89319,68
89320,89756,51
89757,89788,51
89789,90054,19
90055,90092,15
90093,90696,15
90697,90702,19
90703,90861,19
90862,90943,68
90944,91220,111
91221,91355,110
91356,92128,113
92129,92497,114
92498,92759,114
92760,92772,114
92773,92862,114
92863,93402,114
93403,93453,114
93454,93588,114
93589,93601,113
93602,93721,113
93722,93924,11
93925,94627,11
94628,95003,11
95004,95813,11
95814,95825,9
95826,95932,11
95933,95938,12
95939,96358,12
96359,97276,12
97277,97521,13
97522,97576,13
97577,97926,20
97927,98358,16
98359,98363,20
98364,98539,20
98540,98562,52
98563,99495,52
99496,99665,47
99666,99740,13
99741,100472,10
100473,100504,10
100505,101051,10
101052,101132,10
101133,101164,10
101165,101263,10
101264,101930,10
101931,102122,10
102123,102561,10
102562,102585,10
102586,102901,31
102902,103517,31
103518,105247,10
105248,105449,10
105450,105551,66
105552,105961,66
105962,106156,14
106157,106223,14
106224,106436,17
106437,106564,31
106565,106584,32
106585,107032,82
107033,107418,45
107419,107585,45
107586,107591,18
107592,107785,18
107786,108031,18
108032,108222,18
108223,108870,15
108871,109028,15
109029,109047,15
109048,109353,15
109354,109529,15
109530,109634,15
109635,109788,15
109789,111422,18
111423,111577,18
111578,111986,18
111987,112151,19
112152,112336,18
112337,112521,32
112522,112652,4
112653,112666,3
112667,114150,31
114151,114663,30
114664,114908,30
114909,115234,30
115235,115626,31
115627,116160,31
116161,116383,31
116384,116990,31
116991,117631,31
117632,117760,17
117761,118325,17
118326,120162,17
120163,120186,17
120187,120320,17
120321,120499,83
120500,121233,12
121234,122028,10
122029,122043,12
122044,122065,51
122066,122087,52
122088,122255,93
122256,122499,14
122500,122587,19
122588,122799,19
122800,123173,51
123174,123285,51
123286,123291,102
123292,123314,68
123315,123809,69
123810,124494,14
124495,124928,14
124929,125577,93
125578,126733,93
126734,126781,93
126782,126883,52
126884,127689,20
127690,128646,20
128647,128882,47
128883,128962,47
128963,129411,92
129412,129589,14
129590,130431,14
130432,130711,14
130712,130865,20
130866,131090,75
131091,131550,1
131551,132468,1
132469,132857,6
132858,133321,6
133322,133625,6
133626,133738,6
133739,134814,2
134815,135098,30
135099,135371,71
135372,135474,2
135475,135588,99
135589,135598,93
135599,136824,14
136825,137332,14
137333,137413,14
137414,137530,14
137531,138205,14
138206,138249,92
138250,138448,29
138449,138635,29
138636,138679,29
138680,138730,64
138731,138901,64
138902,139230,46
139231,139289,45
139290,139882,98
139883,140018,43
140019,140993,2
140994,141340,43
141341,142097,16
142098,142171,19
142172,142293,33
142294,142475,32
142476,142836,32
142837,142951,31
142952,143125,30
143126,143219,31
143220,143657,77
143658,144068,77
144069,144812,77
144813,145048,30
145049,145172,30
145173,145225,30
145226,145339,33
145340,146014,33
146015,146051,19
146052,146217,19
146218,146521,19
146522,147457,19
147458,147680,20
147681,147922,16
147923,148128,19
148129,148409,20
148410,148567,20
148568,148639,19
148640,149556,96
149557,150434,102
150435,150974,29
