n_int_AB,n_int_ABC,rep,time_trans,time_post
5,2,2,38.96304392814636,68.14819693565369
5,2,3,35.035003900527954,69.00407814979553
5,2,4,41.57092785835266,68.25290322303772
5,3,0,83.05354905128479,69.91003918647766
5,3,1,84.60214710235596,70.16011381149292
5,3,2,82.57882595062256,69.90343189239502
5,3,3,82.9119918346405,69.2043240070343
5,3,4,82.04875493049622,69.28823280334473
5,4,0,158.53779006004333,71.68923902511597
5,4,1,154.95152306556702,70.98899698257446
5,4,2,155.72142124176025,70.93195986747742
5,4,3,158.55130910873413,71.29183411598206
5,4,4,158.95341801643372,71.63658499717712
5,5,0,164.3395299911499,74.23983001708984
5,5,1,164.4868049621582,73.87526392936707
5,5,2,165.88213515281677,72.6257176399231
5,5,3,167.789155960083,72.49988198280334
5,5,4,167.85852909088135,72.81899094581604
5,6,0,240.49517798423767,74.75089001655579
5,6,1,242.4438180923462,75.50953316688538
5,6,2,241.7814359664917,75.3649890422821
5,6,3,240.76326704025269,75.12807393074036
5,6,4,238.4281792640686,74.76233696937561
5,7,0,303.2673990726471,130.06417083740234
5,7,1,314.6691823005676,118.48954701423645
5,7,2,312.8985960483551,116.99498510360718
5,7,3,303.8707981109619,116.93623805046082
5,7,4,308.5688898563385,124.98601222038269
6,1,0,8.495861053466797,68.24322891235352
6,1,1,6.7483930587768555,67.44915890693665
6,1,2,7.091862916946411,67.35833287239075
6,1,3,6.516888618469238,68.79661226272583
6,1,4,7.54061484336853,68.16946601867676
6,2,0,38.12419676780701,68.32844614982605
6,2,1,41.71632409095764,68.6864321231842
6,2,2,38.0385799407959,69.00298023223877
6,2,3,39.75236511230469,68.67053174972534
6,2,4,38.249330043792725,68.85453391075134
6,3,0,84.95663571357727,69.38206696510315
6,3,1,86.38445806503296,69.25807070732117
6,3,2,85.31326484680176,70.48780012130737
6,3,3,85.9983868598938,69.26489925384521
6,3,4,86.4421501159668,69.56178092956543
6,4,0,159.36913204193115,71.95666193962097
6,4,1,165.71842217445374,71.08548974990845
6,4,2,158.7653579711914,71.3112280368805
6,4,3,160.86925315856934,71.05803680419922
6,4,4,159.0341808795929,71.8375608921051
6,5,0,168.09030556678772,74.04038405418396
6,5,1,169.63559913635254,73.28937697410583
6,5,2,172.5224359035492,73.20283508300781
6,5,3,177.00020027160645,73.20698881149292
6,5,4,180.66712975502014,73.26869916915894
6,6,0,243.42147493362427,123.32472825050354
6,6,1,245.8012716770172,119.91900897026062
6,6,2,243.45465898513794,128.45043897628784
6,6,3,244.55078983306885,123.43919324874878
6,6,4,253.4417369365692,117.27265000343323
6,7,0,314.42107677459717,123.96412920951843
6,7,1,308.5832870006561,129.80003190040588
6,7,2,308.4329483509064,124.8963258266449
6,7,3,314.542277097702,131.71823596954346
6,7,4,305.37661576271057,132.17494821548462
7,1,0,8.40362286567688,68.23885488510132
7,1,1,7.484125137329102,68.43020987510681
7,1,2,8.741637945175171,68.24271893501282
7,1,3,7.432618141174316,67.82250308990479
7,1,4,7.77321195602417,68.0484721660614
7,2,0,43.082573890686035,68.70993089675903
7,2,1,39.129223108291626,68.81329083442688
7,2,2,42.63070011138916,69.4534330368042
7,2,3,39.673213958740234,69.14562821388245
7,2,4,40.05901074409485,68.78496813774109
7,3,0,86.32733225822449,71.72365999221802
7,3,1,91.2363293170929,71.03496289253235
7,3,2,89.79093289375305,70.76678895950317
7,3,3,88.76198315620422,70.02143788337708
7,3,4,90.65450596809387,70.48491787910461
7,4,0,161.88032269477844,71.26311135292053
7,4,1,166.93956089019775,71.40003514289856
7,4,2,164.63177919387817,72.84108996391296
7,4,3,161.59921598434448,71.65717387199402
7,4,4,163.44630599021912,71.49426817893982
7,5,0,182.18066430091858,72.85889196395874
7,5,1,174.62846779823303,74.77454113960266
7,5,2,178.20014214515686,73.92213606834412
7,5,3,173.04632711410522,73.36595106124878
7,5,4,177.41585397720337,73.64177584648132
7,6,0,249.21831512451172,123.13235282897949
7,6,1,255.38588905334473,122.83583378791809
7,6,2,253.28853511810303,128.56915092468262
7,6,3,250.811350107193,119.81887984275818
7,6,4,251.3039050102234,120.56159520149231
7,7,0,313.5775201320648,127.68463397026062
7,7,1,322.037700176239,131.47666597366333
7,7,2,318.1296489238739,131.79072403907776
7,7,3,317.8055169582367,130.70792698860168
7,7,4,314.2850909233093,128.66322827339172
