nsim,int_2,suma,Type
10,6,0.18300235731749573,Posterior max
10,5,0.02699881986899868,Posterior max
10,4,0.07676166684837815,Posterior max
10,3,0.11565312185625516,Posterior max
10,2,0.14251616344296625,Posterior max
10,1,0.17744436998036867,Posterior max
10,0,0.19558792875174702,Posterior max
10,NA,0.028139764026657674,Posterior max
11,6,0.1687003428583972,Posterior max
11,5,0.0345978191337437,Posterior max
11,4,0.0931796170024621,Posterior max
11,3,0.12507942702098396,Posterior max
11,2,0.1431054229951204,Posterior max
11,1,0.16622492654356957,Posterior max
11,0,0.18247118447560512,Posterior max
11,NA,0.024565823942285542,Posterior max
12,6,0.12330327400456245,Posterior max
12,5,0.06510836235762713,Posterior max
12,4,0.13201224794299488,Posterior max
12,3,0.14057405417994828,Posterior max
12,2,0.13475691301846468,Posterior max
12,1,0.1450196634143148,Posterior max
12,0,0.14355567372479144,Posterior max
12,NA,0.02126366815575758,Posterior max
13,6,0.15253299997734687,Posterior max
13,5,0.04453973709505672,Posterior max
13,4,0.10877864386192632,Posterior max
13,3,0.13470586606571527,Posterior max
13,2,0.1406225536832712,Posterior max
13,1,0.16010730210081575,Posterior max
13,0,0.1673073565675534,Posterior max
13,NA,0.023636890241054885,Posterior max
14,6,0.10051422291417131,Posterior max
14,5,0.07993278216347721,Posterior max
14,4,0.15170498048222342,Posterior max
14,3,0.15680018036975635,Posterior max
14,2,0.15508212234602956,Posterior max
14,1,0.1414640629629272,Posterior max
14,0,0.11998257728275484,Posterior max
14,NA,0.017229989909019333,Posterior max
15,6,0.15727577613402957,Posterior max
15,5,0.04030062881089875,Posterior max
15,4,0.10109707910095134,Posterior max
15,3,0.1279783765600078,Posterior max
15,2,0.1421940189082238,Posterior max
15,1,0.16643203488077024,Posterior max
15,0,0.1693949995187674,Posterior max
15,NA,0.022881062880411418,Posterior max
