nsim,int_2,suma,Type
10,6,0.1797209676221784,Posterior max
10,5,0.10928232616694714,Posterior max
10,4,0.10430488940677765,Posterior max
10,3,0.11509678768765468,Posterior max
10,2,0.13351384267151017,Posterior max
10,1,0.1538002480800579,Posterior max
10,0,0.1726750053970194,Posterior max
10,NA,0.031605932967854244,Posterior max
11,6,0.1718727057728003,Posterior max
11,5,0.10526718145919604,Posterior max
11,4,0.11778605428956412,Posterior max
11,3,0.12555560236759883,Posterior max
11,2,0.13576834307805682,Posterior max
11,1,0.14946957905377237,Posterior max
11,0,0.16485230793570957,Posterior max
11,NA,0.029428226043301538,Posterior max
12,6,0.14122609984417234,Posterior max
12,5,0.16889583417884493,Posterior max
12,4,0.14494753981237946,Posterior max
12,3,0.13256107228563432,Posterior max
12,2,0.12550032225528013,Posterior max
12,1,0.1253663806234568,Posterior max
12,0,0.1333148920286624,Posterior max
12,NA,0.02818785897156924,Posterior max
13,6,0.1606376855079207,Posterior max
13,5,0.10932760729436573,Posterior max
13,4,0.1293026961717046,Posterior max
13,3,0.13466529213581965,Posterior max
13,2,0.13779075022495654,Posterior max
13,1,0.144335974568942,Posterior max
13,0,0.15435448570447685,Posterior max
13,NA,0.029585508391813523,Posterior max
14,6,0.10700270966021729,Posterior max
14,5,0.19593906442260456,Posterior max
14,4,0.15298870801309064,Posterior max
14,3,0.14775659402270055,Posterior max
14,2,0.13651770757028098,Posterior max
14,1,0.12220644285017003,Posterior max
14,0,0.11268432850904729,Posterior max
14,NA,0.024904444951888243,Posterior max
15,6,0.16441799984666575,Posterior max
15,5,0.12918973985106022,Posterior max
15,4,0.12062554794171772,Posterior max
15,3,0.12453395537348794,Posterior max
15,2,0.13437710564167046,Posterior max
15,1,0.1448067908325049,Posterior max
15,0,0.15538225426420588,Posterior max
15,NA,0.026666606248686706,Posterior max
16,6,0.2133979514333034,Posterior max
16,5,0.0943879199758546,Posterior max
16,4,0.09083299191981783,Posterior max
16,3,0.1020071544469844,Posterior max
16,2,0.12310286066239025,Posterior max
16,1,0.15470771509590955,Posterior max
16,0,0.19029294335726402,Posterior max
16,NA,0.03127046310847549,Posterior max
17,6,0.17295241604697975,Posterior max
17,5,0.1081891248623306,Posterior max
17,4,0.11141910571076993,Posterior max
17,3,0.12522226135895567,Posterior max
17,2,0.14013398414080147,Posterior max
17,1,0.1542549710490516,Posterior max
17,0,0.16506459876343132,Posterior max
17,NA,0.022763538067679216,Posterior max
18,6,0.12395279969280985,Posterior max
18,5,0.1565555549948302,Posterior max
18,4,0.150426122590811,Posterior max
18,3,0.14970243489795715,Posterior max
18,2,0.13906063926648773,Posterior max
18,1,0.12882350441533832,Posterior max
18,0,0.12636223085858722,Posterior max
18,NA,0.02511671328317812,Posterior max
19,6,0.1266573475146749,Posterior max
19,5,0.2108983473934692,Posterior max
19,4,0.1465132745777655,Posterior max
19,3,0.12663287482452576,Posterior max
19,2,0.1203186005714802,Posterior max
19,1,0.11929056366424423,Posterior max
19,0,0.12340477493885811,Posterior max
19,NA,0.026284216514981754,Posterior max
20,6,0.16004308197295872,Posterior max
20,5,0.14883665011268699,Posterior max
20,4,0.13449871762659782,Posterior max
20,3,0.1292614546787019,Posterior max
20,2,0.12722506370014453,Posterior max
20,1,0.13191390873781303,Posterior max
20,0,0.14405479740647276,Posterior max
20,NA,0.024166325764623825,Posterior max
21,6,0.14475860023607115,Posterior max
21,5,0.16082872476565563,Posterior max
21,4,0.131733247940148,Posterior max
21,3,0.13158793280689965,Posterior max
21,2,0.1328434853917857,Posterior max
21,1,0.13507708262937718,Posterior max
21,0,0.14002072829268802,Posterior max
21,NA,0.02315019793737426,Posterior max
22,6,0.16172231490463324,Posterior max
22,5,0.14099796227545885,Posterior max
22,4,0.11678201497906696,Posterior max
22,3,0.12336340111293845,Posterior max
22,2,0.13283123420256077,Posterior max
22,1,0.1434381780428831,Posterior max
22,0,0.15475898401864802,Posterior max
22,NA,0.026105910463810205,Posterior max
23,6,0.14891029283054155,Posterior max
23,5,0.23535227294391114,Posterior max
23,4,0.11196223541054703,Posterior max
23,3,0.10341834550168051,Posterior max
23,2,0.10985740100149546,Posterior max
23,1,0.12231386141023555,Posterior max
23,0,0.13918379770122716,Posterior max
23,NA,0.02900179320036123,Posterior max
24,6,0.1488674787946322,Posterior max
24,5,0.17564101897406983,Posterior max
24,4,0.12571137053059742,Posterior max
24,3,0.12338820968234714,Posterior max
24,2,0.12489908212598798,Posterior max
24,1,0.12997577173369534,Posterior max
24,0,0.14053741307420645,Posterior max
24,NA,0.030979655084463268,Posterior max
25,6,0.1378737165799931,Posterior max
25,5,0.1746385329537879,Posterior max
25,4,0.15854396487184916,Posterior max
25,3,0.1351398331651259,Posterior max
25,2,0.12169470396616781,Posterior max
25,1,0.11931969260336578,Posterior max
25,0,0.12599882371459623,Posterior max
25,NA,0.02679073214511372,Posterior max
26,6,0.1867550374385083,Posterior max
26,5,0.12766636494924855,Posterior max
26,4,0.10242390111614552,Posterior max
26,3,0.11052254172675278,Posterior max
26,2,0.12674863726787416,Posterior max
26,1,0.14616448930991946,Posterior max
26,0,0.16860128712218883,Posterior max
26,NA,0.031117741069361937,Posterior max
27,6,0.17184301242729427,Posterior max
27,5,0.14524303399160288,Posterior max
27,4,0.12296556887082184,Posterior max
27,3,0.12533764569266756,Posterior max
27,2,0.12691425231096978,Posterior max
27,1,0.133482327440932,Posterior max
27,0,0.14949822577262029,Posterior max
27,NA,0.024715933493090956,Posterior max
28,6,0.14282534680527348,Posterior max
28,5,0.1790970608235281,Posterior max
28,4,0.13555322924924973,Posterior max
28,3,0.13248986547510883,Posterior max
28,2,0.12959518338261278,Posterior max
28,1,0.12798846608143072,Posterior max
28,0,0.13208153159259212,Posterior max
28,NA,0.02036931659020384,Posterior max
29,6,0.15602495004675693,Posterior max
29,5,0.1472758645861068,Posterior max
29,4,0.12218767698447036,Posterior max
29,3,0.1287676656178873,Posterior max
29,2,0.132868192522304,Posterior max
29,1,0.13770134576495327,Posterior max
29,0,0.14699403333562783,Posterior max
29,NA,0.028180271141893084,Posterior max
